,Nameplayerid,Seasonplayerid,playeridplayerid,weightwRCplayerid,weightHRplayerid,weightPAplayerid,weightABplayerid,weightRplayerid,weightHplayerid,weight2Bplayerid,RBIsPredicted,linearSvrRBI,svrRBI,BayesRidgeRBI,HuberRegressorRBI,RidgeRBI,ARDRegressionRBI,Nameplayerid,Seasonplayerid,playeridplayerid,weightBABIP,weightOBPplayerid,weightwOBAplayerid,weightOPSplayerid,weightwRC+playerid,weightwRAAplayerid,weight1B,AVGPredicted,linearSvrAVG,svrAVG,BayesRidgeAVG,HuberRegressorAVG,RidgeAVG,ARDRegressionAVG,Nameplayerid,Seasonplayerid,playeridplayerid,weightRBIplayerid,weightISOplayerid,weightwRCplayerid,weightSLGplayerid,weightRplayerid,weightHRFB,weightOPSplayerid,HRsPredicted,linearSvrHR,SvrHR,BayesRidgeHR,HuberRegressorHR,RidgeHR,ARDRegressionHR,Nameplayerid,Seasonplayerid,playeridplayerid,weightwOBAplayerid,weightwRC+playerid,weightSLGplayerid,weightwRAAplayerid,weightOBPplayerid,weightISOplayerid,weightHRplayerid,opsPredicted,linearSvrOPS,svrOPS,BayesRidgeOPS,HuberRegressorOPS,RidgeOPS,ARDRegressionOPS,Name,Season,playerid,weightWRC,weightPAplayerid,weightHplayerid,weightABplayerid,weightRBIplayerid,weightG,weight2Bplayerid,runsPredicted,linearSVRRuns,svrRuns,BayesRidgeRuns,HuberRegressorRuns,RidgeRuns,ARDRegressionRuns,runs,hr,rbi,avg,ops
146,James Loney,2017,4556,-0.466399537,-0.567421523,-0.314889948,-0.219446787,-0.877932065,-0.083700655,-0.385405064,43.06759336,41.20432825,39.64439441,43.01167193,42.78920449,42.57222259,42.98887089,James Loney,2017,4556,-0.400898692,-0.208692159,-0.46615087,-0.364491034,-0.344717118,-0.562551174,0.234403974,0.252607218,0.251075107,0.254,0.252109836,0.252716137,0.252143481,0.249426955,James Loney,2017,4556,-0.532728751,-0.777376212,-0.466399537,-0.394178932,-0.877932065,-0.747900983,-0.364491034,5.405631963,5.438298582,5.736411668,5.393294571,5.479436797,5.38293475,5.378801376,James Loney,2017,4556,-0.46615087,-0.344717118,-0.394178932,-0.562551174,-0.208692159,-0.777376212,-0.567421523,0.697654594,0.698136714,0.73725961,0.69765431,0.6977,0.696873726,0.697632338,James Loney,2017,4556,-0.466399537,-0.314889948,-0.083700655,-0.219446787,-0.532728751,-0.432687849,-0.385405064,43.21596817,43.16491739,43.61768755,43.2233954,43.08524069,43.26346298,43.16275983,#N/A,#N/A,#N/A,#N/A,#N/A
147,Starlin Castro,2017,4579,0.393424373,0.47974846,0.953960152,1.150477836,0.282583987,1.085183581,0.715141392,72.44650756,69.82375307,69.06912183,72.39272466,71.87255143,71.95864832,72.36099251,Starlin Castro,2017,4579,0.137211844,-0.54194995,-0.275154636,-0.131994195,-0.34866818,-0.522360919,1.207928242,0.271539489,0.270900196,0.254,0.27136958,0.271654067,0.271382463,0.270257257,Starlin Castro,2017,4579,0.750223354,-0.143545999,0.393424373,0.087063253,0.282583987,0.202868924,-0.131994195,16.73022989,16.29671753,16.97723941,16.72114767,16.48160273,16.71365667,16.75689058,Starlin Castro,2017,4579,-0.275154636,-0.34866818,0.087063253,-0.522360919,-0.54194995,-0.143545999,0.47974846,0.718806647,0.718781569,0.756075574,0.718806538,0.7188,0.718458353,0.718789037,Starlin Castro,2017,4579,0.393424373,0.953960152,1.085183581,1.150477836,0.750223354,1.018213369,0.715141392,66.44742031,65.86966736,68.40912236,66.33988674,66.22927031,66.06947225,66.40799896,66,16,63,0.3,0.792
148,Nick Swisher,2017,4599,-0.589376329,-0.372509138,-0.464284841,-0.499590685,-0.7246314,-0.655152911,-0.394752798,39.68372318,39.14024219,37.1659929,39.67362032,39.50245537,39.59666114,39.66106373,Nick Swisher,2017,4599,-0.824307615,-0.456764072,-0.629939954,-0.712644723,-0.616950599,-0.516906155,-0.651512979,0.229158309,0.224825356,0.254,0.229395939,0.229596415,0.229379319,0.229827017,Nick Swisher,2017,4599,-0.400665804,-0.339291179,-0.589376329,-0.745332938,-0.7246314,-0.136676042,-0.712644723,10.06367839,9.925630544,9.686508491,10.05495975,10.03656565,10.04691886,9.994557887,Nick Swisher,2017,4599,-0.629939954,-0.616950599,-0.745332938,-0.516906155,-0.456764072,-0.339291179,-0.372509138,0.665085252,0.66532825,0.727020284,0.665085382,0.665057116,0.665466368,0.664929342,Nick Swisher,2017,4599,-0.589376329,-0.464284841,-0.655152911,-0.499590685,-0.400665804,-0.672404323,-0.394752798,39.3284772,38.89974103,37.98662958,39.39582182,39.1273997,39.58126724,39.31158425,#N/A,#N/A,#N/A,#N/A,#N/A
149,Prince Fielder,2017,4613,-0.052952295,-0.033151123,0.112826941,0.055987793,-0.36446633,-0.034803107,-0.123370194,54.07375289,51.22665314,49.62502377,53.87914332,53.85487845,52.47330373,53.9255334,Prince Fielder,2017,4613,-1.077613457,-0.111848015,-0.46615087,-0.437410497,-0.755627659,-0.336921676,0.074372588,0.238266046,0.236035816,0.254,0.238424011,0.238681727,0.238414298,0.237106865,Prince Fielder,2017,4613,0.39274444,-0.362807032,-0.052952295,-0.549702321,-0.36446633,-0.322207837,-0.437410497,12.99602167,12.71272216,12.19146237,12.99222738,12.89276095,12.98843575,12.90616121,Prince Fielder,2017,4613,-0.46615087,-0.755627659,-0.549702321,-0.336921676,-0.111848015,-0.362807032,-0.033151123,0.690502586,0.690551505,0.738957626,0.69050261,0.6905,0.690532382,0.690413601,Prince Fielder,2017,4613,-0.052952295,0.112826941,-0.034803107,0.055987793,0.39274444,-0.330511707,-0.123370194,49.52094616,50.66937351,50.29883102,49.78873463,49.28170464,50.57137231,49.57811478,#N/A,#N/A,#N/A,#N/A,#N/A
150,Russell Martin,2017,4616,0.444647925,0.768254476,0.452140338,0.281409252,0.50383345,-0.002204742,-0.238665537,62.11898563,61.480402,62.47546762,62.05887949,62.01038937,61.64647128,62.11321118,Russell Martin,2017,4616,-0.387310042,0.517638925,0.367776349,0.287556919,0.358572078,0.18555163,-0.112330697,0.254675101,0.25717507,0.254,0.254859085,0.254979578,0.254846653,0.253581833,Russell Martin,2017,4616,0.948822751,0.486599155,0.444647925,0.132546508,0.50383345,1.137074895,0.287556919,20.93869499,20.66963568,22.43208931,20.96237251,20.69106939,20.98262085,20.90244427,Russell Martin,2017,4616,0.367776349,0.358572078,0.132546508,0.18555163,0.517638925,0.486599155,0.768254476,0.759127718,0.758667405,0.778032655,0.759127857,0.7591,0.759519144,0.759136018,Russell Martin,2017,4616,0.444647925,0.452140338,-0.002204742,0.281409252,0.948822751,0.428997616,-0.238665537,60.33443447,60.66000642,58.24579625,60.54092645,60.10216088,61.12208349,60.42565552,49,13,35,0.221,0.731
151,Junior Lake,2017,4672,-1.146941014,-0.407140403,-0.803059223,-0.698557992,-0.936375319,-0.95221424,-1.129584096,30.30906205,31.62021338,30.36125367,30.50577612,29.85594412,31.89816588,30.43397049,Junior Lake,2017,4672,-0.218810784,-2.156968478,-1.466863533,-1.425522062,-1.383846659,-1.080088835,-0.902485667,0.222208378,0.21132551,0.254,0.222404815,0.222777357,0.222390719,0.227545004,Junior Lake,2017,4672,-1.005395316,-0.243042602,-1.146941014,-0.868085108,-0.936375319,0.004101696,-1.425522062,9.458936667,9.073317713,8.027660287,9.42321609,9.339393641,9.392071512,9.486725791,Junior Lake,2017,4672,-1.466863533,-1.383846659,-0.868085108,-1.080088835,-2.156968478,-0.243042602,-0.407140403,0.597060003,0.597459107,0.675461292,0.597060156,0.597,0.597504052,0.596789661,Junior Lake,2017,4672,-1.146941014,-0.803059223,-0.95221424,-0.698557992,-1.005395316,-0.388411521,-1.129584096,31.93428296,29.65980886,30.04670073,31.66687115,31.89380377,30.89054102,31.78003784,#N/A,#N/A,#N/A,#N/A,#N/A
152,Ben Revere,2017,4712,-0.470058362,-1.155118963,0.183679738,0.314026505,0.261711396,0.28885209,-0.783698067,28.23146916,29.83007611,35.96698834,28.39541139,27.79402758,29.60098799,28.39640003,Ben Revere,2017,4712,-0.71343764,-0.872359385,-1.230135806,-1.179286774,-1.332482842,-1.199954505,0.864527559,0.243498159,0.237216061,0.254,0.243467864,0.243690528,0.243470768,0.242060526,Ben Revere,2017,4712,-0.778992003,-1.411206425,-0.470058362,-1.187935097,0.261711396,-1.486652514,-1.179286774,2.928206489,2.822695532,2.760401586,2.935226765,2.901398621,2.941705131,3.024793532,Ben Revere,2017,4712,-1.230135806,-1.332482842,-1.187935097,-1.199954505,-0.872359385,-1.411206425,-1.155118963,0.620292526,0.62118515,0.67947706,0.620292423,0.6203,0.619976364,0.620092533,Ben Revere,2017,4712,-0.470058362,0.183679738,0.28885209,0.314026505,-0.778992003,0.105439833,-0.783698067,50.29688319,49.55467567,51.34947755,50.25757504,50.13366874,50.14911736,50.13004279,37,1,20,0.275,0.652
153,Chase Headley,2017,4720,0.280000794,0.020275916,0.738151631,0.701809401,0.420343087,0.482113826,0.075776308,56.78846291,55.74904217,55.58366339,56.74063963,56.47283126,56.40828907,56.77164987,Chase Headley,2017,4720,0.161671413,0.161594276,-0.22135288,-0.28311714,-0.273597985,-0.456787347,0.701162185,0.265138398,0.265178432,0.254,0.265252265,0.265375538,0.265245245,0.263456702,Chase Headley,2017,4720,0.150453175,-0.504681818,0.280000794,-0.476342232,0.420343087,-0.038964537,-0.28311714,12.91302358,12.78488342,12.94428691,12.91541888,12.80494887,12.91745166,12.90013985,Chase Headley,2017,4720,-0.22135288,-0.273597985,-0.476342232,-0.456787347,0.161594276,-0.504681818,0.020275916,0.705123579,0.705273986,0.748558213,0.705123641,0.7051,0.705274,0.705034613,Chase Headley,2017,4720,0.280000794,0.738151631,0.482113826,0.701809401,0.150453175,0.847919799,0.075776308,63.85021996,63.47804692,61.34113966,63.91801399,63.65931421,64.09948367,63.88514048,77,12,61,0.273,0.758
154,Jacoby Ellsbury,2017,4727,0.345859646,-0.396454995,0.909108382,0.864895666,0.712559359,0.733586928,0.086257703,52.60187101,50.69163602,50.95057644,52.43619772,52.2908852,51.28617012,52.53304802,Jacoby Ellsbury,2017,4727,-0.112819315,0.127413989,-0.345096919,-0.38562711,-0.403983061,-0.575947925,1.084570715,0.264772864,0.264455088,0.254,0.264832705,0.264900027,0.264829507,0.262366407,Jacoby Ellsbury,2017,4727,0.007461609,-0.836337162,0.345859646,-0.592251173,0.712559359,-0.781028855,-0.38562711,9.964882388,9.802140093,8.148823973,9.969054753,9.86289214,9.972752739,9.99212404,Jacoby Ellsbury,2017,4727,-0.345096919,-0.403983061,-0.592251173,-0.575947925,0.127413989,-0.836337162,-0.396454995,0.696002709,0.696393518,0.737321389,0.696002686,0.696,0.695911824,0.695916591,Jacoby Ellsbury,2017,4727,0.345859646,0.909108382,0.733586928,0.864895666,0.007461609,0.599291186,0.086257703,66.30707953,66.47752102,64.88222743,66.49908684,66.00991527,67.03581851,66.29947427,65,7,39,0.264,0.75
155,Curtis Granderson,2017,4747,1.271542408,1.6017163,1.301723884,1.109162649,1.547462994,0.682360926,0.652253023,81.30838088,82.17854722,86.60693168,81.38071458,81.23989933,81.92582038,81.40127343,Curtis Granderson,2017,4747,-0.833017759,0.600241283,0.644855393,0.689142368,0.773433682,0.741164269,0.217734038,0.256609083,0.261454259,0.254,0.256369512,0.256604003,0.256385032,0.255361731,Curtis Granderson,2017,4747,0.503960102,1.089106363,1.271542408,0.647534334,1.547462994,0.699786993,0.689142368,24.02714229,23.39803952,24.65838797,23.99801131,23.65709034,23.97177048,24.00049749,Curtis Granderson,2017,4747,0.644855393,0.773433682,0.647534334,0.741164269,0.600241283,1.089106363,1.6017163,0.79710341,0.796165288,0.790079122,0.797103355,0.7971,0.796996917,0.797213449,Curtis Granderson,2017,4747,1.271542408,1.301723884,0.682360926,1.109162649,0.503960102,1.130607125,0.652253023,88.89579734,83.7807981,80.0647185,88.63773129,88.14314137,87.79158779,88.62575338,74,26,64,0.212,0.775
156,John Baker,2017,4756,-1.622588283,-1.368827123,-1.570089509,-1.611841074,-1.813024136,-1.650750635,-1.444025941,13.74963325,12.09100893,22.17405029,13.60383429,13.57869385,12.56372796,13.64131914,John Baker,2017,4756,-0.626470281,-1.387912036,-2.381493386,-2.408349609,-2.332101755,-1.164699896,-1.40258375,0.201929388,0.188869735,0.254,0.201639884,0.202501185,0.201657261,0.204832305,John Baker,2017,4756,-1.40259411,-2.122422885,-1.622588283,-2.628727248,-1.813024136,-1.867623034,-2.408349609,-2.925693952,-2.82050296,3.114758738,-2.946699402,-2.684999415,-2.965759039,-3.068057464,John Baker,2017,4756,-2.381493386,-2.332101755,-2.628727248,-1.164699896,-1.387912036,-2.122422885,-1.368827123,0.504027354,0.505143553,0.58801744,0.504027285,0.504,0.503903783,0.503565054,John Baker,2017,4756,-1.622588283,-1.570089509,-1.650750635,-1.611841074,-1.40259411,-1.750760082,-1.444025941,13.39418869,14.45369195,22.88163747,13.59469192,13.43761025,14.17666392,13.43926214,#N/A,#N/A,#N/A,#N/A,#N/A
157,Jeff Francoeur,2017,4792,-0.788376149,-0.428511219,-0.747157015,-0.664491083,-0.79861622,-0.607602951,-0.574070171,37.74820942,35.89836088,33.5274428,37.63836129,37.47911338,36.84081496,37.65947478,Jeff Francoeur,2017,4792,0.57476637,-0.798302098,-0.622175962,-0.464887396,-0.692410652,-0.669725185,-0.512409163,0.254884199,0.251295567,0.254,0.254525749,0.255424006,0.254550693,0.254398301,Jeff Francoeur,2017,4792,-0.516840799,-0.25594031,-0.788376149,-0.229852332,-0.79861622,-0.042277324,-0.464887396,8.35655466,8.263785854,8.375760596,8.358407046,8.318306033,8.360483849,8.397295957,Jeff Francoeur,2017,4792,-0.622175962,-0.692410652,-0.229852332,-0.669725185,-0.798302098,-0.25594031,-0.428511219,0.68816362,0.688451617,0.733033523,0.688163437,0.6882,0.687639639,0.688133547,Jeff Francoeur,2017,4792,-0.788376149,-0.747157015,-0.607602951,-0.664491083,-0.516840799,0.129280933,-0.574070171,32.7015977,33.81073249,35.68297185,32.68022372,33.0208557,32.65961474,32.9261891,#N/A,#N/A,#N/A,#N/A,#N/A
158,Brian McCann,2017,4810,0.280000794,0.992648044,0.389737874,0.304603743,0.303456578,0.009437532,-0.731291093,63.78940106,62.97394164,62.9096487,63.77184345,63.47807361,63.63808461,63.80474008,Brian McCann,2017,4810,-1.251548176,0.110323846,0.155259413,0.136433974,0.093850864,-0.016809826,-0.002309118,0.24176367,0.242284295,0.254,0.241982917,0.242020228,0.241968417,0.240507369,Brian McCann,2017,4810,0.801859197,0.505024452,0.280000794,0.136948113,0.303456578,0.436420416,0.136433974,19.11074284,18.64981253,20.34154642,19.12203205,18.84442986,19.13133706,19.07677676,Brian McCann,2017,4810,0.155259413,0.093850864,0.136948113,-0.016809826,0.110323846,0.505024452,0.992648044,0.745136693,0.74464465,0.77419208,0.745136811,0.7451,0.745453512,0.745121115,Brian McCann,2017,4810,0.280000794,0.389737874,0.009437532,0.304603743,0.801859197,0.446026973,-0.731291093,59.4739645,58.64853429,56.77610098,59.51364041,59.21538756,59.61640864,59.40647421,47,18,62,0.241,0.759
159,Jarrod Dyson,2017,4866,-0.777399674,-1.229916819,-0.980516229,-1.007334653,-0.510574466,-0.793879323,-1.003807358,17.87126526,19.26563876,22.76615099,17.93376221,17.94578625,18.41949237,17.9580658,Jarrod Dyson,2017,4866,0.264945153,0.227106491,-0.242873582,-0.239788184,-0.324961803,-0.351728612,-0.592424856,0.25399388,0.253485443,0.254,0.253814149,0.254512215,0.253826676,0.251715348,Jarrod Dyson,2017,4866,-1.09277905,-0.781061271,-0.777399674,-0.4499326,-0.510574466,-1.378986932,-0.239788184,0.551446377,0.729973385,2.244852784,0.575224398,0.679197101,0.596185803,0.597168954,Jarrod Dyson,2017,4866,-0.242873582,-0.324961803,-0.4499326,-0.351728612,0.227106491,-0.781061271,-1.229916819,0.709143251,0.709722161,0.744130205,0.709143119,0.7092,0.708763013,0.709140922,Jarrod Dyson,2017,4866,-0.777399674,-0.980516229,-0.793879323,-1.007334653,-1.09277905,-0.551893348,-1.003807358,32.19681203,33.18332246,30.60697907,32.28954394,32.36122481,32.56484055,32.33205967,56,5,30,0.251,0.674
160,Carlos Gomez,2017,4881,-0.04929347,0.095073772,0.193430123,0.21834923,0.098905188,0.016422896,0.474069311,53.40512416,53.49214079,52.68928986,53.4636796,53.17314511,53.88474526,53.43001032,Carlos Gomez,2017,4881,0.346477052,-0.373896876,-0.259014109,-0.234504165,-0.301255426,-0.400379972,-0.125666645,0.257867932,0.256405446,0.254,0.257880903,0.258301383,0.257880509,0.257911426,Carlos Gomez,2017,4881,0.221948958,0.075715034,-0.04929347,-0.13741862,0.098905188,0.257529911,-0.234504165,14.97787972,14.6553915,15.88803438,14.98169357,14.78703384,14.98492614,14.9884068,Carlos Gomez,2017,4881,-0.259014109,-0.301255426,-0.13741862,-0.400379972,-0.373896876,0.075715034,0.095073772,0.709410559,0.709391384,0.753365723,0.709410598,0.7094,0.709509908,0.70936307,Carlos Gomez,2017,4881,-0.04929347,0.193430123,0.016422896,0.21834923,0.221948958,0.023698919,0.474069311,53.16375153,52.07918697,50.95096868,53.12892113,52.86460233,53.02716456,53.14107853,51,17,51,0.255,0.802
161,Mike Moustakas,2017,4892,0.244835804,0.364784014,0.419100039,0.428913782,0.164540971,0.287871223,0.422795998,61.06417445,60.44198913,59.94470813,61.08365109,60.83974995,61.2093582,61.05762784,Mike Moustakas,2017,4892,-0.718316146,-0.208956997,-0.024670198,-0.04685832,-0.024291165,0.01825881,0.188651801,0.247182895,0.246881573,0.254,0.247402863,0.247404662,0.247387875,0.248082726,Mike Moustakas,2017,4892,0.421535699,0.158191837,0.244835804,0.046956025,0.164540971,-0.096922597,-0.04685832,15.84980001,15.39146069,15.83422854,15.83928981,15.63408262,15.8298726,15.82836801,Mike Moustakas,2017,4892,-0.024670198,-0.024291165,0.046956025,0.01825881,-0.208956997,0.158191837,0.364784014,0.727785624,0.727606848,0.765478285,0.727785719,0.727757116,0.728044365,0.727753071,Mike Moustakas,2017,4892,0.244835804,0.419100039,0.287871223,0.428913782,0.421535699,0.492403697,0.422795998,59.38750372,58.6498357,56.64997956,59.36326953,59.16326829,59.29503662,59.41508697,75,38,85,0.272,0.835
162,Matt Dominguez,2017,4903,-0.451764236,0.340838156,1.023512899,1.157001287,-0.059726503,0.351720365,-0.395886459,61.95161328,59.33936195,57.53911912,61.90469136,60.8395934,61.54062345,61.90125389,Matt Dominguez,2017,4903,-1.550498474,-1.872132758,-1.574467045,-1.541770482,-1.383846659,-1.912097608,0.597808581,0.223814287,0.212973152,0.254,0.223920043,0.223888481,0.223913099,0.222899815,Matt Dominguez,2017,4903,0.265640825,-0.703675024,-0.451764236,-1.176197483,-0.059726503,-0.310613082,-1.541770482,13.32984106,12.74734507,12.12113743,13.3203347,13.06979736,13.31189939,13.35600225,Matt Dominguez,2017,4903,-1.574467045,-1.383846659,-1.176197483,-1.912097608,-1.872132758,-0.703675024,0.340838156,0.586094802,0.586552941,0.683338835,0.586094898,0.586,0.586359822,0.585756087,Matt Dominguez,2017,4903,-0.451764236,1.023512899,0.351720365,1.157001287,0.265640825,1.280465467,-0.395886459,57.02882103,55.40197392,56.86258186,56.91201373,56.86587549,56.5772396,56.90795658,#N/A,#N/A,#N/A,#N/A,#N/A
163,Ender Inciarte,2017,4922,0.419036149,-0.941410803,0.716700784,0.781540464,1.079916958,1.038614488,0.369255363,42.65791769,42.63927249,45.64651518,42.62213729,42.5423765,42.42037757,42.69535766,Ender Inciarte,2017,4922,0.707935139,0.628724855,0.018064935,-0.009404952,-0.127408658,-0.15712317,1.541326964,0.285905669,0.28908107,0.254,0.285888179,0.286013897,0.285890614,0.283471235,Ender Inciarte,2017,4922,-0.663804353,-1.097976378,0.419036149,-0.341359668,1.079916958,-1.287885286,-0.009404952,4.52685571,4.631672795,3.92752972,4.538825017,4.53350064,4.54987943,4.635140959,Ender Inciarte,2017,4922,0.018064935,-0.127408658,-0.341359668,-0.15712317,0.628724855,-1.097976378,-0.941410803,0.73066298,0.731206052,0.75404937,0.730662874,0.7307,0.730321357,0.730671903,Ender Inciarte,2017,4922,0.419036149,0.716700784,1.038614488,0.781540464,-0.663804353,0.360880188,0.369255363,68.75874493,67.76162647,66.13095121,68.75487512,68.39235972,68.72695433,68.6271117,93,11,57,0.304,0.759
164,Jason Heyward,2017,4940,0.364153772,-0.385769587,0.998161898,0.978693637,0.637418032,0.717287746,0.830436735,54.27755468,54.54104089,54.67431492,54.33371696,54.01332549,54.75965538,54.32047842,Jason Heyward,2017,4940,-0.324802253,0.133110704,-0.339716743,-0.43001287,-0.380276684,-0.609087258,0.887865469,0.258848987,0.258088701,0.254,0.259051211,0.259010736,0.259038193,0.25669782,Jason Heyward,2017,4940,0.114705284,-0.768163564,0.364153772,-0.661209657,0.637418032,-0.686614421,-0.43001287,11.09511215,10.89501646,9.257440713,11.09615427,10.9832318,11.09690461,11.0908302,Jason Heyward,2017,4940,-0.339716743,-0.380276684,-0.661209657,-0.609087258,0.133110704,-0.768163564,-0.385769587,0.691518966,0.691891091,0.736673441,0.691519031,0.6915,0.691679362,0.691406862,Jason Heyward,2017,4940,0.364153772,0.998161898,0.717287746,0.978693637,0.114705284,0.916037227,0.830436735,67.3394671,66.90302654,66.42957237,67.42348256,67.06878094,67.64875366,67.40630137,59,11,59,0.259,0.715
165,Giancarlo Stanton,2017,4949,0.470259701,1.623087116,-0.054229655,-0.137541241,0.174046515,-0.204780296,-0.217702747,73.13985408,71.69905735,68.20506547,73.06653416,73.09612368,72.51499339,73.0869056,Giancarlo Stanton,2017,4949,-0.096512935,0.489155353,1.247435061,1.455325133,1.318680362,0.918142406,-0.689110485,0.267409792,0.274374851,0.254,0.266905785,0.267692837,0.26694014,0.265337661,Giancarlo Stanton,2017,4949,0.980598655,2.307018488,0.470259701,1.768476496,0.174046515,2.405872367,1.455325133,28.38878879,27.86377756,26.01038624,28.39323881,28.00225601,28.39684253,28.37573122,Giancarlo Stanton,2017,4949,1.247435061,1.318680362,1.768476496,0.918142406,0.489155353,2.307018488,1.623087116,0.869533574,0.868240709,0.818543277,0.869533384,0.8696,0.869038543,0.86987089,Giancarlo Stanton,2017,4949,0.470259701,-0.054229655,-0.204780296,-0.137541241,0.980598655,-0.385005649,-0.217702747,58.19571532,56.12574653,54.57082056,58.11305403,57.70214501,57.85888867,58.02166553,123,59,132,0.281,1.007
166,Ryan Hanigan,2017,4952,-0.688164608,-0.596902706,-0.848450009,-0.890997721,-0.737154955,-0.836772374,-0.772083011,31.52593346,31.20588827,29.4572217,31.49073379,31.49181348,31.24834056,31.51088781,Ryan Hanigan,2017,4952,-0.457414068,0.09866558,-0.331340208,-0.500227156,-0.296914505,-0.265188247,-0.72152671,0.236526716,0.234503799,0.254,0.236839737,0.236984906,0.236817774,0.236867472,Ryan Hanigan,2017,4952,-0.603237189,-0.659891345,-0.688164608,-0.740931332,-0.737154955,-0.47954951,-0.500227156,5.860626599,5.98838129,6.359572453,5.874865173,5.942566999,5.887117195,5.817771758,Ryan Hanigan,2017,4952,-0.331340208,-0.296914505,-0.740931332,-0.265188247,0.09866558,-0.659891345,-0.596902706,0.684888019,0.685242113,0.738539629,0.684888189,0.684857116,0.685373258,0.684751165,Ryan Hanigan,2017,4952,-0.688164608,-0.848450009,-0.836772374,-0.890997721,-0.603237189,-1.030020821,-0.772083011,34.01909557,34.18623344,31.76389851,34.12478897,33.89123097,34.42878334,34.01639412,#N/A,#N/A,#N/A,#N/A,#N/A
167,Asdrubal Cabrera,2017,4962,0.708083336,0.736198252,0.768052812,0.833728069,0.574800259,0.81973975,0.914287893,71.83910963,71.55307182,73.41073789,71.91642836,71.65399791,72.4431293,71.86144088,Asdrubal Cabrera,2017,4962,0.107316814,0.144504133,0.402747491,0.493633663,0.496859279,0.322339513,0.644484402,0.271946287,0.275466247,0.254,0.271677321,0.271992451,0.271695595,0.271173269,Asdrubal Cabrera,2017,4962,0.412604379,0.497654333,0.708083336,0.615255895,0.574800259,0.0802958,0.493633663,17.82094712,17.33156888,17.84436024,17.79673066,17.57154809,17.775572,17.82001155,Asdrubal Cabrera,2017,4962,0.402747491,0.496859279,0.615255895,0.322339513,0.144504133,0.497654333,0.736198252,0.778883343,0.778476238,0.780431585,0.77888321,0.7789,0.778521074,0.778991407,Asdrubal Cabrera,2017,4962,0.708083336,0.768052812,0.81973975,0.833728069,0.412604379,0.772990628,0.914287893,72.21272971,69.65429843,69.05549721,71.98297554,71.7982882,71.30797359,72.0929287,66,14,59,0.28,0.785
168,Luis Valbuena,2017,4969,0.009247733,0.437006828,-0.271338228,-0.370935806,-0.176613012,-0.449268035,-0.196739957,52.93341982,52.73943145,51.88059735,52.93041353,52.94671636,52.90655968,52.93067236,Luis Valbuena,2017,4969,-0.330237713,0.557515925,0.639475218,0.631018159,0.733923053,0.316698776,-0.675774536,0.254538766,0.258121016,0.254,0.254440068,0.254869196,0.254446527,0.252446099,Luis Valbuena,2017,4969,-0.175249836,0.903010864,0.009247733,0.588846263,-0.176613012,0.585495837,0.631018159,15.75613531,15.55743729,15.63160959,15.75153746,15.64056951,15.74706667,15.70902843,Luis Valbuena,2017,4969,0.639475218,0.733923053,0.588846263,0.316698776,0.557515925,0.903010864,0.437006828,0.791574283,0.791107578,0.784890239,0.791574276,0.7916,0.791583426,0.791703354,Luis Valbuena,2017,4969,0.009247733,-0.271338228,-0.449268035,-0.370935806,-0.175249836,-0.371382164,-0.196739957,51.7613279,49.77384122,46.50585485,51.68718287,51.41860709,51.4369516,51.67096634,42,22,65,0.199,0.727
169,Stephen Vogt,2017,5000,0.115353662,0.201927852,0.335785744,0.362589971,-0.001283248,0.237626087,0.474069311,59.22517112,58.00943946,56.90646529,59.19819671,58.97393523,58.98900108,59.17842418,Stephen Vogt,2017,5000,-0.525914271,-0.123241443,-0.057257524,0.050832865,0.010878543,-0.287565223,0.124382396,0.254034262,0.254134957,0.254,0.253697921,0.254197254,0.253720996,0.251321562,Stephen Vogt,2017,5000,0.321248657,0.177054167,0.115353662,0.138415315,-0.001283248,-0.373556037,0.050832865,14.1583074,13.72050229,13.4410303,14.15227313,13.97267957,14.1467674,14.14036566,Stephen Vogt,2017,5000,-0.057257524,0.010878543,0.138415315,-0.287565223,-0.123241443,0.177054167,0.201927852,0.736968073,0.736894044,0.764500481,0.736967896,0.737,0.736486465,0.737012417,Stephen Vogt,2017,5000,0.115353662,0.335785744,0.237626087,0.362589971,0.321248657,0.408562388,0.474069311,56.31661627,55.94058983,54.30382515,56.31617885,56.13480615,56.32336915,56.37553202,25,12,40,0.233,0.708
170,Melvin Upton Jr.,2017,5015,-0.320046531,0.201927852,0.002972603,0.030618819,-0.017981321,-0.209437206,-0.657921329,49.00019934,48.24669568,48.21154296,48.98494438,48.58310319,48.87845736,49.01015489,Melvin Upton Jr.,2017,5015,0.324735212,-0.578978594,-0.398898675,-0.285230748,-0.364472432,-0.707095071,-0.195680377,0.257986894,0.255644859,0.254,0.25767605,0.258370182,0.257697716,0.256259554,Melvin Upton Jr.,2017,5015,-0.203053752,0.177054167,-0.320046531,-0.102205777,-0.017981321,0.527522063,-0.285230748,13.85699447,13.62529052,14.74659104,13.86091967,13.6932675,13.86443648,13.90206391,Melvin Upton Jr.,2017,5015,-0.398898675,-0.364472432,-0.102205777,-0.707095071,-0.578978594,0.177054167,0.201927852,0.704589154,0.704582318,0.750201838,0.704589053,0.7046,0.704306983,0.704560325,Melvin Upton Jr.,2017,5015,-0.320046531,0.002972603,-0.209437206,0.030618819,-0.203053752,0.347256703,-0.657921329,49.67320687,48.26699138,47.26388791,49.55452996,49.56358275,49.20477188,49.60458518,#N/A,#N/A,#N/A,#N/A,#N/A
