,Nameplayerid,Seasonplayerid,playeridplayerid,weightwRCplayerid,weightHRplayerid,weightPAplayerid,weightABplayerid,weightRplayerid,weightHplayerid,weight2Bplayerid,RBIsPredicted,linearSvrRBI,svrRBI,BayesRidgeRBI,HuberRegressorRBI,RidgeRBI,ARDRegressionRBI,Nameplayerid,Seasonplayerid,playeridplayerid,weightBABIP,weightOBPplayerid,weightwOBAplayerid,weightOPSplayerid,weightwRC+playerid,weightwRAAplayerid,weight1B,AVGPredicted,linearSvrAVG,svrAVG,BayesRidgeAVG,HuberRegressorAVG,RidgeAVG,ARDRegressionAVG,Nameplayerid,Seasonplayerid,playeridplayerid,weightRBIplayerid,weightISOplayerid,weightwRCplayerid,weightSLGplayerid,weightRplayerid,weightHRFB,weightOPSplayerid,HRsPredicted,linearSvrHR,SvrHR,BayesRidgeHR,HuberRegressorHR,RidgeHR,ARDRegressionHR,Nameplayerid,Seasonplayerid,playeridplayerid,weightwOBAplayerid,weightwRC+playerid,weightSLGplayerid,weightwRAAplayerid,weightOBPplayerid,weightISOplayerid,weightHRplayerid,opsPredicted,linearSvrOPS,svrOPS,BayesRidgeOPS,HuberRegressorOPS,RidgeOPS,ARDRegressionOPS,Name,Season,playerid,weightWRC,weightPAplayerid,weightHplayerid,weightABplayerid,weightRBIplayerid,weightG,weight2Bplayerid,runsPredicted,linearSVRRuns,svrRuns,BayesRidgeRuns,HuberRegressorRuns,RidgeRuns,ARDRegressionRuns,runs,hr,rbi,avg,ops
239,Wilin Rosario,2018,8002,-1.139974082,-0.847251348,-1.380040099,-1.281191738,-1.345399722,-1.059689006,-0.754389337,28.19146119,26.90704016,24.80341722,28.16725712,28.10965906,27.95320096,28.14513392,Wilin Rosario,2018,8002,0.744329359,-0.8759705,-0.529649497,-0.417618959,-1.016921109,-0.396712673,-0.964023759,0.250158562,0.255079445,0.257,0.25042329,0.251589765,0.250641181,0.254268111,Wilin Rosario,2018,8002,-0.916035659,-0.319710279,-1.139974082,-0.115539006,-1.345399722,0.100593967,-0.417618959,6.598196524,6.732763198,6.75854974,6.592832741,6.707033352,6.586323081,6.509497994,Wilin Rosario,2018,8002,-0.529649497,-1.016921109,-0.115539006,-0.396712673,-0.8759705,-0.319710279,-0.847251348,0.711009092,0.710649295,0.763759215,0.711009132,0.711,0.710967271,0.710706648,Wilin Rosario,2018,8002,-1.139974082,-1.380040099,-1.059689006,-1.281191738,-0.916035659,-1.140950539,-0.754389337,23.90523299,24.29106706,25.17949836,23.87247763,23.91372097,23.83816052,23.96073211,#N/A,#N/A,#N/A,#N/A,#N/A
240,Adam Lind,2018,8027,-0.246283857,0.190891998,-0.560357486,-0.549362136,-0.406941413,-0.366248712,-0.467799939,53.88160807,49.4858826,49.33070384,53.59649868,53.77914711,51.34327134,53.6869686,Adam Lind,2018,8027,-0.106581401,0.368942711,0.580530908,0.753146948,0.46332538,0.178581027,-0.372078429,0.267071764,0.268096974,0.257,0.266525494,0.266869194,0.266043069,0.262119463,Adam Lind,2018,8027,0.336261164,0.645838125,-0.246283857,0.8490828,-0.406941413,0.676499251,0.753146948,15.54939498,15.52411222,15.95734781,15.58103269,15.50714323,15.62814857,15.57292849,Adam Lind,2018,8027,0.580530908,0.46332538,0.8490828,0.178581027,0.368942711,0.645838125,0.190891998,0.822039652,0.821810656,0.812795576,0.822039248,0.8221,0.820951741,0.822819806,Adam Lind,2018,8027,-0.246283857,-0.560357486,-0.366248712,-0.549362136,0.336261164,0.080996322,-0.467799939,41.94094152,43.7905187,44.54860334,42.07711599,42.11922119,42.39545972,42.2865432,#N/A,#N/A,#N/A,#N/A,#N/A
241,Matt Carpenter,2018,8090,1.412917915,0.839731589,1.03368875,0.675002734,1.388370134,0.454992866,1.347266243,73.58061489,74.1061135,78.8669767,73.62124406,74.02982089,74.00708794,73.63759654,Matt Carpenter,2018,8090,-0.371800339,1.55443961,1.180190397,1.082131124,1.153304773,1.341408717,-0.103638105,0.265998518,0.26908088,0.257,0.266018651,0.266047944,0.266041775,0.265042315,Matt Carpenter,2018,8090,0.671491391,0.950100191,1.412917915,0.69813602,1.388370134,0.036430606,1.082131124,24.24438067,23.86601463,23.59918466,24.23403842,23.99074002,24.21706125,24.32304748,Matt Carpenter,2018,8090,1.180190397,1.153304773,0.69813602,1.341408717,1.55443961,0.950100191,0.839731589,0.85341517,0.852820881,0.833566048,0.853415206,0.8535,0.853566069,0.854368071,Matt Carpenter,2018,8090,1.412917915,1.03368875,0.454992866,0.675002734,0.671491391,0.731778219,1.347266243,86.93469745,85.82538522,80.71993498,87.08445357,87.06943036,87.30679393,87.04742071,111,36,81,0.257,0.897
242,Josh Harrison,2018,8202,0.245067741,-0.328179675,0.489860863,0.542877029,0.303022699,0.611194434,0.519341317,54.69672984,54.13846356,54.66012712,54.72050239,54.60237981,54.90974757,54.70769334,Josh Harrison,2018,8202,0.282958914,0.097325283,-0.048841439,-0.062524928,-0.094274246,-0.212428284,0.791162975,0.271376158,0.275465394,0.257,0.271397849,0.271433285,0.271411797,0.270499946,Josh Harrison,2018,8202,-0.156951123,-0.481514384,0.245067741,-0.135665243,0.303022699,-0.861856441,-0.062524928,11.24493861,11.11974067,9.516017262,11.23539546,11.16559349,11.22167298,11.22381007,Josh Harrison,2018,8202,-0.048841439,-0.094274246,-0.135665243,-0.212428284,0.097325283,-0.481514384,-0.328179675,0.74400691,0.743539033,0.781131356,0.744006867,0.744,0.743857987,0.743907622,Josh Harrison,2018,8202,0.245067741,0.489860863,0.611194434,0.542877029,-0.156951123,0.260999825,0.519341317,64.49310656,63.4852594,62.08624689,64.48021261,64.12594939,64.45007135,64.42139269,41,8,37,0.25,0.656
243,Dee Gordon,2018,8203,0.305596561,-1.256519398,0.87802787,1.066241629,1.482215965,1.430069321,-0.489028784,35.57902153,37.55341724,48.09100727,35.72500723,35.49639845,36.93838578,35.80958275,Dee Gordon,2018,8203,1.225038684,0.170888337,-0.478327289,-0.527280351,-0.395137354,-0.610237757,2.470635771,0.29910698,0.307411085,0.257,0.298856989,0.298769865,0.298634688,0.296112858,Dee Gordon,2018,8203,-0.931448543,-1.689768945,0.305596561,-0.815644549,1.482215965,-1.655291167,-0.527280351,2.81479133,2.799365078,4.696579341,2.833664643,2.721075992,2.862904552,2.893642691,Dee Gordon,2018,8203,-0.478327289,-0.395137354,-0.815644549,-0.610237757,0.170888337,-1.689768945,-1.256519398,0.699301379,0.698566027,0.75045499,0.699301148,0.6993,0.698675826,0.698704841,Dee Gordon,2018,8203,0.305596561,0.87802787,1.430069321,1.066241629,-0.931448543,0.451388146,-0.489028784,73.89458659,71.51325649,67.58415437,73.77715907,72.8292556,73.53536478,73.52850433,62,4,36,0.268,0.637
244,Hunter Pence,2018,8252,-0.007729096,-0.188429609,0.171971131,0.216232924,-0.064200118,0.234890657,-0.542100894,49.36442566,50.02698514,50.61562103,49.52027096,48.97544876,50.72383434,49.47515683,Hunter Pence,2018,8252,0.412805686,0.080349194,-0.038036763,-0.066702505,-0.00200956,-0.330071086,0.539930364,0.271046501,0.274804508,0.257,0.271038801,0.271102962,0.271028177,0.269605524,Hunter Pence,2018,8252,0.328554722,-0.363678786,-0.007729096,-0.142853185,-0.064200118,0.086509327,-0.066702505,13.58245256,13.37317075,14.25046864,13.59826984,13.46161817,13.62193124,13.58366251,Hunter Pence,2018,8252,-0.038036763,-0.00200956,-0.142853185,-0.330071086,0.080349194,-0.363678786,-0.188429609,0.742917722,0.742514784,0.783080572,0.742917722,0.7429,0.74289576,0.742798361,Hunter Pence,2018,8252,-0.007729096,0.171971131,0.234890657,0.216232924,0.328554722,-0.088622364,-0.542100894,55.38830427,55.70973367,54.30437293,55.48983291,54.99579307,55.70998592,55.31085242,19,4,24,0.226,0.59
245,Sam Fuld,2018,8254,-1.282394835,-1.24653725,-0.834898618,-0.848113037,-0.8557693,-1.178023527,-0.542100894,19.358247,20.76083824,22.9355083,19.44932036,19.27244565,20.21142653,19.43192514,Sam Fuld,2018,8254,-1.852606076,-1.413546659,-1.826210554,-1.890214793,-1.658762405,-1.294334047,-1.136100889,0.197922662,0.196907248,0.257,0.197994178,0.198358937,0.198069783,0.199190793,Sam Fuld,2018,8254,-1.185761129,-1.199080411,-1.282394835,-1.883772718,-0.8557693,-1.386118045,-1.890214793,3.638323938,3.457435792,2.823904841,3.632805272,3.550457934,3.62354126,3.689078335,Sam Fuld,2018,8254,-1.826210554,-1.658762405,-1.883772718,-1.294334047,-1.413546659,-1.199080411,-1.24653725,0.569005706,0.568418471,0.635774646,0.569005816,0.569,0.569390578,0.567237194,Sam Fuld,2018,8254,-1.282394835,-0.834898618,-1.178023527,-0.848113037,-1.185761129,0.001379388,-0.542100894,28.14729264,27.75989822,32.38681801,28.18152153,28.40527064,28.25044907,28.4541667,#N/A,#N/A,#N/A,#N/A,#N/A
246,Kurt Suzuki,2018,8259,-0.392265129,-0.0187331,-0.70222563,-0.683689937,-0.749682709,-0.541383803,-0.467799939,47.94557478,46.03270718,44.39672228,47.89396938,47.79287271,47.45667152,47.88271174,Kurt Suzuki,2018,8259,-0.882899334,0.128448114,0.496794673,0.568289173,0.322922596,0.065698339,-0.564804815,0.248368675,0.24737155,0.257,0.248471054,0.248358669,0.248551697,0.247097259,Kurt Suzuki,2018,8259,-0.118418913,0.670460489,-0.392265129,0.716824669,-0.749682709,0.008261326,0.568289173,13.50901628,13.56638838,12.51506053,13.51330928,13.53170341,13.51970026,13.4923153,Kurt Suzuki,2018,8259,0.496794673,0.322922596,0.716824669,0.065698339,0.128448114,0.670460489,-0.0187331,0.804380548,0.804176135,0.80922118,0.804380512,0.8044,0.804221405,0.804965377,Kurt Suzuki,2018,8259,-0.392265129,-0.70222563,-0.541383803,-0.683689937,-0.118418913,-0.915946159,-0.467799939,41.36308837,41.57389259,40.69072843,41.37669076,41.22030687,41.41666124,41.28950114,45,12,50,0.271,0.776
247,Chris Iannetta,2018,8267,-0.524004325,-0.118554576,-0.850004948,-0.929590555,-0.916973103,-0.986321603,-0.478414362,41.27151274,41.63462216,39.77902908,41.38751939,41.1819988,42.28067512,41.31818878,Chris Iannetta,2018,8267,-0.413240798,0.187864426,0.277999995,0.220505902,0.114324175,-0.023383783,-1.16363323,0.242461172,0.243589616,0.257,0.242843592,0.243004242,0.243171435,0.243315901,Chris Iannetta,2018,8267,-0.630897306,0.693324112,-0.524004325,0.212231146,-0.916973103,0.631115411,0.220505902,14.58969209,14.59646163,12.56133648,14.5763291,14.60693907,14.55593154,14.57826229,Chris Iannetta,2018,8267,0.277999995,0.114324175,0.212231146,-0.023383783,0.187864426,0.693324112,-0.118554576,0.771384795,0.771104601,0.802042583,0.771385008,0.7714,0.771918788,0.77159335,Chris Iannetta,2018,8267,-0.524004325,-0.850004948,-0.986321603,-0.929590555,-0.630897306,-1.009409517,-0.478414362,40.64906589,39.42261818,35.22887375,40.5722691,40.59378872,40.39203866,40.51996232,36,11,36,0.224,0.73
248,Denard Span,2018,8347,0.330520192,-0.34814397,0.602173144,0.652247752,0.555998417,0.6443281,0.646714383,51.55190548,53.97371838,55.38066744,51.81172379,51.53214624,53.86580555,51.73343225,Denard Span,2018,8347,-0.164598043,0.204840515,0.021388952,-0.033281891,0.042117029,-0.209028203,0.767072177,0.265455763,0.268265158,0.257,0.265566734,0.265317421,0.265660107,0.264324602,Denard Span,2018,8347,-0.341905731,-0.434028397,0.330520192,-0.150041127,0.555998417,-0.613027799,-0.033281891,11.83234014,11.69711196,10.74794104,11.82171192,11.74168541,11.80640011,11.82752916,Denard Span,2018,8347,0.021388952,0.042117029,-0.150041127,-0.209028203,0.204840515,-0.434028397,-0.34814397,0.746808054,0.746333923,0.78353361,0.746808069,0.7468,0.746825029,0.746720545,Denard Span,2018,8347,0.330520192,0.602173144,0.6443281,0.652247752,-0.341905731,0.222922161,0.646714383,69.15061346,66.69347055,64.6419046,68.9997499,68.64821906,68.67118148,68.90991791,63,11,58,0.261,0.76
249,Dustin Pedroia,2018,8370,0.604680142,-0.457947593,0.509564772,0.484888525,0.356065994,0.852596858,0.317667297,56.38070055,53.93119599,55.22528857,56.26160718,56.35912762,55.32481095,56.3043441,Dustin Pedroia,2018,8370,0.537127063,1.240381959,0.488691166,0.346877601,0.330945612,0.446507407,1.355575964,0.285965802,0.293508624,0.257,0.286124305,0.285905909,0.286257551,0.284744852,Dustin Pedroia,2018,8370,0.417178805,-0.905370787,0.604680142,-0.144290773,0.356065994,-0.71005532,0.346877601,10.53422654,10.48484203,8.723690203,10.55099178,10.46088187,10.57610645,10.53717813,Dustin Pedroia,2018,8370,0.488691166,0.330945612,-0.144290773,0.446507407,1.240381959,-0.905370787,-0.457947593,0.783783859,0.78298136,0.797324845,0.783783842,0.7838,0.783683201,0.78395511,Dustin Pedroia,2018,8370,0.604680142,0.509564772,0.852596858,0.484888525,0.417178805,-0.0505447,0.317667297,66.17285186,68.05225905,66.24794385,66.50414514,65.90008132,67.18529256,66.26437053,#N/A,#N/A,#N/A,#N/A,#N/A
250,Daniel Descalso,2018,8392,-0.580972627,-0.557769069,-0.694344067,-0.775443899,-0.537509526,-0.832486725,-0.807461447,32.61452975,33.45995859,32.61503617,32.71516503,32.54088538,33.5249916,32.70239795,Daniel Descalso,2018,8392,-0.45191856,0.176547033,-0.170394038,-0.221272848,-0.647862364,-0.306270519,-0.812595884,0.240610107,0.244543625,0.257,0.241033211,0.241215276,0.241389825,0.241409116,Daniel Descalso,2018,8392,-0.330346068,-0.131525071,-0.580972627,-0.394431152,-0.537509526,-0.386108597,-0.221272848,9.967630785,9.931365994,9.866125775,9.990331892,9.908564618,10.02290138,10.04781077,Daniel Descalso,2018,8392,-0.170394038,-0.647862364,-0.394431152,-0.306270519,0.176547033,-0.131525071,-0.557769069,0.728799742,0.728358665,0.772453445,0.728799897,0.7288,0.729111882,0.728527676,Daniel Descalso,2018,8392,-0.580972627,-0.694344067,-0.832486725,-0.775443899,-0.330346068,-0.054006306,-0.807461447,38.12633916,38.97750191,37.49990667,38.26212088,38.33931351,38.54397009,38.43198865,54,13,57,0.238,0.789
251,Ike Davis,2018,8433,-1.246789647,-1.146715774,-1.399744008,-1.405977127,-1.467807328,-1.367358762,-0.435956673,22.45717251,21.93080483,24.18487292,22.45659243,22.50585311,22.45347819,22.41898477,Ike Davis,2018,8433,-0.830408086,-0.706209608,-0.934824828,-1.0233676,-0.736115542,-0.593917369,-1.377008873,0.21947037,0.219948374,0.257,0.219557263,0.220153341,0.219645488,0.220906257,Ike Davis,2018,8433,-1.262825549,-0.776982748,-1.246789647,-1.064347339,-1.467807328,-0.994878042,-1.0233676,3.158149506,3.282448754,3.570166948,3.145008414,3.241583607,3.125195073,3.134241254,Ike Davis,2018,8433,-0.934824828,-0.736115542,-1.064347339,-0.593917369,-0.706209608,-0.776982748,-1.146715774,0.650986873,0.650365852,0.728898326,0.650987038,0.651,0.651488689,0.650020011,Ike Davis,2018,8433,-1.246789647,-1.399744008,-1.367358762,-1.405977127,-1.262825549,-1.590959298,-0.435956673,23.01760594,23.01606194,26.1819998,23.06014661,23.10404864,23.14228809,23.00557295,#N/A,#N/A,#N/A,#N/A,#N/A
252,Brett Wallace,2018,8434,-1.246789647,-0.847251348,-1.288088524,-1.383956176,-1.467807328,-1.556693996,-1.178966221,24.13853031,23.43837746,23.52409396,24.11857009,23.91753014,23.96566395,24.10988132,Brett Wallace,2018,8434,-0.858035058,-0.479861751,-1.150918337,-1.284466152,-1.097151271,-0.81152255,-1.514670577,0.21566392,0.217963799,0.257,0.215763103,0.216339795,0.215859536,0.216056349,Brett Wallace,2018,8434,-1.262825549,-0.636283527,-1.246789647,-1.524375622,-1.467807328,0.49183397,-1.284466152,8.085101438,8.006077236,7.491591538,8.071686362,8.080242268,8.050720014,8.09143303,Brett Wallace,2018,8434,-1.150918337,-1.097151271,-1.524375622,-0.81152255,-0.479861751,-0.636283527,-0.847251348,0.626981515,0.626380982,0.710720408,0.626981677,0.627,0.62750441,0.625719112,Brett Wallace,2018,8434,-1.246789647,-1.288088524,-1.556693996,-1.383956176,-1.262825549,-0.033236671,-1.178966221,24.50814407,24.49921642,28.77314945,24.54080843,24.93954044,24.6049356,24.93818212,#N/A,#N/A,#N/A,#N/A,#N/A
253,Gerardo Parra,2018,8553,-0.178633999,-0.497876183,-0.157084149,-0.038476075,0.017404952,0.227790585,0.52995574,49.42297252,46.05097605,46.60596162,49.18667442,49.55827056,47.34341497,49.26123719,Gerardo Parra,2018,8553,0.700126202,-0.205414975,-0.048841439,0.053402829,-0.700011969,-0.188627718,0.33687935,0.270511388,0.276746766,0.257,0.27084896,0.27133258,0.271121043,0.2728535,Gerardo Parra,2018,8553,0.255343523,-0.337297682,-0.178633999,0.17341626,0.017404952,-0.434622358,0.053402829,10.94790879,10.84236192,11.34806305,10.97604015,10.86186058,11.01849593,10.96097844,Gerardo Parra,2018,8553,-0.048841439,-0.700011969,0.17341626,-0.188627718,-0.205414975,-0.337297682,-0.497876183,0.754826286,0.754467939,0.782189589,0.754826302,0.7548,0.75466198,0.7548763,Gerardo Parra,2018,8553,-0.178633999,-0.157084149,0.227790585,-0.038476075,0.255343523,-0.168239298,0.52995574,46.29716924,48.26254087,50.27797414,46.4803499,46.28291684,46.90094174,46.51732261,52,6,53,0.284,0.714
254,Kendrys Morales,2018,8610,0.764903489,1.348821115,1.063901411,1.12276207,0.523356388,0.880997143,0.551184584,86.22733866,84.3691643,83.94486741,86.22806103,85.70880356,86.18166969,86.18881927,Kendrys Morales,2018,8610,-0.509935202,-0.194097582,0.202367266,0.261237276,0.194554337,0.096299067,0.70512441,0.261544693,0.261815853,0.257,0.261660472,0.26152312,0.261757498,0.262230591,Kendrys Morales,2018,8610,1.415163043,0.582523476,0.764903489,0.45805876,0.523356388,0.972276693,0.261237276,26.1626922,25.50236428,26.98215613,26.15558548,25.85062467,26.14500707,26.11673718,Kendrys Morales,2018,8610,0.202367266,0.194554337,0.45805876,0.096299067,-0.194097582,0.582523476,1.348821115,0.775043232,0.774907682,0.808067463,0.775043292,0.775,0.775173922,0.775296127,Kendrys Morales,2018,8610,0.764903489,1.063901411,0.880997143,1.12276207,1.415163043,1.109093255,0.551184584,74.85217355,74.04169894,76.30659304,74.78179089,74.50542537,74.65602613,74.80958545,47,21,57,0.249,0.769
255,Paulo Orlando,2018,8628,-0.342174642,-0.508350809,-0.333455944,-0.249020601,-0.329850172,-0.110408129,-0.134200938,42.18319269,42.21382433,41.79104809,42.26188939,42.09424447,42.87142273,42.22868146,Paulo Orlando,2018,8628,0.554342809,-0.457677943,-0.204340606,-0.165975445,-0.188944315,-0.211506972,-0.000235096,0.263447134,0.266562158,0.257,0.263459678,0.264051035,0.263469103,0.264719005,Paulo Orlando,2018,8628,-0.41090544,-0.170721284,-0.342174642,0.003993604,-0.329850172,-0.404436744,-0.165975445,10.68994672,10.63078412,10.45785586,10.68232938,10.66683452,10.67173565,10.65035379,Paulo Orlando,2018,8628,-0.204340606,-0.188944315,0.003993604,-0.211506972,-0.457677943,-0.170721284,-0.508350809,0.734092359,0.733697295,0.782088867,0.734092361,0.734098861,0.734075994,0.733989744,Paulo Orlando,2018,8628,-0.342174642,-0.333455944,-0.110408129,-0.249020601,-0.41090544,-0.269177623,-0.134200938,46.98625473,46.50349948,46.25128256,46.93466709,46.76946316,46.84595114,46.96856723,#N/A,#N/A,#N/A,#N/A,#N/A
256,Elvis Andrus,2018,8709,1.110273815,0.06112408,1.299034725,1.406832337,1.404691148,1.635971388,1.909830615,72.14589872,71.61052287,73.49406439,72.16281937,72.41057231,72.31547135,72.15801803,Elvis Andrus,2018,8709,0.584092917,0.445335113,0.437368958,0.43356232,0.126358699,0.446507407,1.651548629,0.287381323,0.293443118,0.257,0.287722113,0.287650311,0.288006911,0.289534717,Elvis Andrus,2018,8709,1.037547386,-0.177252318,1.110273815,0.373241045,1.404691148,-0.528519958,0.43356232,18.71296856,18.28178754,16.32814011,18.72404263,18.44565355,18.74078255,18.73464352,Elvis Andrus,2018,8709,0.437368958,0.126358699,0.373241045,0.446507407,0.445335113,-0.177252318,0.06112408,0.791707267,0.791203154,0.802849689,0.791707328,0.7917,0.79175536,0.792073503,Elvis Andrus,2018,8709,1.110273815,1.299034725,1.635971388,1.406832337,1.037547386,1.209479825,1.909830615,80.90327464,81.46993631,84.71186405,80.99063982,80.68911785,81.19878307,81.08257596,53,6,33,0.256,0.675
257,Jason Castro,2018,8722,-0.470596543,-0.408036855,-0.378424726,-0.437055287,-0.386540146,-0.647884872,-0.128138432,38.90849694,40.24751655,40.14490771,39.0503112,38.8647241,40.18410373,39.00184446,Jason Castro,2018,8722,0.161400234,-0.162974752,-0.40269456,-0.501170496,-0.359033781,-0.519115587,-0.71623269,0.247509977,0.250792535,0.257,0.247682366,0.248081203,0.247833721,0.247782328,Jason Castro,2018,8722,-0.457502361,-0.212427123,-0.470596543,-0.598568703,-0.386540146,0.092769167,-0.501170496,12.07689224,11.90572994,12.10757168,12.07944839,11.98249594,12.08259601,12.11187565,Jason Castro,2018,8722,-0.40269456,-0.359033781,-0.598568703,-0.519115587,-0.162974752,-0.212427123,-0.408036855,0.702605621,0.702184005,0.765182411,0.702605772,0.7026,0.703027218,0.702096359,Jason Castro,2018,8722,-0.470596543,-0.378424726,-0.647884872,-0.437055287,-0.457502361,-0.334396379,-0.128138432,44.94724565,44.1044581,42.51701016,44.95195691,44.94259047,44.94351907,44.96641184,#N/A,#N/A,#N/A,#N/A,#N/A
258,Conor Gillaspie,2018,9009,-0.758755344,-0.568243694,-0.879254223,-0.843586276,-0.880684397,-0.777814829,-0.611849934,34.6486352,34.57883368,31.82393062,34.71602767,34.52390677,35.23298915,34.67870455,Conor Gillaspie,2018,9009,-0.498244851,-0.644414925,-0.50417035,-0.394697776,-0.429634801,-0.35839047,-0.753932929,0.240686668,0.240971127,0.257,0.24031412,0.240993226,0.239994362,0.239386803,Conor Gillaspie,2018,9009,-0.653658362,-0.112682856,-0.758755344,-0.211644653,-0.880684397,-0.456080424,-0.394697776,9.208812797,9.204191608,8.445305699,9.199343815,9.223413346,9.185525696,9.173702628,Conor Gillaspie,2018,9009,-0.50417035,-0.429634801,-0.211644653,-0.35839047,-0.644414925,-0.112682856,-0.568243694,0.712452024,0.712055801,0.771369084,0.712451798,0.712498861,0.711900213,0.712183607,Conor Gillaspie,2018,9009,-0.758755344,-0.879254223,-0.777814829,-0.843586276,-0.653658362,-0.663800688,-0.611849934,35.26929353,35.04734236,33.39406672,35.2366994,35.22433167,35.18288694,35.30242219,#N/A,#N/A,#N/A,#N/A,#N/A
259,Gordon Beckham,2018,9015,-0.769436901,-0.538297251,-0.764971551,-0.781927614,-0.746036031,-0.834615399,-0.580006667,36.12458328,34.61220043,32.49622107,36.03540241,36.01569393,35.34543308,36.06363364,Gordon Beckham,2018,9015,-1.078411278,-0.703831237,-0.787793082,-0.789478787,-0.766601482,-0.51547421,-0.805556068,0.225278409,0.225401586,0.257,0.2253251,0.225705837,0.225371262,0.226185327,Gordon Beckham,2018,9015,-0.630539037,-0.381770116,-0.769436901,-0.729176472,-0.746036031,-0.432606024,-0.789478787,9.429486797,9.303410467,8.770882004,9.423697172,9.376096067,9.41473458,9.430638108,Gordon Beckham,2018,9015,-0.787793082,-0.766601482,-0.729176472,-0.51547421,-0.703831237,-0.381770116,-0.538297251,0.674389478,0.673925593,0.746347913,0.674389523,0.674398861,0.674540759,0.673675289,Gordon Beckham,2018,9015,-0.769436901,-0.764971551,-0.834615399,-0.781927614,-0.630539037,-0.539182878,-0.580006667,35.75886066,35.85351971,34.1929864,35.81579901,35.80039687,35.93423619,35.86595245,#N/A,#N/A,#N/A,#N/A,#N/A
260,Ezequiel Carrera,2018,9048,-0.616577815,-0.707501282,-0.864454481,-0.907569605,-0.582392315,-0.709418823,-1.210809488,31.46944481,29.80089551,29.30779962,31.36553477,31.37703571,30.56482176,31.43625585,Ezequiel Carrera,2018,9048,1.155971252,0.569826434,0.040297134,-0.11996661,0.042117029,-0.181147539,-0.354870716,0.270478198,0.277348996,0.257,0.270627658,0.271102329,0.27075683,0.269902162,Ezequiel Carrera,2018,9048,-1.22814656,-0.801605112,-0.616577815,-0.454809864,-0.582392315,0.095899087,-0.11996661,4.326131247,4.587702235,6.868936583,4.337641267,4.435077794,4.355482993,4.332909446,Ezequiel Carrera,2018,9048,0.040297134,0.042117029,-0.454809864,-0.181147539,0.569826434,-0.801605112,-0.707501282,0.738510013,0.737871384,0.776248962,0.738510141,0.7385,0.738823102,0.738268996,Ezequiel Carrera,2018,9048,-0.616577815,-0.864454481,-0.709418823,-0.907569605,-1.22814656,0.164074862,-1.210809488,39.98495959,39.41531502,38.05840586,39.94329417,40.04545283,39.85859017,40.25204594,#N/A,#N/A,#N/A,#N/A,#N/A
261,Justin Smoak,2018,9054,0.764903489,1.428678295,0.428121948,0.365241358,0.421350051,0.237257347,0.094764433,76.47579343,77.44654622,76.48930829,76.69950516,76.23784187,78.41578232,76.60936377,Justin Smoak,2018,9054,-0.474020138,0.315185095,0.696681169,0.71137118,0.71605039,0.811676102,-0.127728903,0.257267834,0.257499148,0.257,0.257421252,0.257592201,0.257557495,0.259090564,Justin Smoak,2018,9054,0.66763817,1.173460204,0.764903489,0.828956563,0.421350051,1.097473494,0.71137118,26.06570405,25.61342349,27.30609318,26.03808737,25.85833954,25.99681669,26.02049236,Justin Smoak,2018,9054,0.696681169,0.71605039,0.828956563,0.811676102,0.315185095,1.173460204,1.428678295,0.818786303,0.818543244,0.820706627,0.818786417,0.8188,0.819106085,0.819492491,Justin Smoak,2018,9054,0.764903489,0.428121948,0.237257347,0.365241358,0.66763817,0.894473694,0.094764433,72.85027462,70.24593527,66.46064486,72.55940176,72.64457424,71.95217356,72.77184791,67,25,77,0.242,0.808
262,Alexi Amarista,2018,9063,-1.3892104,-1.146715774,-0.624723588,-0.59854226,-1.100584511,-0.965021389,-1.178966221,25.66240703,23.50256621,24.60477016,25.48926784,25.12937394,24.15053609,25.55432001,Alexi Amarista,2018,9063,-1.935486994,-1.951122819,-2.339432639,-2.151313345,-2.100028296,-1.756745059,-0.68870035,0.204269213,0.202426657,0.257,0.203330105,0.204052382,0.20252657,0.199766602,Alexi Amarista,2018,9063,-0.877503449,-1.445304048,-1.3892104,-1.970028021,-1.100584511,-1.417417245,-2.151313345,3.595109808,3.332639257,3.172392049,3.586599292,3.494206101,3.573502894,3.591128539,Alexi Amarista,2018,9063,-2.339432639,-2.100028296,-1.970028021,-1.756745059,-1.951122819,-1.445304048,-1.146715774,0.543966661,0.543487723,0.589152264,0.543966133,0.544,0.54272047,0.542051853,Alexi Amarista,2018,9063,-1.3892104,-0.624723588,-0.965021389,-0.59854226,-0.877503449,-0.067852729,-1.178966221,27.01948644,27.77498802,32.94182366,27.2186775,27.06610641,27.63667478,27.28065028,#N/A,#N/A,#N/A,#N/A,#N/A
