"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","wRC","wRAA","wOBA","Spd","wRC+","wSB","UBR","wGDP","FB%+","BB%+","LD+%","GB%+","Hard%","Med%","Soft%","Oppo%","Cent%","Pull%","HR/FB","playerid"
"2017","Christian Walker","Diamondbacks","11","12","15","3","0","1","0","2","2","2","1","0","5","2","0","0","0","0","0",".250","6.7 %","33.3 %","0.20",".400",".833","1.233",".583",".200","4","2.1",".489","0.1","200","0.0","-0.1","0.0","162","74","70","65","57.1 %","28.6 %","14.3 %","42.9 %","28.6 %","28.6 %","50.0 %","13419"
"2017","Chad Huffman","Cardinals","12","14","15","4","3","0","1","0","3","0","1","0","6","0","0","0","0","0","0",".286","6.7 %","40.0 %","0.17",".333",".429",".762",".143",".500","2","0.1",".325","5.1","101","0.0","0.4","0.1","35","74","244","85","25.0 %","62.5 %","12.5 %","0.0 %","50.0 %","50.0 %","0.0 %","5311"
"2018","Ji-Man Choi","Brewers","12","30","32","7","3","2","0","2","4","5","2","1","14","0","0","0","1","0","0",".233","6.3 %","43.8 %","0.14",".281",".500",".781",".267",".357","4","0.1",".319","1.3","98","0.0","0.0","-0.2","107","70","114","87","56.3 %","37.5 %","6.3 %","25.0 %","43.8 %","31.3 %","33.3 %","5452"
"2019","Logan Morrison","Phillies","29","35","38","7","4","1","0","2","5","3","3","0","10","0","0","0","1","0","0",".200","7.9 %","26.3 %","0.30",".263",".400",".663",".200",".217","3","-1.3",".280","1.9","69","0.0","-0.2","-0.1","135","89","55","93","36.0 %","44.0 %","20.0 %","16.0 %","52.0 %","32.0 %","16.7 %","9205"
"2015","Devin Mesoraco","Reds","23","45","51","8","6","1","1","0","2","2","5","0","9","1","0","0","0","1","0",".178","9.8 %","17.6 %","0.56",".275",".244",".519",".067",".222","3","-2.9",".241","5.8","46","0.2","0.2","0.4","134","123","65","91","19.4 %","47.2 %","33.3 %","11.1 %","30.6 %","58.3 %","0.0 %","5666"
"2016","Michael Morse","Pirates","6","8","8","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000","0.0 %","25.0 %","0.00",".000",".000",".000",".000",".000","-1","-2.1",".000","0.1","-100","0.0","0.0","0.0","98","0","0","149","16.7 %","50.0 %","33.3 %","33.3 %","33.3 %","33.3 %","0.0 %","3035"
"2019","Yasmany Tomas","Diamondbacks","4","6","6","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0",".000","0.0 %","50.0 %","0.00",".000",".000",".000",".000",".000","-1","-1.7",".000","0.1","-100","0.0","0.0","-0.2","0","0","0","233","50.0 %","50.0 %","0.0 %","0.0 %","50.0 %","50.0 %","0.0 %","17171"
