Season,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,Spd,wRC+,wSB,UBR,wGDP,FB%+,BB%+,LD+%,GB%+,Hard%,Med%,Soft%,Oppo%,Cent%,Pull%,HR/FB,playerid,SS
2017,Luis Sardinas,Padres,29,49,53,8,8,0,0,0,3,1,4,0,11,0,0,0,1,1,0,0.163,7.50%,20.80%,0.36,0.226,0.163,0.39,0,0.211,0,-6.1,0.185,3.9,8,0.2,0.2,-0.1,52,84,103,137,21.10%,60.50%,18.40%,26.30%,26.30%,47.40%,0.00%,13153,N
2017,Phil Gosselin,Pirates,28,40,42,6,5,1,0,0,3,2,2,0,9,0,0,0,1,0,1,0.15,4.80%,21.40%,0.22,0.19,0.175,0.365,0.025,0.194,0,-5.5,0.167,3.1,-5,-0.4,0.1,0,85,53,65,128,16.10%,54.80%,29.00%,32.30%,41.90%,25.80%,0.00%,10953,N
2017,Alex Mejia,Cardinals,29,46,49,5,4,0,0,1,6,3,2,0,13,0,0,1,2,0,0,0.109,4.10%,26.50%,0.15,0.146,0.174,0.32,0.065,0.125,-1,-7.3,0.143,2.6,-18,0,0.4,-0.3,69,45,59,144,17.70%,61.80%,20.60%,23.50%,44.10%,32.40%,12.50%,13877,N
2017,Breyvic Valera,Cardinals,5,10,11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,9.10%,0.00%,1,0.182,0.1,0.282,0,0.1,0,-1.7,0.143,0.1,-19,0,0,0.1,170,101,0,90,10.00%,70.00%,20.00%,40.00%,20.00%,40.00%,0.00%,12758,N
2017,Cristhian Adames,Rockies,12,13,14,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,7.10%,42.90%,0.17,0.071,0,0.071,0,0,-1,-3.2,0.049,2.6,-97,0,0,0.1,203,79,70,32,14.30%,57.10%,28.60%,28.60%,57.10%,14.30%,0.00%,6013,N
2017,Steve Lombardozzi,Marlins,2,8,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00%,25.00%,0,0,0,0,0,0,-1,-2.2,0,0.1,-100,0,0,0,47,0,0,188,0.00%,83.30%,16.70%,16.70%,66.70%,16.70%,0.00%,5422,N
2017,Grant Green,Nationals,2,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00%,66.70%,0,0,0,0,0,0,0,-0.8,0,0.1,-100,0,0,0,284,0,0,0,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,10053,N
2016,Yefri Perez,Marlins,12,3,3,2,1,1,0,0,5,0,0,0,1,0,0,0,0,4,2,0.667,0.00%,33.30%,0,0.667,1,1.667,0.333,1,1,1,0.707,6.3,361,0,0.7,0.2,0,0,0,224,50.00%,50.00%,0.00%,50.00%,0.00%,50.00%,0.00%,12090,N
2016,Daniel Murphy,Nationals,142,531,582,184,107,47,5,25,88,104,35,10,57,8,8,0,4,5,3,0.347,6.00%,9.80%,0.61,0.39,0.595,0.985,0.249,0.348,112,43.4,0.408,4.4,154,-0.5,1.4,2.3,123,70,103,81,38.20%,49.00%,12.90%,25.70%,33.00%,41.30%,12.40%,4316,Y
2016,Munenori Kawasaki,Cubs,14,21,26,7,5,2,0,0,3,1,4,0,5,1,0,0,1,2,0,0.333,15.40%,19.20%,0.8,0.462,0.429,0.89,0.095,0.438,5,1.7,0.398,5.3,150,0.4,0.4,-0.1,98,178,126,90,12.50%,68.80%,18.80%,43.80%,37.50%,18.80%,0.00%,13047,N
2016,Trea Turner,Nationals,73,307,324,105,70,14,8,13,53,40,14,0,59,1,2,0,1,33,6,0.342,4.30%,18.20%,0.24,0.37,0.567,0.937,0.225,0.388,59,20.6,0.395,8.7,146,4,0.7,0.9,93,50,119,96,34.80%,48.00%,17.20%,22.00%,41.20%,36.80%,16.70%,16252,N
2016,DJ LeMahieu,Rockies,146,552,635,192,141,32,8,11,104,66,66,2,80,3,6,8,19,11,7,0.348,10.40%,12.60%,0.83,0.416,0.495,0.911,0.147,0.388,113,38.5,0.391,5.6,130,-1.1,3.2,-2,67,120,125,113,35.20%,51.70%,13.20%,37.90%,40.30%,21.80%,10.20%,9874,N
2016,Matt Carpenter,Cardinals,129,473,566,128,65,36,6,21,81,68,81,6,108,5,4,3,4,0,4,0.271,14.30%,19.10%,0.75,0.38,0.505,0.885,0.235,0.307,93,26.6,0.375,4,136,-2,-2,0.9,127,166,124,68,41.90%,48.10%,10.00%,19.10%,32.80%,48.10%,13.30%,8090,N
2016,Jean Segura,Diamondbacks,153,637,694,203,135,41,7,20,102,64,39,1,101,12,2,4,6,33,10,0.319,5.60%,14.60%,0.39,0.368,0.499,0.867,0.181,0.353,112,30.4,0.371,6.8,126,2.1,2.3,0.6,81,65,90,119,29.70%,54.10%,16.20%,32.30%,36.40%,31.40%,13.50%,5933,N
2016,Ryan Schimpf,Padres,89,276,330,60,18,17,5,20,48,51,42,3,105,9,3,0,3,1,1,0.217,12.70%,31.80%,0.4,0.336,0.533,0.869,0.315,0.26,51,12.1,0.362,4.9,128,-0.4,3.8,0.7,190,147,73,44,39.70%,37.90%,22.40%,24.10%,35.60%,40.20%,17.70%,9953,N
2016,Stephen Drew,Nationals,70,143,165,38,18,11,1,8,24,21,16,0,31,2,4,0,3,0,1,0.266,9.70%,18.80%,0.52,0.339,0.524,0.864,0.259,0.278,25,5.9,0.362,3.4,123,-0.5,-0.9,0.2,136,112,102,71,41.40%,44.00%,14.70%,18.10%,37.90%,44.00%,14.80%,4251,N
2016,Ben Zobrist,Cubs,147,523,631,142,90,31,3,18,94,76,96,6,82,4,4,4,17,6,4,0.272,15.20%,13.00%,1.17,0.386,0.446,0.831,0.174,0.29,96,21.8,0.36,4,124,-0.9,4.2,-1.5,89,176,102,107,32.50%,52.10%,15.40%,16.90%,34.70%,48.30%,13.40%,7435,N
2016,Neil Walker,Mets,113,412,458,116,83,9,1,23,57,55,42,3,84,1,3,0,11,3,1,0.282,9.20%,18.30%,0.5,0.347,0.476,0.823,0.194,0.302,66,12.4,0.351,2.9,124,-0.1,-1.1,-0.4,127,106,101,79,36.00%,47.40%,16.60%,21.50%,36.90%,41.70%,16.20%,7539,N
2016,Derek Dietrich,Marlins,128,351,412,98,66,20,5,7,39,42,32,2,84,24,5,0,6,1,0,0.279,7.80%,20.40%,0.38,0.374,0.425,0.798,0.145,0.343,59,10.3,0.348,4.2,121,-0.1,-3.1,0.6,111,90,102,91,27.90%,46.30%,25.70%,24.60%,37.50%,37.90%,6.80%,10542,N
2016,T.J. Rivera,Mets,33,105,113,35,27,4,1,3,10,16,3,0,17,1,4,0,2,0,0,0.333,2.70%,15.00%,0.18,0.345,0.476,0.821,0.143,0.36,16,2.6,0.346,2.3,120,-0.1,0.4,0,99,31,113,95,27.20%,53.30%,19.60%,20.70%,38.00%,41.30%,9.70%,12495,N
2016,Adam Rosales,Padres,105,214,248,49,21,12,3,13,37,35,29,2,88,1,4,0,2,4,0,0.229,11.70%,35.50%,0.33,0.319,0.495,0.814,0.266,0.308,34,4.5,0.34,7,113,0.7,1.7,0.5,135,135,80,83,36.90%,49.20%,13.90%,20.00%,31.50%,48.50%,21.70%,9682,N
2016,Aaron Hill,Brewers,78,254,292,72,53,11,0,8,34,29,30,0,43,2,4,0,5,4,2,0.283,10.30%,14.70%,0.7,0.359,0.421,0.78,0.138,0.309,40,5.2,0.34,3,109,-0.2,1.6,0.5,121,119,110,79,33.00%,49.30%,17.70%,24.20%,34.40%,41.40%,9.00%,6104,N
2016,Jedd Gyorko,Cardinals,128,400,438,97,57,9,1,30,58,59,37,1,96,0,1,0,11,0,0,0.243,8.40%,21.90%,0.39,0.306,0.495,0.801,0.253,0.244,59,7.5,0.339,1.7,112,-0.2,0.2,0.1,118,98,90,91,34.80%,48.50%,16.70%,21.60%,33.10%,45.30%,24.40%,10816,N
2016,Greg Garcia,Cardinals,99,214,257,59,45,11,0,3,33,17,38,4,50,4,1,0,3,1,1,0.276,14.80%,19.50%,0.76,0.393,0.369,0.762,0.093,0.346,35,4.3,0.338,2.2,111,-0.4,1.9,0.2,71,171,120,113,23.60%,58.80%,17.60%,30.90%,35.80%,33.30%,7.70%,10951,N
2016,Cesar Hernandez,Phillies,155,547,622,161,130,14,11,6,67,39,66,4,116,2,2,5,6,17,13,0.294,10.60%,18.60%,0.57,0.371,0.393,0.764,0.099,0.363,82,8.5,0.335,5.7,107,-2.4,2.2,1,61,123,115,123,26.00%,55.00%,19.00%,29.50%,34.00%,36.50%,7.10%,10556,N
2016,Adam Frazier,Pirates,66,146,160,44,33,8,1,2,21,11,12,0,26,1,1,0,0,4,1,0.301,7.50%,16.30%,0.46,0.356,0.411,0.767,0.11,0.353,21,2.2,0.335,5.5,109,0.3,0.3,0.8,68,87,156,98,31.40%,52.90%,15.70%,37.20%,35.50%,27.30%,7.10%,15223,N
2016,Wilmer Difo,Nationals,31,58,66,16,12,3,0,1,14,7,8,1,12,0,0,0,0,3,0,0.276,12.10%,18.20%,0.67,0.364,0.379,0.743,0.103,0.333,8,0.4,0.325,6.3,98,0.6,0,0.3,64,140,92,131,28.30%,54.40%,17.40%,26.10%,41.30%,32.60%,10.00%,14320,N
2016,Ramiro Pena,Giants,30,87,91,26,18,6,1,1,9,10,2,1,16,2,0,0,0,0,0,0.299,2.20%,17.60%,0.13,0.33,0.425,0.755,0.126,0.357,11,0.3,0.322,3.1,101,0,-0.1,0.3,120,25,73,98,26.80%,45.10%,28.20%,21.10%,38.00%,40.90%,3.40%,8841,N
2016,Hernan Iribarren,Reds,24,45,45,14,11,0,3,0,6,2,0,0,11,0,0,0,2,1,0,0.311,0.00%,24.40%,0,0.311,0.444,0.756,0.133,0.412,5,0,0.319,7.6,95,0.2,0.4,-0.4,17,0,125,151,20.60%,61.80%,17.70%,17.70%,44.10%,38.20%,0.00%,4177,N
2016,Jace Peterson,Braves,115,350,408,89,65,16,1,7,45,29,52,2,69,1,3,2,9,5,5,0.254,12.70%,16.90%,0.75,0.35,0.366,0.715,0.111,0.296,48,-0.5,0.317,3.1,95,-1.3,0.2,-0.7,70,147,87,129,25.20%,54.90%,19.90%,28.70%,36.70%,34.60%,10.40%,12325,N
2016,Javier Baez,Cubs,142,421,450,115,81,19,1,14,50,59,15,3,108,11,2,1,8,12,3,0.273,3.30%,24.00%,0.14,0.314,0.423,0.737,0.15,0.336,52,-0.9,0.316,4.7,94,0.9,0.9,1,107,39,92,99,29.10%,52.20%,18.70%,19.90%,34.50%,45.60%,12.70%,12979,N
2016,Brandon Phillips,Reds,141,550,584,160,114,34,1,11,74,64,18,3,68,8,6,2,17,14,8,0.291,3.10%,11.60%,0.26,0.32,0.416,0.736,0.125,0.312,67,-1.6,0.315,4.4,92,-0.8,-0.9,-1.7,95,36,101,103,26.70%,52.50%,20.80%,30.40%,36.30%,33.30%,7.00%,791,N
2016,Scooter Gennett,Brewers,136,498,542,131,86,30,1,14,58,56,38,1,114,2,2,1,11,8,1,0.263,7.00%,21.00%,0.33,0.317,0.412,0.728,0.149,0.315,62,-1.6,0.315,4.1,92,0.9,-3.7,0,101,81,98,100,28.90%,53.20%,17.80%,30.20%,34.90%,34.90%,10.50%,10339,N
2016,Kelby Tomlinson,Giants,52,106,120,31,27,4,0,0,13,6,12,1,18,1,0,1,1,5,1,0.292,10.00%,15.00%,0.67,0.37,0.33,0.7,0.038,0.352,14,-0.4,0.314,4.4,96,0.5,1.1,0.5,59,116,135,115,27.00%,40.50%,32.60%,32.60%,34.80%,32.60%,0.00%,13005,N
2016,Andres Blanco,Phillies,90,190,209,48,28,15,1,4,26,21,11,0,41,7,1,0,7,2,3,0.253,5.30%,19.60%,0.27,0.316,0.405,0.721,0.153,0.301,24,-0.8,0.313,4.2,93,-0.9,0.5,-0.8,85,61,92,116,27.30%,48.70%,24.00%,26.70%,37.30%,36.00%,9.30%,1907,N
2016,Chase Utley,Dodgers,138,512,565,129,86,26,3,14,79,52,40,1,115,11,1,1,0,2,2,0.252,7.10%,20.40%,0.35,0.319,0.396,0.716,0.145,0.299,64,-2.9,0.312,3.9,96,-0.7,0.3,2,99,82,105,99,37.60%,47.90%,14.50%,18.80%,34.10%,47.10%,10.50%,1679,N
2016,Pat Valaika,Rockies,13,19,19,5,3,1,0,1,3,2,0,0,8,0,0,0,0,0,0,0.263,0.00%,42.10%,0,0.263,0.474,0.737,0.211,0.4,2,-0.1,0.31,2.6,75,0,-0.2,0,107,0,43,122,54.60%,18.20%,27.30%,36.40%,36.40%,27.30%,25.00%,14885,N
2016,Phil Gosselin,Diamondbacks,122,220,240,61,46,12,1,2,26,13,15,0,46,1,2,2,0,3,0,0.277,6.30%,19.20%,0.33,0.324,0.368,0.692,0.091,0.339,25,-3.1,0.302,4.8,80,0.5,1.3,0.8,78,72,101,116,26.60%,55.90%,17.50%,31.60%,40.10%,28.30%,4.30%,10953,N
2016,Kelly Johnson,- - -,131,304,333,75,51,14,0,10,25,34,25,2,65,2,2,0,6,4,0,0.247,7.50%,19.50%,0.38,0.306,0.391,0.698,0.145,0.281,35,-4.7,0.301,2.8,88,0.6,0.1,0.4,93,87,98,106,29.50%,49.40%,21.20%,23.20%,36.10%,40.70%,13.20%,2234,N
2016,Josh Harrison,Pirates,131,487,522,138,102,25,7,4,57,59,18,0,76,5,8,4,10,19,4,0.283,3.40%,14.60%,0.24,0.311,0.388,0.699,0.105,0.323,54,-7.5,0.301,6.8,86,1.9,0.6,0.5,106,40,92,99,27.70%,55.10%,17.30%,26.00%,33.30%,40.70%,2.70%,8202,N
2016,Joe Panik,Giants,127,464,526,111,73,21,7,10,67,62,50,5,47,4,5,3,14,5,0,0.239,9.50%,8.90%,1.06,0.315,0.379,0.695,0.14,0.245,54,-7.9,0.3,5.9,86,0.7,1.5,-0.1,108,110,83,102,25.70%,53.70%,20.70%,25.90%,39.30%,34.80%,6.40%,11936,N
2016,Kolten Wong,Cardinals,121,313,361,75,56,7,7,5,39,23,34,2,52,9,5,0,3,7,0,0.24,9.40%,14.40%,0.65,0.327,0.355,0.682,0.115,0.268,37,-5.5,0.3,6.8,85,1.2,-0.8,1.4,100,109,94,103,25.90%,54.10%,19.90%,22.90%,32.00%,45.10%,5.60%,12532,N
2016,Ehire Adrianza,Giants,40,63,71,16,12,2,0,2,3,7,2,0,13,2,0,4,0,0,1,0.254,2.80%,18.30%,0.15,0.299,0.381,0.679,0.127,0.292,7,-1.3,0.297,1,84,-0.4,-0.9,0.3,114,33,96,91,20.40%,51.90%,27.80%,24.10%,22.20%,53.70%,10.50%,8418,N
2016,Grant Green,Giants,18,46,50,12,9,2,0,1,7,7,3,0,8,0,1,0,3,0,0,0.261,6.00%,16.00%,0.38,0.3,0.37,0.67,0.109,0.289,5,-1.2,0.29,2.2,80,0,-0.6,-0.5,98,69,121,92,43.60%,43.60%,12.80%,33.30%,43.60%,23.10%,7.70%,10053,N
2016,Cory Spangenberg,Padres,14,48,53,11,8,1,1,1,6,8,4,0,13,1,0,0,0,1,0,0.229,7.50%,24.50%,0.31,0.302,0.354,0.656,0.125,0.294,5,-1.3,0.289,7,79,0.2,0.9,0.3,46,87,74,154,17.10%,62.90%,20.00%,17.10%,42.90%,40.00%,20.00%,12294,N
2016,Charlie Culberson,Dodgers,34,67,68,19,15,3,0,1,6,7,1,0,13,0,0,0,2,1,0,0.284,1.50%,19.10%,0.08,0.294,0.373,0.667,0.09,0.34,6,-1.7,0.288,3.6,80,0.2,0.7,0,100,17,98,101,27.80%,55.60%,16.70%,38.90%,33.30%,27.80%,5.60%,3298,N
2016,Gordon Beckham,- - -,88,245,279,52,30,16,1,5,25,31,26,1,52,4,4,0,12,1,0,0.212,9.30%,18.60%,0.5,0.294,0.347,0.641,0.135,0.245,24,-8.6,0.281,3.1,71,0.1,0.3,-1.7,118,108,67,102,31.00%,52.30%,16.80%,27.90%,35.50%,36.60%,6.30%,9015,N
2016,Dee Gordon,Marlins,79,325,345,87,73,7,6,1,47,14,18,1,55,0,1,1,4,30,7,0.268,5.20%,15.90%,0.33,0.305,0.335,0.641,0.068,0.319,30,-10.9,0.28,8.8,75,2.9,2.8,0.3,67,60,87,131,16.90%,53.50%,29.70%,28.90%,42.10%,28.90%,1.70%,8203,N
2016,Ivan De Jesus,Reds,104,221,243,56,45,10,0,1,21,20,17,1,51,2,1,2,6,3,1,0.253,7.00%,21.00%,0.33,0.311,0.312,0.623,0.059,0.324,20,-8.3,0.277,3.1,66,0,-0.4,-0.1,73,81,128,107,23.10%,59.00%,17.90%,30.60%,39.30%,30.10%,2.40%,9886,N
2016,Miguel Rojas,Marlins,123,194,214,48,35,12,0,1,27,14,11,2,27,1,2,6,10,2,1,0.247,5.10%,12.60%,0.41,0.288,0.325,0.613,0.077,0.28,16,-9.4,0.265,3.9,65,-0.1,1.2,-1.4,76,59,95,121,20.00%,57.10%,22.90%,32.00%,34.30%,33.70%,2.40%,7802,N
2016,Chris Taylor,Dodgers,34,58,62,12,7,2,2,1,8,7,4,1,13,0,0,0,3,0,0,0.207,6.50%,21.00%,0.31,0.258,0.362,0.62,0.155,0.25,4,-3,0.26,4.9,61,0,0.5,-0.7,93,75,107,102,26.70%,57.80%,15.60%,33.30%,37.80%,28.90%,7.10%,13757,N
2016,Robert Andino,Marlins,13,24,24,7,7,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0.292,0.00%,16.70%,0,0.292,0.292,0.583,0,0.35,2,-1.2,0.256,1.3,59,0,0,0.3,88,0,94,112,25.00%,50.00%,25.00%,45.00%,30.00%,25.00%,0.00%,4900,N
2016,Alexi Amarista,Padres,65,140,150,36,34,2,0,0,9,11,8,2,26,0,1,1,5,9,2,0.257,5.30%,17.30%,0.31,0.295,0.271,0.567,0.014,0.313,9,-8.6,0.248,4.3,52,0.9,-1,-0.6,82,62,119,105,24.10%,58.60%,17.20%,26.70%,38.80%,34.50%,0.00%,9063,N
2016,Pedro Florimon,Pirates,18,24,25,5,3,1,1,0,4,4,1,0,12,0,0,0,0,0,1,0.208,4.00%,48.00%,0.08,0.24,0.333,0.573,0.125,0.417,1,-1.5,0.245,6.8,49,-0.4,-1.1,0.2,98,46,39,131,25.00%,50.00%,25.00%,25.00%,58.30%,16.70%,0.00%,8385,N
2016,Carlos Asuaje,Padres,7,24,25,5,3,2,0,0,2,2,1,0,4,0,0,0,0,0,0,0.208,4.00%,16.00%,0.25,0.24,0.292,0.532,0.083,0.25,1,-1.8,0.232,1.6,41,0,0.1,0.3,117,46,118,78,30.00%,55.00%,15.00%,25.00%,40.00%,35.00%,0.00%,15197,N
2016,Alen Hanson,Pirates,27,31,33,7,6,1,0,0,5,1,2,1,5,0,0,0,0,2,1,0.226,6.10%,15.20%,0.4,0.273,0.258,0.531,0.032,0.269,1,-2.5,0.225,5.9,35,0,0,0.2,59,70,94,134,11.50%,57.70%,30.80%,38.50%,23.10%,38.50%,0.00%,12926,N
2016,Yadiel Rivera,Brewers,35,66,71,14,10,4,0,0,12,3,2,0,20,0,0,3,4,0,0,0.212,2.80%,28.20%,0.1,0.235,0.273,0.508,0.061,0.304,3,-5.6,0.223,2.6,30,0,0.6,-0.5,91,33,63,124,34.70%,46.90%,18.40%,24.50%,38.80%,36.70%,0.00%,11863,N
2016,Austin Barnes,Dodgers,21,32,37,5,4,1,0,0,3,2,5,0,9,0,0,0,0,0,0,0.156,13.50%,24.30%,0.56,0.27,0.188,0.458,0.031,0.217,1,-2.9,0.222,1.4,35,0,0.6,0.2,173,156,43,71,21.70%,56.50%,21.70%,21.70%,26.10%,52.20%,0.00%,12158,N
2016,Tony Renda,Reds,32,60,67,11,9,2,0,0,4,3,5,0,11,0,0,2,4,0,0,0.183,7.50%,16.40%,0.45,0.246,0.217,0.463,0.033,0.224,2,-5.8,0.213,1.1,24,0,-0.3,-0.6,67,86,98,126,19.60%,70.60%,9.80%,29.40%,27.50%,43.10%,0.00%,13443,N
2016,Reid Brignac,Braves,13,29,29,6,4,2,0,0,3,1,0,0,8,0,0,0,0,0,0,0.207,0.00%,27.60%,0,0.207,0.276,0.483,0.069,0.286,1,-2.7,0.207,2.6,22,0,0,0.1,88,0,118,101,38.10%,47.60%,14.30%,33.30%,42.90%,23.80%,0.00%,8380,N
2016,Daniel Castro,Braves,47,130,139,26,25,1,0,0,8,7,7,1,24,0,0,2,4,1,1,0.2,5.00%,17.30%,0.29,0.241,0.208,0.449,0.008,0.245,3,-13.4,0.201,2.1,18,-0.3,-0.4,-0.5,70,58,94,126,16.70%,61.10%,22.20%,26.90%,44.40%,28.70%,0.00%,15450,N
2016,Jemile Weeks,Padres,17,50,57,7,5,1,1,0,5,2,3,0,14,1,0,3,1,1,0,0.14,5.30%,24.60%,0.21,0.204,0.2,0.404,0.06,0.194,0,-6.3,0.185,8.1,10,0.2,0.7,0.2,90,61,105,106,25.60%,56.40%,18.00%,33.30%,30.80%,35.90%,0.00%,2498,N
2016,Emmanuel Burriss,Phillies,39,45,50,5,3,1,1,0,3,0,2,0,10,2,0,1,1,1,0,0.111,4.00%,20.00%,0.2,0.184,0.178,0.361,0.067,0.143,0,-6.2,0.169,8.1,-4,0.2,0.6,-0.2,107,46,57,115,27.80%,58.30%,13.90%,36.10%,44.40%,19.40%,0.00%,2917,N
2016,Jose Pirela,Padres,15,39,41,6,4,2,0,0,2,0,1,0,9,0,0,1,0,0,1,0.154,2.40%,22.00%,0.11,0.175,0.205,0.38,0.051,0.2,0,-5.1,0.167,2.8,-2,-0.4,0.1,0.2,117,28,31,119,29.00%,35.50%,35.50%,25.80%,35.50%,38.70%,0.00%,5485,N
2016,Jordan Pacheco,Reds,31,51,51,8,4,4,0,0,1,0,0,0,14,0,0,0,1,0,0,0.157,0.00%,27.50%,0,0.157,0.235,0.392,0.078,0.216,0,-6.4,0.166,0.3,-8,0,0.3,-0.2,119,0,89,91,21.60%,48.70%,29.70%,27.00%,32.40%,40.50%,0.00%,2677,N
2016,Nick Noonan,Padres,7,18,20,3,3,0,0,0,0,1,1,0,5,0,1,0,0,0,1,0.167,5.00%,25.00%,0.2,0.2,0.167,0.367,0,0.214,0,-2.5,0.166,1.8,-3,-0.4,0,0,168,58,34,80,21.40%,57.10%,21.40%,21.40%,50.00%,28.60%,0.00%,6880,N
2016,Taylor Featherston,Phillies,19,26,28,3,2,1,0,0,2,1,2,0,11,0,0,0,0,2,0,0.115,7.10%,39.30%,0.18,0.179,0.154,0.332,0.038,0.2,0,-3.7,0.156,6.9,-12,0.4,0,0.1,156,83,63,75,20.00%,46.70%,33.30%,20.00%,33.30%,46.70%,0.00%,12590,N
2016,Cole Figueroa,Pirates,23,26,27,4,4,0,0,0,0,3,1,0,2,0,0,0,0,1,0,0.154,3.70%,7.40%,0.5,0.185,0.154,0.339,0,0.167,0,-3.6,0.156,3.9,-11,0.2,-0.8,0.3,122,43,138,65,20.80%,41.70%,37.50%,37.50%,33.30%,29.20%,0.00%,8790,N
2016,Micah Johnson,Dodgers,7,6,6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.167,0.00%,16.70%,0,0.167,0.167,0.333,0,0.2,0,-0.9,0.146,2.6,-15,0,0.1,0,73,0,118,112,20.00%,80.00%,0.00%,60.00%,40.00%,0.00%,0.00%,13809,N
2015,Emmanuel Burriss,Nationals,5,3,5,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.667,40.00%,0.00%,2,0.8,0.667,1.467,0,0.667,2,1.3,0.627,2.6,311,0,-0.1,0,0,503,0,220,0.00%,100.00%,0.00%,33.30%,33.30%,33.30%,0.00%,2917,N
2015,Ronald Torreyes,Dodgers,8,6,8,2,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0.333,12.50%,12.50%,1,0.429,0.5,0.929,0.167,0.4,1,0.6,0.403,1.6,163,0,0,0,121,157,94,88,0.00%,33.30%,66.70%,33.30%,16.70%,50.00%,0.00%,11400,N
2015,Phil Gosselin,- - -,44,106,118,33,20,9,1,3,19,15,9,0,16,2,1,0,2,2,1,0.311,7.60%,13.60%,0.56,0.373,0.5,0.873,0.189,0.341,19,5.9,0.376,5.5,136,-0.1,0.9,-0.1,77,96,88,122,25.30%,58.20%,16.50%,39.60%,38.50%,22.00%,13.00%,10953,N
2015,Andres Blanco,Phillies,106,233,261,68,36,22,3,7,32,25,21,0,44,4,0,3,11,1,1,0.292,8.00%,16.90%,0.48,0.36,0.502,0.863,0.21,0.335,42,12.2,0.372,4.2,137,-0.3,-0.2,-1.5,103,101,95,100,24.50%,50.00%,25.50%,25.50%,38.50%,35.90%,10.90%,1907,N
2015,Joe Panik,Giants,100,382,432,119,82,27,2,8,59,37,38,0,42,5,4,3,7,3,2,0.312,8.80%,9.70%,0.9,0.378,0.455,0.833,0.144,0.33,66,17,0.363,3.8,135,-0.4,-0.2,0.9,102,111,108,95,30.00%,49.90%,20.20%,29.10%,37.20%,33.70%,6.90%,11936,N
2015,Enrique Hernandez,Dodgers,76,202,218,62,41,12,2,7,24,22,11,0,46,2,2,1,3,0,2,0.307,5.00%,21.10%,0.24,0.346,0.49,0.836,0.183,0.364,32,7.9,0.359,3.4,132,-0.9,-0.3,-0.1,92,63,110,101,33.30%,54.10%,12.60%,20.80%,34.60%,44.70%,14.60%,10472,N
2015,Dee Gordon,Marlins,145,615,653,205,169,24,8,4,88,46,25,2,91,2,5,6,6,58,20,0.333,3.80%,13.90%,0.27,0.359,0.418,0.776,0.085,0.383,86,12.3,0.337,7.3,116,3.4,0.7,0.7,57,48,101,131,17.60%,61.70%,20.80%,31.40%,38.50%,30.10%,4.30%,8203,Y
2015,Kelby Tomlinson,Giants,54,178,193,54,43,6,3,2,23,20,14,0,40,1,0,0,3,5,4,0.303,7.30%,20.70%,0.35,0.358,0.404,0.762,0.101,0.382,25,3.4,0.335,5.7,116,-0.7,1.8,0.1,50,91,129,123,17.40%,58.00%,24.60%,33.30%,45.70%,21.00%,8.70%,13005,N
2015,DJ LeMahieu,Rockies,150,564,620,170,138,21,5,6,85,61,50,4,107,1,2,3,20,23,3,0.301,8.10%,17.30%,0.47,0.358,0.388,0.746,0.087,0.362,77,7,0.327,6.4,91,3.1,2.2,-2.2,59,101,122,120,26.60%,61.30%,12.10%,39.00%,39.80%,21.20%,6.70%,9874,N
2015,Howie Kendrick,Dodgers,117,464,495,137,104,22,2,9,64,54,27,1,82,2,1,1,17,6,2,0.295,5.50%,16.60%,0.33,0.336,0.409,0.746,0.114,0.342,60,4.7,0.325,4.3,109,0.2,3.8,-2,51,69,115,129,29.70%,53.90%,16.40%,32.00%,40.60%,27.30%,14.10%,4229,N
2015,Neil Walker,Pirates,151,543,603,146,95,32,3,16,69,71,44,5,110,8,8,0,9,4,1,0.269,7.30%,18.20%,0.4,0.328,0.427,0.756,0.158,0.306,73,5.6,0.325,3.9,106,0.1,1.9,0.7,111,92,100,92,32.20%,54.20%,13.60%,23.80%,35.40%,40.80%,9.90%,7539,N
2015,Daniel Murphy,Mets,130,499,538,140,86,38,2,14,56,73,31,10,38,2,6,0,15,2,2,0.281,5.80%,7.10%,0.82,0.322,0.449,0.77,0.168,0.278,65,5,0.325,2.7,109,-0.6,0.9,-0.8,109,73,99,94,31.10%,51.80%,17.10%,28.10%,31.30%,40.70%,8.30%,4316,N
2015,Kelly Johnson,- - -,111,310,335,82,57,11,0,14,38,47,23,2,81,0,1,0,8,2,1,0.265,6.90%,24.20%,0.28,0.314,0.435,0.75,0.171,0.315,40,2.7,0.323,2.4,106,-0.1,-0.2,-0.4,99,86,110,96,33.90%,47.00%,19.10%,23.90%,35.70%,40.40%,18.70%,2234,N
