"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","wRC","wRAA","wOBA","Spd","wRC+","wSB","UBR","wGDP","FB%+","BB%+","LD+%","GB%+","Hard%","Med%","Soft%","Oppo%","Cent%","Pull%","HR/FB","playerid"
"2017","Bryce Harper","Nationals","111","420","492","134","77","27","1","29","95","87","68","11","99","1","3","0","15","4","2",".319","13.8 %","20.1 %","0.69",".413",".595","1.008",".276",".356","99","39.4",".416","3.7","155","-0.4","-0.1","-0.3","107","154","107","91","34.3 %","52.5 %","13.3 %","29.3 %","35.2 %","35.5 %","24.0 %","11579"
"2019","Cody Bellinger","Dodgers","156","558","660","170","86","34","3","47","121","115","95","21","108","3","4","0","10","15","5",".305","14.4 %","16.4 %","0.88",".406",".629","1.035",".324",".302","137","54.2",".415","5.0","162","0.5","-0.1","1.0","119","162","121","73","49.2 %","37.6 %","13.2 %","19.8 %","32.3 %","47.9 %","24.6 %","15998"
"2014","Michael Cuddyer","Rockies","49","190","205","63","37","15","1","10","32","31","14","0","30","0","1","0","5","3","0",".332","6.8 %","14.6 %","0.47",".376",".579",".955",".247",".351","38","16.3",".414","5.0","150","0.4","0.4","-0.3","80","87","115","108","30.4 %","54.7 %","14.9 %","29.2 %","33.5 %","37.3 %","22.7 %","1534"
"2017","Giancarlo Stanton","Marlins","159","597","692","168","77","32","0","59","123","132","85","13","163","7","3","0","13","2","2",".281","12.3 %","23.6 %","0.52",".376",".631","1.007",".350",".288","137","52.3",".410","2.3","158","-0.8","-2.4","0.9","112","137","78","101","38.9 %","40.3 %","20.8 %","20.1 %","35.2 %","44.6 %","34.3 %","4949"
"2019","Nicholas Castellanos","Cubs","51","212","225","68","31","21","0","16","43","36","10","0","47","2","1","0","5","0","1",".321","4.4 %","20.9 %","0.21",".356",".646","1.002",".325",".347","46","17.2",".408","2.7","154","-0.5","0.3","0.1","117","50","100","86","42.8 %","47.0 %","10.2 %","22.3 %","37.4 %","40.4 %","23.2 %","11737"
"2019","Abraham Almonte","Diamondbacks","17","31","38","9","4","3","1","1","11","4","7","0","8","0","0","0","1","0","0",".290","18.4 %","21.1 %","0.88",".421",".548",".969",".258",".364","8","2.8",".406","5.1","151","0.0","1.4","0.1","86","208","120","101","43.5 %","30.4 %","26.1 %","26.1 %","26.1 %","47.8 %","14.3 %","5486"
"2014","Giancarlo Stanton","Marlins","145","539","638","155","86","31","1","37","89","105","94","24","170","3","2","0","16","13","1",".288","14.7 %","26.6 %","0.55",".395",".555",".950",".267",".353","114","45.6",".403","4.2","161","1.6","-1.3","-0.1","114","188","94","92","40.4 %","41.8 %","17.8 %","23.5 %","34.0 %","42.6 %","25.5 %","4949"
"2015","Giancarlo Stanton","Marlins","74","279","318","74","34","12","1","27","47","67","34","6","95","2","3","0","5","4","2",".265","10.7 %","29.9 %","0.36",".346",".606",".952",".341",".294","56","20.6",".394","3.9","155","-0.1","0.7","0.7","136","135","95","76","49.7 %","34.2 %","16.0 %","21.9 %","31.0 %","47.1 %","32.1 %","4949"
"2019","Charlie Blackmon","Rockies","140","580","634","182","101","42","7","32","112","86","40","1","104","9","5","0","11","2","5",".314","6.3 %","16.4 %","0.38",".364",".576",".940",".262",".334","117","36.9",".387","4.6","125","-2.1","-1.5","-0.9","107","71","106","92","40.1 %","44.3 %","15.6 %","24.3 %","32.9 %","42.8 %","17.7 %","7859"
"2014","Jorge Soler","Cubs","24","89","97","26","12","8","1","5","11","20","6","0","24","0","2","0","3","1","0",".292","6.2 %","24.7 %","0.25",".330",".573",".903",".281",".339","16","5.6",".386","5.1","148","0.1","0.3","-0.2","105","79","57","117","40.3 %","43.3 %","16.4 %","26.9 %","22.4 %","50.8 %","20.8 %","14221"
"2018","Brandon Nimmo","Mets","140","433","535","114","61","28","8","17","77","47","80","2","140","22","0","0","8","9","6",".263","15.0 %","26.2 %","0.57",".404",".483",".886",".219",".351","93","30.8",".385","5.9","148","-1.0","3.2","-0.3","96","167","99","104","37.2 %","44.4 %","18.4 %","23.2 %","32.1 %","44.7 %","17.5 %","12927"
"2017","Jesse Winker","Reds","47","121","137","36","22","7","0","7","21","15","15","0","24","0","0","1","2","1","1",".298","10.9 %","17.5 %","0.63",".375",".529",".904",".231",".322","24","7.2",".384","2.5","134","-0.3","-0.2","0.0","88","122","80","119","35.7 %","52.0 %","12.2 %","21.4 %","37.8 %","40.8 %","23.3 %","13590"
"2014","Joey Terdoslavich","Braves","9","10","11","3","1","2","0","0","1","2","0","0","3","1","0","0","0","0","0",".300","0.0 %","27.3 %","0.00",".364",".500",".864",".200",".429","2","0.6",".380","1.6","144","0.0","-0.2","0.0","42","0","68","159","42.9 %","28.6 %","28.6 %","0.0 %","71.4 %","28.6 %","0.0 %","10593"
"2019","Randy Arozarena","Cardinals","19","20","23","6","4","1","0","1","4","2","2","0","4","1","0","0","0","2","1",".300","8.7 %","17.4 %","0.50",".391",".500",".891",".200",".333","4","1.2",".380","5.8","138","-0.1","-0.3","0.3","88","98","58","131","37.5 %","37.5 %","25.0 %","25.0 %","31.3 %","43.8 %","20.0 %","19290"
"2014","Yasiel Puig","Dodgers","148","558","640","165","103","37","9","16","92","69","67","3","124","12","1","2","7","11","7",".296","10.5 %","19.4 %","0.54",".382",".480",".863",".185",".356","103","34.1",".379","5.8","148","-1.1","0.9","1.8","98","134","71","115","34.6 %","48.1 %","17.4 %","23.8 %","36.2 %","40.1 %","11.1 %","14225"
"2014","Jayson Werth","Nationals","147","534","629","156","102","37","1","16","85","82","83","3","113","9","3","0","9","9","1",".292","13.2 %","18.0 %","0.73",".394",".455",".849",".163",".343","100","32.2",".377","4.1","141","0.7","3.8","1.7","117","169","95","89","39.2 %","45.5 %","15.3 %","24.1 %","40.6 %","35.4 %","9.4 %","1327"
"2018","Bryce Harper","Nationals","159","550","695","137","69","34","0","34","103","100","130","16","169","6","9","0","7","13","3",".249","18.7 %","24.3 %","0.77",".393",".496",".889",".247",".289","116","34.6",".376","3.7","134","0.9","-2.8","2.3","109","208","102","92","42.3 %","45.9 %","11.8 %","28.2 %","29.5 %","42.3 %","23.1 %","11579"
"2018","Curtis Granderson","Brewers","19","41","54","9","5","1","1","2","12","3","12","0","10","1","0","0","0","0","0",".220","22.2 %","18.5 %","1.20",".407",".439",".846",".220",".241","9","2.7",".376","5.1","135","0.0","-0.3","0.3","102","248","133","82","29.0 %","58.1 %","12.9 %","6.5 %","22.6 %","71.0 %","18.2 %","4747"
"2016","Matt Joyce","Pirates","140","231","293","56","32","10","1","13","45","42","59","4","67","3","0","0","9","1","1",".242","20.1 %","22.9 %","0.88",".403",".463",".866",".221",".285","48","13.8",".375","3.1","136","-0.4","0.3","-0.9","104","233","87","103","36.0 %","47.0 %","17.1 %","21.3 %","31.7 %","47.0 %","22.4 %","3353"
"2019","Franchy Cordero","Padres","9","15","20","5","4","1","0","0","2","1","4","0","7","0","1","0","0","1","0",".333","20.0 %","35.0 %","0.57",".450",".400",".850",".067",".556","3","0.9",".373","4.5","133","0.2","0.5","0.1","106","226","173","58","55.6 %","44.4 %","0.0 %","11.1 %","44.4 %","44.4 %","0.0 %","14567"
"2019","Matt Joyce","Braves","129","200","238","59","42","10","0","7","32","23","38","0","45","0","0","0","3","0","0",".295","16.0 %","18.9 %","0.84",".408",".450",".858",".155",".351","41","10.7",".372","1.3","128","-0.2","-0.6","0.7","103","180","135","80","40.7 %","44.5 %","14.8 %","26.5 %","28.4 %","45.2 %","12.5 %","3353"
"2017","Domingo Santana","Brewers","151","525","607","146","87","29","0","30","88","85","73","2","178","6","3","0","12","15","4",".278","12.0 %","29.3 %","0.41",".371",".505",".875",".227",".363","100","26.1",".372","4.0","127","0.9","2.0","0.3","79","134","134","101","39.7 %","48.6 %","11.7 %","28.0 %","37.1 %","34.9 %","30.9 %","10348"
"2014","Matt Kemp","Dodgers","150","541","599","155","89","38","3","25","77","89","52","3","145","0","6","0","21","8","5",".287","8.7 %","24.2 %","0.36",".346",".506",".852",".220",".345","92","27.3",".369","4.2","141","-0.8","-2.4","-2.4","91","111","123","96","40.3 %","51.7 %","8.0 %","20.7 %","35.1 %","44.3 %","20.0 %","5631"
"2018","Lane Adams","Braves","26","25","29","6","3","1","0","2","10","6","4","0","8","0","0","0","1","1","0",".240","13.8 %","27.6 %","0.50",".345",".520",".865",".280",".267","5","1.3",".369","6.1","131","0.2","0.7","-0.2","90","154","29","144","23.5 %","52.9 %","23.5 %","11.8 %","41.2 %","47.1 %","40.0 %","10767"
"2015","Andre Ethier","Dodgers","142","395","445","116","75","20","7","14","54","53","43","2","75","4","3","0","11","2","3",".294","9.7 %","16.9 %","0.57",".366",".486",".852",".192",".330","69","18.9",".366","4.4","137","-1.0","-1.0","0.1","107","122","123","84","32.8 %","49.2 %","18.0 %","21.4 %","37.2 %","41.5 %","12.3 %","6265"
"2015","Ryan Braun","Brewers","140","506","568","144","89","27","3","25","87","84","54","4","115","4","3","0","20","24","4",".285","9.5 %","20.2 %","0.47",".356",".498",".854",".213",".322","88","23.9",".366","6.3","131","3.0","1.1","-2.3","94","120","90","109","36.3 %","49.5 %","14.2 %","31.0 %","38.3 %","30.7 %","20.5 %","3410"
"2018","Jesse Winker","Reds","89","281","334","84","61","16","0","7","38","43","49","4","46","2","1","1","6","0","0",".299","14.7 %","13.8 %","1.07",".405",".431",".836",".132",".336","53","13.9",".366","1.1","128","-0.3","-2.0","0.1","97","163","110","97","43.9 %","44.3 %","11.8 %","25.7 %","37.1 %","37.1 %","8.9 %","13590"
"2019","Bryce Harper","Phillies","157","573","682","149","77","36","1","35","98","114","99","11","178","6","4","0","10","15","3",".260","14.5 %","26.1 %","0.56",".372",".510",".882",".250",".313","113","26.9",".365","4.4","125","1.3","-3.4","1.5","107","164","110","89","48.1 %","41.4 %","10.5 %","24.3 %","37.8 %","37.8 %","23.5 %","11579"
"2015","Carlos Gonzalez","Rockies","153","554","608","150","83","25","2","40","87","97","46","6","133","1","6","1","11","2","0",".271","7.6 %","21.9 %","0.35",".325",".540",".864",".269",".284","93","24.5",".364","3.2","116","0.2","1.4","-0.1","110","95","77","103","34.1 %","48.8 %","17.1 %","22.2 %","36.5 %","41.4 %","25.8 %","7287"
"2019","Joc Pederson","Dodgers","149","450","514","112","57","16","3","36","83","74","50","2","111","12","2","0","4","1","1",".249","9.7 %","21.6 %","0.45",".339",".538",".876",".289",".249","83","18.6",".362","3.7","127","-0.5","0.1","0.5","115","110","80","97","45.2 %","38.4 %","16.4 %","17.9 %","33.1 %","49.0 %","25.9 %","11899"
"2016","Carlos Gonzalez","Rockies","150","584","632","174","105","42","2","25","87","100","46","6","129","1","1","0","10","2","2",".298","7.3 %","20.4 %","0.36",".350",".505",".855",".207",".346","97","22.6",".361","3.0","110","-0.7","-2.4","1.5","95","84","101","103","37.1 %","42.8 %","20.2 %","25.4 %","37.5 %","37.1 %","16.9 %","7287"
"2019","Aristides Aquino","Reds","56","205","225","53","26","8","0","19","31","47","16","2","60","2","2","0","5","7","0",".259","7.1 %","26.7 %","0.27",".316",".576",".891",".317",".266","36","7.8",".360","4.6","119","1.3","0.8","-0.5","127","80","94","81","38.8 %","40.8 %","20.4 %","21.8 %","28.6 %","49.7 %","28.8 %","15482"
"2018","Franmil Reyes","Padres","87","261","285","73","48","9","0","16","36","31","24","0","80","0","0","0","5","0","0",".280","8.4 %","28.1 %","0.30",".340",".498",".838",".218",".345","44","10.4",".360","1.1","129","-0.2","0.2","-0.3","86","94","96","114","44.2 %","40.9 %","14.9 %","23.2 %","43.1 %","33.7 %","29.6 %","14566"
"2017","Aaron Altherr","Phillies","107","372","412","101","53","24","5","19","58","65","32","2","104","7","1","0","12","5","4",".272","7.8 %","25.2 %","0.31",".340",".516",".856",".245",".328","64","13.3",".359","5.5","120","-0.9","-0.1","-0.9","107","86","94","97","36.4 %","43.5 %","20.1 %","30.1 %","32.3 %","37.6 %","18.8 %","11270"
"2018","Pablo Reyes","Pirates","18","58","63","17","12","2","0","3","9","7","5","0","11","0","0","0","2","0","1",".293","7.9 %","17.5 %","0.45",".349",".483",".832",".190",".318","10","2.3",".359","2.2","127","-0.4","0.3","-0.1","106","88","70","111","25.5 %","55.3 %","19.2 %","23.4 %","31.9 %","44.7 %","17.6 %","16357"
"2019","Michael Conforto","Mets","151","549","648","141","78","29","1","33","90","92","84","5","149","10","5","0","11","7","2",".257","13.0 %","23.0 %","0.56",".363",".494",".856",".237",".290","103","21.5",".358","3.7","126","0.2","0.5","0.7","113","146","110","84","36.5 %","49.9 %","13.6 %","27.7 %","31.1 %","41.2 %","20.5 %","16376"
"2018","Adam Eaton","Nationals","95","319","370","96","72","18","1","5","55","33","38","0","64","11","0","2","2","9","1",".301","10.3 %","17.3 %","0.59",".394",".411",".805",".110",".364","56","13.0",".358","5.4","122","1.1","-0.5","0.6","75","114","120","110","32.7 %","48.6 %","18.7 %","36.2 %","31.9 %","31.9 %","7.7 %","11205"
"2018","David Dahl","Rockies","77","249","271","68","38","11","3","16","31","48","19","4","68","1","2","0","4","5","3",".273","7.0 %","25.1 %","0.28",".325",".534",".859",".261",".311","41","9.4",".357","4.9","110","-0.4","-0.1","0.6","108","78","105","91","37.7 %","46.5 %","15.9 %","21.3 %","33.3 %","45.4 %","23.2 %","13744"
"2015","Curtis Granderson","Mets","157","580","682","150","89","33","2","26","98","70","91","3","151","7","4","0","3","11","6",".259","13.3 %","22.1 %","0.60",".364",".457",".821",".198",".305","100","23.7",".357","4.2","131","-0.5","1.0","2.0","127","168","127","68","37.0 %","50.4 %","12.7 %","21.3 %","30.5 %","48.3 %","14.3 %","4747"
"2014","Seth Smith","Padres","136","443","521","118","70","31","5","12","55","48","69","3","87","4","4","0","9","1","1",".266","13.2 %","16.7 %","0.79",".367",".440",".807",".174",".305","75","18.6",".357","3.3","132","-0.7","-1.5","-0.3","93","169","100","105","33.1 %","51.4 %","15.6 %","23.9 %","29.7 %","46.4 %","10.5 %","7331"
"2015","Michael Reed","Brewers","7","6","6","2","1","1","0","0","2","0","0","0","3","0","0","0","0","0","0",".333","0.0 %","50.0 %","0.00",".333",".500",".833",".167",".667","1","0.2",".356","2.6","124","0.0","-0.8","0.0","101","0","156","73","33.3 %","33.3 %","33.3 %","66.7 %","0.0 %","33.3 %","0.0 %","13228"
"2018","Jose Martinez","Cardinals","152","534","590","163","116","30","0","17","64","83","49","0","104","2","3","2","15","0","3",".305","8.3 %","17.6 %","0.47",".364",".457",".821",".152",".351","89","19.8",".356","1.4","127","-1.6","0.1","-0.1","79","93","119","107","40.5 %","45.5 %","14.0 %","34.7 %","32.9 %","32.4 %","14.2 %","7996"
"2018","Ben Zobrist","Cubs","139","455","520","139","99","28","3","9","67","58","55","1","60","2","7","1","8","3","4",".305","10.6 %","11.5 %","0.92",".378",".440",".817",".134",".331","78","16.9",".355","3.2","123","-1.4","1.9","0.0","87","118","99","111","35.5 %","52.6 %","11.9 %","21.3 %","31.5 %","47.2 %","7.4 %","7435"
"2015","Aaron Altherr","Phillies","39","137","161","33","13","11","4","5","25","22","16","0","41","5","2","1","3","6","2",".241","9.9 %","25.5 %","0.39",".338",".489",".827",".248",".301","23","5.2",".353","8.0","124","0.3","0.6","0.1","114","125","105","87","29.3 %","50.5 %","20.2 %","30.3 %","34.3 %","35.4 %","13.5 %","11270"
"2018","Gregory Polanco","Pirates","130","461","535","117","56","32","6","23","75","81","61","5","117","3","7","0","11","12","2",".254","11.4 %","21.9 %","0.52",".340",".499",".839",".245",".287","79","16.8",".353","6.3","123","1.3","-2.5","0.2","138","127","85","77","34.0 %","46.0 %","20.0 %","19.7 %","34.6 %","45.7 %","13.8 %","12907"
"2017","Jay Bruce","Mets","103","406","448","104","55","20","0","29","61","75","39","0","102","1","2","0","9","0","1",".256","8.7 %","22.8 %","0.38",".321",".520",".841",".264",".271","67","12.0",".353","1.5","121","-0.7","-2.7","0.5","138","97","94","73","42.5 %","45.8 %","11.8 %","21.9 %","34.0 %","44.1 %","19.6 %","9892"
"2019","Mike Yastrzemski","Giants","107","371","411","101","55","22","3","21","64","55","32","1","107","4","3","1","4","2","4",".272","7.8 %","26.0 %","0.30",".334",".518",".852",".245",".325","63","11.6",".353","4.2","121","-1.5","1.9","1.2","122","88","105","79","42.7 %","40.1 %","17.2 %","28.5 %","29.6 %","42.0 %","18.4 %","14854"
"2016","Ryan Kalish","Cubs","7","7","10","2","2","0","0","0","1","2","1","0","0","1","0","1","0","0","0",".286","10.0 %","0.0 %","1.00",".444",".286",".730",".000",".286","1","0.3",".352","1.6","119","0.0","0.3","0.1","42","116","135","128","25.0 %","50.0 %","25.0 %","12.5 %","25.0 %","62.5 %","0.0 %","6962"
"2018","Yasiel Puig","Dodgers","125","405","444","108","63","21","1","23","60","63","36","2","87","1","2","0","15","15","5",".267","8.1 %","19.6 %","0.41",".327",".494",".820",".227",".286","64","12.3",".349","4.8","123","0.7","1.6","-2.2","103","90","98","99","38.4 %","37.5 %","24.1 %","23.1 %","35.0 %","41.9 %","20.0 %","14225"
"2017","Yasiel Puig","Dodgers","152","499","570","131","77","24","2","28","72","74","64","8","100","2","5","0","21","15","6",".263","11.2 %","17.5 %","0.64",".346",".487",".833",".224",".274","83","13.3",".349","4.4","117","0.1","-5.3","-2.4","101","125","78","109","32.9 %","48.8 %","18.3 %","23.0 %","30.5 %","46.5 %","19.4 %","14225"
"2016","Hunter Pence","Giants","106","395","442","114","77","23","1","13","58","57","43","1","95","1","3","0","10","1","1",".289","9.7 %","21.5 %","0.45",".357",".451",".808",".162",".348","63","11.1",".349","2.5","119","-0.5","-2.2","-0.1","83","113","79","123","30.0 %","49.8 %","20.1 %","30.0 %","36.0 %","34.0 %","15.1 %","8252"
"2015","Scott Schebler","Dodgers","19","36","40","9","6","0","0","3","6","4","3","1","13","1","0","0","0","2","1",".250","7.5 %","32.5 %","0.23",".325",".500",".825",".250",".300","6","1.1",".348","4.7","125","0.0","0.1","0.2","118","94","41","115","39.1 %","43.5 %","17.4 %","21.7 %","26.1 %","52.2 %","33.3 %","12225"
"2018","Matt Kemp","Dodgers","146","462","506","134","88","25","0","21","62","85","36","2","115","1","7","0","14","0","0",".290","7.1 %","22.7 %","0.31",".338",".481",".818",".190",".339","73","13.7",".348","1.2","122","-0.3","-2.7","-1.2","109","79","123","81","43.5 %","42.7 %","13.8 %","22.0 %","35.9 %","42.1 %","15.6 %","5631"
"2016","Steve Selsky","Reds","24","51","54","16","12","2","0","2","9","7","2","0","22","0","0","1","1","1","0",".314","3.7 %","40.7 %","0.09",".340",".471",".810",".157",".519","8","1.3",".348","5.0","114","0.2","0.5","0.0","51","43","146","116","36.7 %","53.3 %","10.0 %","33.3 %","33.3 %","33.3 %","40.0 %","12957"
"2019","Franmil Reyes","Padres","99","321","354","82","46","9","0","27","43","46","29","1","93","0","4","0","12","0","0",".255","8.2 %","26.3 %","0.31",".314",".536",".849",".280",".268","53","8.4",".347","0.7","116","-0.2","-0.3","-1.4","97","92","99","103","47.4 %","37.5 %","15.1 %","24.6 %","37.5 %","37.9 %","33.8 %","14566"
"2015","Hunter Pence","Giants","52","207","223","57","34","13","1","9","30","40","16","0","48","0","0","0","8","4","1",".275","7.2 %","21.5 %","0.33",".327",".478",".806",".203",".320","31","6.1",".347","4.9","124","0.3","-0.2","-1.3","87","90","79","119","35.2 %","45.9 %","18.9 %","28.3 %","42.1 %","29.6 %","19.6 %","8252"
"2019","Magneuris Sierra","Marlins","15","40","42","14","12","1","1","0","5","1","2","0","7","0","0","0","0","3","3",".350","4.8 %","16.7 %","0.29",".381",".425",".806",".075",".424","6","1.0",".347","6.6","117","-0.7","0.4","0.1","68","54","64","145","27.3 %","48.5 %","24.2 %","21.2 %","18.2 %","60.6 %","0.0 %","17023"
"2015","Jason Heyward","Cardinals","154","547","610","160","110","33","4","13","79","60","56","4","90","2","3","0","13","23","3",".293","9.2 %","14.8 %","0.62",".359",".439",".797",".146",".329","84","15.8",".346","6.0","121","3.1","3.3","0.8","71","116","91","126","29.1 %","48.5 %","22.4 %","24.6 %","36.3 %","39.1 %","12.0 %","4940"
"2016","Stephen Piscotty","Cardinals","153","582","649","159","99","35","3","22","86","85","51","0","133","12","2","1","14","7","5",".273","7.9 %","20.5 %","0.38",".343",".457",".800",".184",".319","91","14.5",".345","4.1","116","-1.0","-2.0","-0.6","106","91","95","97","32.1 %","52.0 %","15.9 %","25.9 %","31.9 %","42.3 %","13.5 %","13367"
"2016","Yasmany Tomas","Diamondbacks","140","530","563","144","82","30","1","31","72","83","31","4","136","1","1","0","18","2","4",".272","5.5 %","24.2 %","0.23",".313",".508",".820",".236",".310","79","12.4",".345","2.5","109","-1.5","-1.9","-2.2","92","64","99","107","41.0 %","44.1 %","14.9 %","29.6 %","29.4 %","41.0 %","25.0 %","17171"
"2018","Nick Markakis","Braves","162","623","705","185","126","43","2","14","78","93","72","10","80","1","9","0","18","1","1",".297","10.2 %","11.3 %","0.90",".366",".440",".806",".143",".318","100","17.2",".345","2.1","115","-0.7","-1.4","-1.3","86","114","122","100","40.6 %","45.7 %","13.8 %","29.2 %","39.1 %","31.7 %","8.4 %","5930"
"2017","Nick Williams","Phillies","83","313","343","90","60","14","4","12","45","55","20","0","97","6","4","0","8","1","2",".288","5.8 %","28.3 %","0.21",".338",".473",".811",".185",".375","49","6.7",".344","4.4","110","-0.9","-1.5","0.2","77","65","113","112","33.6 %","50.9 %","15.5 %","25.5 %","42.7 %","31.8 %","20.0 %","14330"
"2016","Giancarlo Stanton","Marlins","119","413","470","99","51","20","1","27","56","74","50","5","140","4","2","0","6","0","0",".240","10.6 %","29.8 %","0.36",".326",".489",".815",".249",".290","65","10.0",".344","1.8","118","-0.2","-0.9","1.0","127","123","79","90","42.9 %","40.0 %","17.1 %","22.6 %","37.1 %","40.4 %","22.7 %","4949"
"2015","Matt den Dekker","Nationals","55","99","110","25","13","6","1","5","12","12","9","0","20","0","0","2","0","0","1",".253","8.2 %","18.2 %","0.45",".315",".485",".800",".232",".270","15","2.7",".343","3.4","116","-0.4","-0.2","0.8","112","103","84","99","24.7 %","50.6 %","24.7 %","21.0 %","30.9 %","48.2 %","17.2 %","11385"
"2016","Domingo Santana","Brewers","77","246","281","63","38","14","0","11","34","32","32","0","91","2","1","0","7","2","3",".256","11.4 %","32.4 %","0.35",".345",".447",".792",".191",".359","39","5.8",".343","2.1","111","-1.0","0.0","-0.3","75","132","142","99","38.5 %","47.4 %","14.1 %","25.0 %","35.9 %","39.1 %","27.5 %","10348"
"2016","Bryce Harper","Nationals","147","506","627","123","73","24","2","24","84","86","108","20","117","3","10","0","11","21","10",".243","17.2 %","18.7 %","0.92",".373",".441",".814",".198",".264","87","13.0",".343","4.6","111","-0.3","1.1","1.4","124","199","81","90","34.1 %","46.1 %","19.8 %","26.3 %","34.3 %","39.4 %","14.3 %","11579"
"2014","Travis Snider","Pirates","140","322","359","85","56","15","1","13","37","38","34","2","67","2","0","1","10","1","1",".264","9.5 %","18.7 %","0.51",".338",".438",".776",".174",".298","48","9.1",".343","2.3","122","-0.5","1.7","-0.8","91","121","92","110","26.6 %","53.1 %","20.3 %","25.4 %","36.3 %","38.3 %","16.5 %","2830"
"2015","Mark Trumbo","Diamondbacks","46","174","184","45","23","10","3","9","23","23","10","0","39","0","0","0","4","0","0",".259","5.4 %","21.2 %","0.26",".299",".506",".805",".247",".286","25","4.3",".343","3.9","112","-0.1","-1.0","-0.1","130","68","76","89","39.3 %","48.2 %","12.6 %","27.4 %","37.8 %","34.8 %","15.5 %","6876"
"2019","Brian Anderson","Marlins","126","459","520","120","66","33","1","20","57","66","44","1","114","14","3","0","15","5","1",".261","8.5 %","21.9 %","0.39",".342",".468",".811",".207",".305","76","10.0",".342","3.5","114","0.3","0.2","-0.8","100","96","89","106","44.3 %","36.2 %","19.5 %","29.0 %","32.8 %","38.2 %","16.3 %","18289"
"2019","Kyle Garlick","Dodgers","30","48","53","12","5","4","0","3","8","6","5","1","19","0","0","0","0","0","0",".250","9.4 %","35.8 %","0.26",".321",".521",".842",".271",".346","8","1.0",".342","1.7","114","0.0","0.2","0.1","165","106","95","48","51.7 %","34.5 %","13.8 %","37.9 %","24.1 %","37.9 %","17.6 %","18063"
"2017","David Peralta","Diamondbacks","140","525","577","154","106","31","3","14","82","57","43","1","94","6","3","0","7","8","4",".293","7.5 %","16.3 %","0.46",".352",".444",".796",".150",".333","81","10.2",".342","4.6","104","-0.5","0.8","0.9","75","83","90","124","31.8 %","47.0 %","21.2 %","30.0 %","38.7 %","31.3 %","12.2 %","2136"
"2019","Adam Eaton","Nationals","151","566","656","158","111","25","7","15","103","49","65","0","106","13","3","9","8","15","3",".279","9.9 %","16.2 %","0.61",".365",".428",".792",".148",".319","95","12.3",".342","6.5","107","1.3","1.6","0.6","114","112","92","92","34.1 %","46.4 %","19.5 %","32.0 %","35.2 %","32.8 %","8.2 %","11205"
"2014","Matt McBride","Rockies","21","31","34","7","3","2","0","2","6","6","2","0","12","1","0","0","0","0","0",".226","5.9 %","35.3 %","0.17",".294",".484",".778",".258",".294","4","0.8",".342","2.6","100","0.0","0.1","0.3","185","75","25","70","21.1 %","47.4 %","31.6 %","26.3 %","26.3 %","47.4 %","16.7 %","9373"
"2014","Hunter Pence","Giants","162","650","708","180","121","29","10","20","106","74","52","3","130","3","3","0","13","13","6",".277","7.3 %","18.4 %","0.40",".332",".445",".777",".168",".318","93","16.6",".341","6.4","122","-0.3","6.3","0.1","99","94","66","116","28.1 %","47.4 %","24.5 %","25.4 %","32.1 %","42.5 %","11.3 %","8252"
"2016","Jay Bruce","- - -","147","539","589","135","69","27","6","33","74","99","44","7","126","3","3","0","14","4","2",".250","7.5 %","21.4 %","0.35",".309",".506",".815",".256",".266","80","10.4",".340","4.4","111","-0.3","-3.1","0.3","120","86","103","83","38.2 %","47.1 %","14.7 %","19.7 %","35.8 %","44.5 %","19.4 %","9892"
"2014","Ryan Braun","Brewers","135","530","580","141","86","30","6","19","68","81","41","3","113","6","3","0","17","11","5",".266","7.1 %","19.5 %","0.36",".324",".453",".777",".187",".304","76","13.3",".340","5.3","113","-0.2","-3.8","-2.2","97","90","95","105","33.7 %","49.9 %","16.5 %","31.0 %","33.9 %","35.1 %","13.8 %","3410"
"2018","Tyler O'Neill","Cardinals","61","130","142","33","19","5","0","9","29","23","7","0","57","3","2","0","0","2","0",".254","4.9 %","40.1 %","0.12",".303",".500",".803",".246",".364","19","2.9",".340","5.2","116","0.3","1.0","0.9","138","55","104","68","45.3 %","41.3 %","13.3 %","18.7 %","36.0 %","45.3 %","25.0 %","15711"
"2014","Charlie Blackmon","Rockies","154","593","648","171","122","27","3","19","82","72","31","5","96","13","5","6","3","28","10",".288","4.8 %","14.8 %","0.32",".335",".440",".775",".152",".315","84","14.6",".339","5.7","99","1.2","1.1","1.2","108","61","103","92","28.4 %","50.5 %","21.1 %","25.6 %","33.1 %","41.2 %","10.4 %","7859"
"2016","Josh Bell","Pirates","45","128","152","35","24","8","0","3","18","19","21","0","19","0","3","0","4","0","1",".273","13.8 %","12.5 %","1.11",".368",".406",".775",".133",".294","21","2.7",".339","1.7","112","-0.5","-0.7","-0.2","84","160","101","112","33.0 %","44.6 %","22.3 %","42.9 %","34.8 %","22.3 %","9.4 %","13145"
"2016","Curtis Granderson","Mets","150","545","633","129","70","24","5","30","88","59","74","7","130","9","5","0","10","4","2",".237","11.7 %","20.5 %","0.57",".335",".464",".799",".228",".254","86","11.0",".339","4.4","116","-0.3","2.2","0.0","123","135","102","81","36.9 %","47.4 %","15.7 %","19.8 %","36.7 %","43.6 %","17.0 %","4747"
