"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","wRC","wRAA","wOBA","Spd","wRC+","wSB","UBR","wGDP","FB%+","BB%+","LD+%","GB%+","Hard%","Med%","Soft%","Oppo%","Cent%","Pull%","HR/FB","playerid"
"2019","Jose Pirela","- - -","14","22","24","4","2","1","0","1","1","2","2","0","7","0","0","0","1","0","0",".182","8.3 %","29.2 %","0.29",".250",".364",".614",".182",".214","2","-1.2",".262","0.1","60","0.0","0.0","-0.3","132","94","92","78","33.3 %","40.0 %","26.7 %","33.3 %","26.7 %","40.0 %","14.3 %","5485"
"2014","Andrew Brown","Mets","19","44","49","8","5","1","0","2","6","7","3","0","15","1","1","0","2","0","0",".182","6.1 %","30.6 %","0.20",".245",".341",".586",".159",".214","3","-1.8",".261","2.3","67","0.0","-0.3","-0.4","107","78","32","126","30.0 %","50.0 %","20.0 %","16.7 %","56.7 %","26.7 %","18.2 %","3837"
"2015","Grady Sizemore","Phillies","39","98","104","24","19","5","0","0","4","6","6","0","23","0","0","0","2","0","0",".245","5.8 %","22.1 %","0.26",".288",".296",".584",".051",".320","7","-4.3",".261","0.4","61","0.0","-0.5","0.1","81","73","106","111","25.3 %","53.3 %","21.3 %","26.7 %","32.0 %","41.3 %","0.0 %","2197"
"2018","Dexter Fowler","Cardinals","90","289","334","52","34","10","0","8","40","31","38","0","75","3","4","0","2","5","2",".180","11.4 %","22.5 %","0.51",".278",".298",".576",".118",".210","24","-14.8",".260","4.0","63","0.0","1.1","1.2","113","127","84","98","33.9 %","46.3 %","19.7 %","25.7 %","31.2 %","43.1 %","9.3 %","4062"
"2019","Pablo Reyes","Pirates","71","143","157","29","18","7","2","2","18","19","13","0","36","1","0","0","0","1","1",".203","8.3 %","22.9 %","0.36",".274",".322",".596",".119",".257","12","-8.1",".260","5.4","58","-0.3","1.5","0.6","112","93","61","110","33.6 %","45.8 %","20.6 %","24.3 %","30.8 %","44.9 %","4.8 %","16357"
"2018","Dylan Cozens","Phillies","26","38","44","6","3","2","0","1","2","2","6","0","24","0","0","0","0","1","0",".158","13.6 %","54.5 %","0.25",".273",".289",".562",".132",".385","3","-2.1",".257","3.2","57","0.2","0.1","0.1","102","152","98","99","50.0 %","42.9 %","7.1 %","14.3 %","42.9 %","42.9 %","20.0 %","15115"
"2015","Travis Jankowski","Padres","34","90","96","19","13","2","2","2","9","12","4","0","24","0","0","2","1","2","1",".211","4.2 %","25.0 %","0.17",".245",".344",".589",".133",".266","6","-4.4",".256","6.5","62","0.0","0.4","0.3","82","52","45","139","13.2 %","57.4 %","29.4 %","32.4 %","42.7 %","25.0 %","11.8 %","13768"
"2018","Noel Cuevas","Rockies","75","146","153","34","27","4","1","2","16","10","6","1","24","1","0","0","1","1","0",".233","3.9 %","15.7 %","0.25",".268",".315",".583",".082",".267","10","-7.6",".254","4.7","41","0.1","-0.9","0.6","101","44","85","107","23.0 %","47.5 %","29.5 %","22.1 %","37.7 %","40.2 %","4.8 %","11894"
"2016","Jimmy Paredes","Phillies","76","143","150","31","20","7","0","4","13","17","5","0","44","0","1","1","0","0","1",".217","3.3 %","29.3 %","0.11",".242",".350",".591",".133",".281","10","-8.0",".254","1.8","53","-0.5","1.0","0.9","83","39","81","122","26.7 %","55.5 %","17.8 %","26.7 %","30.7 %","42.6 %","14.3 %","5481"
"2014","Rymer Liriano","Padres","38","109","121","24","21","2","0","1","13","6","9","1","39","2","1","0","6","4","1",".220","7.4 %","32.2 %","0.23",".289",".266",".555",".046",".329","8","-5.3",".253","4.8","62","0.3","0.2","-0.8","79","95","116","108","23.9 %","57.8 %","18.3 %","26.8 %","35.2 %","38.0 %","5.3 %","4779"
"2018","Rafael Ortega","Marlins","41","133","143","31","27","3","1","0","10","7","10","0","23","0","0","0","5","5","2",".233","7.0 %","16.1 %","0.43",".287",".271",".557",".038",".282","9","-7.4",".251","5.0","58","0.1","-0.8","-1.4","92","78","101","106","28.2 %","50.9 %","20.9 %","28.2 %","35.5 %","36.4 %","0.0 %","10323"
"2015","Corey Hart","Pirates","35","54","57","12","9","1","0","2","3","9","1","1","19","1","1","0","5","0","0",".222","1.8 %","33.3 %","0.05",".246",".352",".597",".130",".294","4","-2.9",".251","0.1","55","0.0","-1.1","-1.3","76","22","104","116","22.2 %","50.0 %","27.8 %","22.2 %","22.2 %","55.6 %","22.2 %","1945"
"2018","Chris Owings","Diamondbacks","106","281","309","58","39","15","0","4","34","22","24","4","75","2","2","0","4","11","4",".206","7.8 %","24.3 %","0.32",".272",".302",".574",".096",".265","20","-16.2",".250","4.9","52","0.4","-0.4","0.2","110","87","102","91","38.9 %","43.3 %","17.8 %","29.8 %","33.2 %","37.0 %","5.1 %","10030"
"2015","Ichiro Suzuki","Marlins","153","398","438","91","79","5","6","1","45","21","31","1","51","0","4","5","8","11","5",".229","7.1 %","11.6 %","0.61",".282",".279",".561",".050",".257","27","-22.0",".250","6.1","56","0.0","-1.1","0.2","70","89","86","128","13.5 %","60.4 %","26.1 %","34.0 %","37.9 %","28.1 %","1.2 %","1101"
"2016","Ramon Flores","Brewers","104","249","289","51","41","8","0","2","18","19","31","3","58","2","4","3","11","3","0",".205","10.7 %","20.1 %","0.53",".294",".261",".555",".056",".254","18","-16.2",".250","2.8","49","0.4","0.1","-1.7","83","124","80","122","26.3 %","54.0 %","19.7 %","29.3 %","32.3 %","38.4 %","3.6 %","11165"
"2016","Alex Presley","Brewers","47","116","129","23","18","2","0","3","12","11","11","1","25","1","1","0","2","0","2",".198","8.5 %","19.4 %","0.44",".271",".293",".564",".095",".225","8","-7.3",".250","2.1","49","-0.9","1.2","0.8","92","99","103","105","27.2 %","51.1 %","21.7 %","33.7 %","30.4 %","35.9 %","10.3 %","5305"
"2017","Travis Taijeron","Mets","26","52","59","9","6","2","0","1","3","3","5","0","24","2","0","0","1","0","0",".173","8.5 %","40.7 %","0.21",".271",".269",".540",".096",".296","4","-3.6",".248","0.5","52","0.0","0.1","0.3","81","94","104","113","39.3 %","42.9 %","17.9 %","28.6 %","17.9 %","53.6 %","12.5 %","11935"
"2018","Brandon Dixon","Reds","74","118","124","21","10","6","0","5","14","10","6","0","43","0","0","0","2","0","0",".178","4.8 %","34.7 %","0.14",".218",".356",".574",".178",".229","8","-6.9",".247","2.1","48","0.0","0.3","0.1","101","54","99","100","38.7 %","45.3 %","16.0 %","24.0 %","32.0 %","44.0 %","19.2 %","15214"
"2014","Logan Schafer","Brewers","65","116","136","21","11","9","1","0","13","8","15","3","27","1","1","3","0","2","1",".181","11.0 %","19.9 %","0.56",".278",".276",".554",".095",".233","8","-6.7",".246","5.3","49","-0.1","0.4","0.7","111","141","85","99","26.9 %","48.4 %","24.7 %","26.9 %","38.7 %","34.4 %","0.0 %","7937"
"2014","Nate Schierholtz","- - -","122","353","383","69","47","11","4","7","32","37","20","0","84","4","6","0","6","4","5",".195","5.2 %","21.9 %","0.24",".243",".309",".552",".113",".231","22","-18.8",".246","4.5","52","-1.4","0.5","0.9","117","67","94","90","27.6 %","48.0 %","24.4 %","20.7 %","35.6 %","43.6 %","6.4 %","6201"
"2018","Jarrod Dyson","Diamondbacks","67","206","237","39","31","4","2","2","29","12","27","2","34","0","1","3","3","16","3",".189","11.4 %","14.3 %","0.79",".282",".257",".539",".068",".216","14","-13.6",".244","7.5","48","1.8","1.7","0.3","90","127","103","107","22.7 %","56.3 %","21.0 %","23.3 %","36.9 %","39.8 %","4.0 %","4866"
"2014","Ryan Doumit","Braves","100","157","166","31","22","4","0","5","11","17","7","1","49","1","1","0","1","1","0",".197","4.2 %","29.5 %","0.14",".235",".318",".553",".121",".250","9","-8.4",".244","2.3","51","0.1","0.3","0.5","118","54","83","94","24.8 %","52.3 %","22.9 %","23.9 %","25.7 %","50.5 %","11.4 %","2113"
"2017","Justin Ruggiano","Giants","19","60","63","13","10","1","0","2","2","4","1","0","17","1","1","0","0","1","1",".217","1.6 %","27.0 %","0.06",".238",".333",".571",".117",".262","4","-4.1",".244","1.9","49","-0.3","-0.9","0.4","139","18","68","84","31.8 %","52.3 %","15.9 %","15.9 %","36.4 %","47.7 %","9.5 %","7620"
"2014","Nate McLouth","Nationals","79","139","162","24","17","6","0","1","10","7","16","1","35","5","1","1","0","4","1",".173","9.9 %","21.6 %","0.46",".280",".237",".517",".065",".221","9","-8.3",".243","3.7","50","0.3","1.1","0.9","112","126","47","116","32.1 %","45.3 %","22.6 %","23.6 %","25.5 %","50.9 %","2.6 %","3190"
"2018","Matt Szczur","Padres","57","75","84","14","10","3","0","1","11","6","8","0","24","0","0","1","2","3","0",".187","9.5 %","28.6 %","0.33",".265",".267",".532",".080",".260","5","-5.0",".242","6.1","50","0.6","-0.6","0.2","115","106","82","97","28.9 %","46.2 %","25.0 %","25.0 %","38.5 %","36.5 %","5.0 %","11255"
"2015","John Mayberry","Mets","59","110","119","18","8","6","1","3","8","9","9","0","33","0","0","0","2","1","0",".164","7.6 %","27.7 %","0.27",".227",".318",".545",".155",".203","6","-7.0",".240","4.6","51","0.2","0.0","0.1","106","95","115","88","33.8 %","50.7 %","15.6 %","18.2 %","31.2 %","50.7 %","11.1 %","3390"
"2017","Alex Verdugo","Dodgers","15","23","25","4","3","0","0","1","1","1","2","0","4","0","0","0","1","0","1",".174","8.0 %","16.0 %","0.50",".240",".304",".544",".130",".167","1","-1.7",".240","1.6","46","-0.4","-0.1","-0.2","30","89","154","131","21.1 %","52.6 %","26.3 %","47.4 %","5.3 %","47.4 %","50.0 %","17027"
"2019","Cesar Puello","Marlins","32","84","97","15","12","2","0","1","8","6","7","1","30","5","0","1","1","0","0",".179","7.2 %","30.9 %","0.23",".281",".238",".519",".060",".264","5","-6.9",".237","1.6","46","-0.1","-0.1","0.0","37","81","102","151","38.2 %","30.9 %","30.9 %","18.2 %","32.7 %","49.1 %","14.3 %","7216"
