Name,Season,playerid,runsPredicted,HRsPredicted,RBIsPredicted,AVGPredicted,opsPredicted,linearSVRRuns,linearSvrHR,linearSvrRBI,linearSvrAVG,linearSvrOPS,svrRuns,SvrHR,svrRBI,svrAVG,svrOPS,runs,hr,rbi,avg,ops
Alejandro De Aza,2017,3371,32.90910847,6.830196388,27.31606785,0.234596383,0.66729287,33.66076265,6.820879339,28.1469353,0.230662883,0.667660388,34.53880644,7.023569049,27.95226058,0.254,0.72478094,#REF!,#REF!,#REF!,#REF!,#REF!
Nick Hundley,2017,3376,37.84269993,10.49751999,39.25850813,0.261246657,0.760264083,37.3964374,10.37894361,40.05587144,0.261921882,0.760137759,38.37951651,9.890195585,37.85665005,0.254,0.76772762,#REF!,#REF!,#REF!,#REF!,#REF!
Cliff Pennington,2017,3395,33.14796961,4.507023182,30.18278845,0.237275266,0.673476317,33.60599091,4.648804209,29.10827441,0.234437073,0.673875686,30.72785862,5.180057115,27.69628164,0.254,0.72740369,#REF!,#REF!,#REF!,#REF!,#REF!
Ryan Braun,2017,3410,77.68411242,27.55375323,81.95542263,0.291742117,0.875669216,76.43870811,27.25529501,81.4627787,0.302027157,0.874539209,76.20239345,30.47164546,86.19831645,0.254,0.81829654,#REF!,#REF!,#REF!,#REF!,#REF!
Allen Craig,2017,3433,47.96798018,9.827831307,42.51980972,0.225023496,0.594085256,46.70765648,9.584047379,43.9649737,0.216102157,0.594724581,47.74809068,9.248739118,44.19097458,0.254,0.671582726,#REF!,#REF!,#REF!,#REF!,#REF!
Nolan Reimold,2017,3441,23.78092468,6.018150517,21.02550846,0.228062371,0.664987836,23.29535308,6.124644986,21.83026009,0.222864926,0.665291957,25.03432935,5.899905408,22.73668511,0.254,0.723277024,#REF!,#REF!,#REF!,#REF!,#REF!
Anthony Rizzo,2017,3473,97.60515474,31.41141081,99.73639527,0.286383648,0.918359779,96.28976711,30.55375953,100.6610406,0.300695652,0.916770748,91.00156734,33.15684624,93.05303236,0.254,0.860160302,#REF!,#REF!,#REF!,#REF!,#REF!
Eric Hosmer,2017,3516,76.39070225,23.72458461,78.33765255,0.282491476,0.774804974,77.67965319,23.32737195,76.80321819,0.28716302,0.77437891,82.06708248,23.25137726,80.21625341,0.254,0.779439671,#REF!,#REF!,#REF!,#REF!,#REF!
Troy Tulowitzki,2017,3531,63.70844163,19.54509354,70.56002331,0.268408495,0.793209457,62.93023379,19.13858813,68.69878498,0.272380815,0.79262243,61.41334744,20.83686871,69.87599775,0.254,0.783419359,#REF!,#REF!,#REF!,#REF!,#REF!
Rene Rivera,2017,3648,20.19575315,6.815764021,26.60544703,0.213483164,0.600675303,20.6013988,6.755922432,24.84481376,0.20380521,0.601227492,22.18901792,6.351323851,24.1208202,0.254,0.668376221,#REF!,#REF!,#REF!,#REF!,#REF!
Skip Schumaker,2017,3704,35.04486485,5.263349132,33.11497845,0.239818788,0.663859737,35.64960486,5.249069123,32.81375429,0.235978485,0.66432994,35.5530453,5.356016881,31.58376775,0.254,0.719653313,#REF!,#REF!,#REF!,#REF!,#REF!
Geovany Soto,2017,3707,23.33593817,11.29928296,25.81529678,0.227145985,0.707008417,21.95611765,11.35468892,26.18381818,0.223687106,0.706979057,22.4933343,8.524708667,26.67259954,0.254,0.757541029,#REF!,#REF!,#REF!,#REF!,#REF!
Rajai Davis,2017,3708,52.7917493,10.91285095,40.91489537,0.256199447,0.712293724,51.11286767,10.62647302,42.97140655,0.254545333,0.71242191,49.5480519,11.48669792,44.17167145,0.254,0.749968953,#REF!,#REF!,#REF!,#REF!,#REF!
David Wright,2017,3787,61.47405559,10.28607148,58.4549728,0.275086988,0.698006539,63.0175298,10.03485291,56.12794208,0.275701548,0.698477599,64.60402754,7.599687221,55.47587166,0.254,0.744440498,#REF!,#REF!,#REF!,#REF!,#REF!
J.J. Hardy,2017,3797,45.08140415,8.569880961,48.12322996,0.246592875,0.666889649,45.31029154,8.309074688,45.2280915,0.241922104,0.667322108,46.71164445,8.087421664,44.71591584,0.254,0.717394992,#REF!,#REF!,#REF!,#REF!,#REF!
Gregorio Petit,2017,3812,20.38851905,0.406435509,18.4881676,0.240167753,0.646952977,21.00316503,0.543743571,18.33637311,0.234883808,0.647644235,22.8457585,2.480613822,20.65718891,0.254,0.703718198,#REF!,#REF!,#REF!,#REF!,#REF!
Joaquin Arias,2017,3817,13.72439137,-5.07630906,14.74979868,0.220931252,0.581963361,16.37039121,-4.846805218,12.60879693,0.212097077,0.583092429,24.78345552,0.778280287,19.51971878,0.254,0.660496795,#REF!,#REF!,#REF!,#REF!,#REF!
Chris Young,2017,3882,34.28742056,10.23806251,36.42356064,0.25792139,0.810242308,33.46603701,10.12959483,36.34326529,0.261393306,0.809934858,32.47063389,9.394350055,35.82630004,0.254,0.785555916,#REF!,#REF!,#REF!,#REF!,#REF!
Josh Reddick,2017,3892,58.4391928,11.06234555,52.26014541,0.265906128,0.760773939,57.62128498,10.92840971,52.25970144,0.269015438,0.760762899,55.15547666,10.45556639,51.96611581,0.254,0.77255497,#REF!,#REF!,#REF!,#REF!,#REF!
Dayan Viciedo,2017,3917,65.37287159,18.76032872,64.10162857,0.234845348,0.686088932,60.9436346,18.11028744,66.20325506,0.230229971,0.685835653,59.21414517,20.05655133,66.66998918,0.254,0.753986933,#REF!,#REF!,#REF!,#REF!,#REF!
Chris Heisey,2017,3978,30.05841067,8.080274175,30.38924378,0.213080266,0.643046248,29.30777026,7.663395274,30.11812589,0.20469287,0.643309854,31.07583098,7.069121788,28.88271284,0.254,0.715740402,#REF!,#REF!,#REF!,#REF!,#REF!
Brandon Hicks,2017,4003,22.91610648,10.34640097,21.96838977,0.18335011,0.599046355,21.43938813,10.08224052,22.07584974,0.173341355,0.599278186,23.26242069,8.095602066,25.69939478,0.254,0.696680411,#REF!,#REF!,#REF!,#REF!,#REF!
Melky Cabrera,2017,4022,76.1358697,17.59323745,74.93941066,0.282958959,0.773267569,77.70974599,17.04782533,73.30957282,0.287646662,0.773201532,82.84972805,14.34972063,70.90646902,0.254,0.776074378,#REF!,#REF!,#REF!,#REF!,#REF!
Emilio Bonifacio,2017,4054,46.23032248,2.146288885,30.59446472,0.258013919,0.650014731,44.87793211,2.222878844,31.38306528,0.2544184,0.650786219,45.75034983,2.899653658,33.74675723,0.254,0.708469957,#REF!,#REF!,#REF!,#REF!,#REF!
Dexter Fowler,2017,4062,82.36887088,14.86523515,53.46352527,0.286671623,0.808485688,79.11754332,14.77519443,57.82915228,0.295199149,0.80813432,72.76453405,13.59553069,61.44927575,0.254,0.789153952,#REF!,#REF!,#REF!,#REF!,#REF!
Erick Aybar,2017,4082,50.91561806,4.431125993,45.03989509,0.254568209,0.635465431,52.6352341,4.373924762,40.93899811,0.249840488,0.636350656,53.87607297,3.766758353,43.11231287,0.254,0.689961733,#REF!,#REF!,#REF!,#REF!,#REF!
Michael Brantley,2017,4106,71.0342708,17.74903142,70.7965015,0.28213013,0.817741357,72.19433742,17.43679804,69.14880557,0.290206916,0.817350333,73.51834212,16.54019127,70.38045781,0.254,0.791537632,#REF!,#REF!,#REF!,#REF!,#REF!
Yunel Escobar,2017,4191,70.80896422,6.805277587,52.87167181,0.293485609,0.75098451,70.99700662,7.006463326,51.66365083,0.299073975,0.751439392,69.67658337,5.636120441,52.29986356,0.254,0.767797097,#REF!,#REF!,#REF!,#REF!,#REF!
Ryan Zimmerman,2017,4220,42.4297873,15.01898405,50.1155772,0.231681159,0.696195464,41.90112206,14.59383901,47.27141575,0.2270122,0.696134362,43.23633011,15.87438656,46.87514932,0.254,0.744588659,#REF!,#REF!,#REF!,#REF!,#REF!
Howie Kendrick,2017,4229,61.6760127,10.18886404,49.20619228,0.273353273,0.713083275,61.59599202,10.26128299,48.82751901,0.274470734,0.713488606,60.46453063,10.80201964,49.17092383,0.254,0.748846804,#REF!,#REF!,#REF!,#REF!,#REF!
Jose Lobaton,2017,4243,22.02359757,-1.288656756,16.77357711,0.231898819,0.591036588,20.67189551,-1.037048666,17.30287437,0.223871253,0.59190891,23.62074149,1.911425472,19.95323929,0.254,0.667088388,#REF!,#REF!,#REF!,#REF!,#REF!
Stephen Drew,2017,4251,41.60993794,12.61415449,43.96040658,0.213501849,0.649178749,40.2552944,12.14234808,43.65362727,0.206403491,0.649264153,39.5582605,11.58359782,42.16309552,0.254,0.718805393,#REF!,#REF!,#REF!,#REF!,#REF!
Matt Wieters,2017,4298,44.3522556,13.51614475,49.71780919,0.246987307,0.719998294,43.91800537,13.25199951,48.78321531,0.245246824,0.719950137,44.12865131,13.6471659,47.11808304,0.254,0.757201998,#REF!,#REF!,#REF!,#REF!,#REF!
Joey Votto,2017,4314,100.4350242,27.68572271,91.34150695,0.322358041,0.970194486,100.8061552,27.61203439,89.93330877,0.343753484,0.968703003,90.99808076,28.66805896,88.68540342,0.254,0.888382141,#REF!,#REF!,#REF!,#REF!,#REF!
Daniel Murphy,2017,4316,75.50167731,21.83506367,83.96531504,0.298642245,0.895690601,77.07916412,21.18346302,81.18498419,0.31056675,0.894843904,79.021938,21.51258476,78.78951959,0.254,0.825389225,#REF!,#REF!,#REF!,#REF!,#REF!
Scott Van Slyke,2017,4365,38.62145352,9.958876396,39.15406107,0.266841332,0.775732513,38.7537773,10.00785751,38.75479852,0.270106849,0.775679871,36.77929988,9.655475116,36.75341969,0.254,0.778451368,#REF!,#REF!,#REF!,#REF!,#REF!
Chris Denorfia,2017,4400,38.56423791,6.071049421,33.38132268,0.249689242,0.680955696,38.43296655,6.102357912,33.89411298,0.247085249,0.681375071,37.40526383,6.484231436,32.5156009,0.254,0.732497741,#REF!,#REF!,#REF!,#REF!,#REF!
Jed Lowrie,2017,4418,36.42516991,3.101497562,31.06254681,0.243120244,0.662770474,36.29052392,3.194900762,29.89788882,0.239698283,0.663412741,35.33977215,3.652945697,29.13079356,0.254,0.713831691,#REF!,#REF!,#REF!,#REF!,#REF!
Brandon Moss,2017,4467,59.28987796,23.21468954,68.8952433,0.24280047,0.760894288,56.67349782,22.45472572,68.29573832,0.242373508,0.760089297,53.8987103,24.53712346,67.42727699,0.254,0.778843673,#REF!,#REF!,#REF!,#REF!,#REF!
James Loney,2017,4556,43.21596817,5.405631963,43.06759336,0.252607218,0.697654594,43.16491739,5.438298582,41.20432825,0.251075107,0.698136714,43.61768755,5.736411668,39.64439441,0.254,0.73725961,#REF!,#REF!,#REF!,#REF!,#REF!
Starlin Castro,2017,4579,66.44742031,16.73022989,72.44650756,0.271539489,0.718806647,65.86966736,16.29671753,69.82375307,0.270900196,0.718781569,68.40912236,16.97723941,69.06912183,0.254,0.756075574,#REF!,#REF!,#REF!,#REF!,#REF!
Nick Swisher,2017,4599,39.3284772,10.06367839,39.68372318,0.229158309,0.665085252,38.89974103,9.925630544,39.14024219,0.224825356,0.66532825,37.98662958,9.686508491,37.1659929,0.254,0.727020284,#REF!,#REF!,#REF!,#REF!,#REF!
Prince Fielder,2017,4613,49.52094616,12.99602167,54.07375289,0.238266046,0.690502586,50.66937351,12.71272216,51.22665314,0.236035816,0.690551505,50.29883102,12.19146237,49.62502377,0.254,0.738957626,#REF!,#REF!,#REF!,#REF!,#REF!
Russell Martin,2017,4616,60.33443447,20.93869499,62.11898563,0.254675101,0.759127718,60.66000642,20.66963568,61.480402,0.25717507,0.758667405,58.24579625,22.43208931,62.47546762,0.254,0.778032655,#REF!,#REF!,#REF!,#REF!,#REF!
Junior Lake,2017,4672,31.93428296,9.458936667,30.30906205,0.222208378,0.597060003,29.65980886,9.073317713,31.62021338,0.21132551,0.597459107,30.04670073,8.027660287,30.36125367,0.254,0.675461292,#REF!,#REF!,#REF!,#REF!,#REF!
Ben Revere,2017,4712,50.29688319,2.928206489,28.23146916,0.243498159,0.620292526,49.55467567,2.822695532,29.83007611,0.237216061,0.62118515,51.34947755,2.760401586,35.96698834,0.254,0.67947706,#REF!,#REF!,#REF!,#REF!,#REF!
Chase Headley,2017,4720,63.85021996,12.91302358,56.78846291,0.265138398,0.705123579,63.47804692,12.78488342,55.74904217,0.265178432,0.705273986,61.34113966,12.94428691,55.58366339,0.254,0.748558213,#REF!,#REF!,#REF!,#REF!,#REF!
Jacoby Ellsbury,2017,4727,66.30707953,9.964882388,52.60187101,0.264772864,0.696002709,66.47752102,9.802140093,50.69163602,0.264455088,0.696393518,64.88222743,8.148823973,50.95057644,0.254,0.737321389,#REF!,#REF!,#REF!,#REF!,#REF!
Curtis Granderson,2017,4747,88.89579734,24.02714229,81.30838088,0.256609083,0.79710341,83.7807981,23.39803952,82.17854722,0.261454259,0.796165288,80.0647185,24.65838797,86.60693168,0.254,0.790079122,#REF!,#REF!,#REF!,#REF!,#REF!
John Baker,2017,4756,13.39418869,-2.925693952,13.74963325,0.201929388,0.504027354,14.45369195,-2.82050296,12.09100893,0.188869735,0.505143553,22.88163747,3.114758738,22.17405029,0.254,0.58801744,#REF!,#REF!,#REF!,#REF!,#REF!
Jeff Francoeur,2017,4792,32.7015977,8.35655466,37.74820942,0.254884199,0.68816362,33.81073249,8.263785854,35.89836088,0.251295567,0.688451617,35.68297185,8.375760596,33.5274428,0.254,0.733033523,#REF!,#REF!,#REF!,#REF!,#REF!
Brian McCann,2017,4810,59.4739645,19.11074284,63.78940106,0.24176367,0.745136693,58.64853429,18.64981253,62.97394164,0.242284295,0.74464465,56.77610098,20.34154642,62.9096487,0.254,0.77419208,#REF!,#REF!,#REF!,#REF!,#REF!
Jarrod Dyson,2017,4866,32.19681203,0.551446377,17.87126526,0.25399388,0.709143251,33.18332246,0.729973385,19.26563876,0.253485443,0.709722161,30.60697907,2.244852784,22.76615099,0.254,0.744130205,#REF!,#REF!,#REF!,#REF!,#REF!
Carlos Gomez,2017,4881,53.16375153,14.97787972,53.40512416,0.257867932,0.709410559,52.07918697,14.6553915,53.49214079,0.256405446,0.709391384,50.95096868,15.88803438,52.68928986,0.254,0.753365723,#REF!,#REF!,#REF!,#REF!,#REF!
Mike Moustakas,2017,4892,59.38750372,15.84980001,61.06417445,0.247182895,0.727785624,58.6498357,15.39146069,60.44198913,0.246881573,0.727606848,56.64997956,15.83422854,59.94470813,0.254,0.765478285,#REF!,#REF!,#REF!,#REF!,#REF!
Matt Dominguez,2017,4903,57.02882103,13.32984106,61.95161328,0.223814287,0.586094802,55.40197392,12.74734507,59.33936195,0.212973152,0.586552941,56.86258186,12.12113743,57.53911912,0.254,0.683338835,#REF!,#REF!,#REF!,#REF!,#REF!
Ender Inciarte,2017,4922,68.75874493,4.52685571,42.65791769,0.285905669,0.73066298,67.76162647,4.631672795,42.63927249,0.28908107,0.731206052,66.13095121,3.92752972,45.64651518,0.254,0.75404937,#REF!,#REF!,#REF!,#REF!,#REF!
Jason Heyward,2017,4940,67.3394671,11.09511215,54.27755468,0.258848987,0.691518966,66.90302654,10.89501646,54.54104089,0.258088701,0.691891091,66.42957237,9.257440713,54.67431492,0.254,0.736673441,#REF!,#REF!,#REF!,#REF!,#REF!
Giancarlo Stanton,2017,4949,58.19571532,28.38878879,73.13985408,0.267409792,0.869533574,56.12574653,27.86377756,71.69905735,0.274374851,0.868240709,54.57082056,26.01038624,68.20506547,0.254,0.818543277,#REF!,#REF!,#REF!,#REF!,#REF!
Ryan Hanigan,2017,4952,34.01909557,5.860626599,31.52593346,0.236526716,0.684888019,34.18623344,5.98838129,31.20588827,0.234503799,0.685242113,31.76389851,6.359572453,29.4572217,0.254,0.738539629,#REF!,#REF!,#REF!,#REF!,#REF!
Asdrubal Cabrera,2017,4962,72.21272971,17.82094712,71.83910963,0.271946287,0.778883343,69.65429843,17.33156888,71.55307182,0.275466247,0.778476238,69.05549721,17.84436024,73.41073789,0.254,0.780431585,#REF!,#REF!,#REF!,#REF!,#REF!
Luis Valbuena,2017,4969,51.7613279,15.75613531,52.93341982,0.254538766,0.791574283,49.77384122,15.55743729,52.73943145,0.258121016,0.791107578,46.50585485,15.63160959,51.88059735,0.254,0.784890239,#REF!,#REF!,#REF!,#REF!,#REF!
Stephen Vogt,2017,5000,56.31661627,14.1583074,59.22517112,0.254034262,0.736968073,55.94058983,13.72050229,58.00943946,0.254134957,0.736894044,54.30382515,13.4410303,56.90646529,0.254,0.764500481,#REF!,#REF!,#REF!,#REF!,#REF!
Melvin Upton Jr.,2017,5015,49.67320687,13.85699447,49.00019934,0.257986894,0.704589154,48.26699138,13.62529052,48.24669568,0.255644859,0.704582318,47.26388791,14.74659104,48.21154296,0.254,0.750201838,#REF!,#REF!,#REF!,#REF!,#REF!
Josh Donaldson,2017,5038,106.1390316,34.88009402,102.6895418,0.287262127,0.933286367,103.2407007,34.00236565,103.8835129,0.302804392,0.93139703,92.71410689,34.26538627,87.63583873,0.254,0.867363542,#REF!,#REF!,#REF!,#REF!,#REF!
Anthony Gose,2017,5097,48.54691586,7.030853205,35.75865945,0.256470654,0.680379264,47.3133169,7.069747689,37.03854401,0.254723656,0.680769176,45.65512969,7.56239062,37.5848516,0.254,0.733056801,#REF!,#REF!,#REF!,#REF!,#REF!
Jefry Marte,2017,5107,33.58519452,16.69573291,41.47839937,0.240683744,0.790931931,32.57394429,16.42009036,40.977052,0.241313047,0.790479228,32.08843811,14.70219087,40.19706373,0.254,0.781933593,#REF!,#REF!,#REF!,#REF!,#REF!
Alexei Ramirez,2017,5133,52.39407281,9.374723988,53.36938158,0.243007793,0.629895283,53.13134862,9.000371239,51.47453815,0.236111904,0.630569817,55.06042449,8.100574364,51.11418255,0.254,0.689975814,#REF!,#REF!,#REF!,#REF!,#REF!
Alex Gordon,2017,5209,60.21910291,14.50313572,54.78428781,0.258660627,0.73620687,57.96429875,14.39949961,54.49451732,0.259904124,0.736008471,54.09967541,15.47296412,54.50511162,0.254,0.767151257,#REF!,#REF!,#REF!,#REF!,#REF!
Justin Upton,2017,5222,78.01394935,26.5592212,85.60006179,0.268291972,0.785326079,75.31309952,25.76225547,85.16525078,0.271484447,0.784394262,77.28493821,29.13788005,88.45659683,0.254,0.785528022,#REF!,#REF!,#REF!,#REF!,#REF!
Cameron Maybin,2017,5223,50.83350847,5.345242082,32.87453605,0.288571651,0.751777683,51.45629507,5.673292967,34.66812257,0.293254002,0.752205813,50.30936646,6.026780097,37.65647983,0.254,0.767097687,#REF!,#REF!,#REF!,#REF!,#REF!
Jon Jay,2017,5227,37.92350612,-0.132373943,26.63291676,0.262768545,0.680673891,37.87112569,0.200219432,26.3275164,0.262028857,0.681413489,37.73021354,1.951806378,29.06696223,0.254,0.72752646,#REF!,#REF!,#REF!,#REF!,#REF!
Justin Turner,2017,5235,69.82908885,20.94238029,74.58502716,0.280468149,0.847171013,69.58257296,20.49064522,73.66353521,0.288784237,0.846432401,68.99327384,21.85213982,76.07425384,0.254,0.804122003,#REF!,#REF!,#REF!,#REF!,#REF!
Brett Lawrie,2017,5247,50.69750185,12.67446549,52.31781623,0.260316794,0.717792058,48.43853458,12.41184943,51.82351294,0.259066005,0.7178033,48.00646331,12.62935499,50.08863276,0.254,0.756579576,#REF!,#REF!,#REF!,#REF!,#REF!
Robbie Grossman,2017,5254,51.64601435,8.677292047,39.65076325,0.28006128,0.781294674,50.42028236,8.961960432,41.46036092,0.286170048,0.781287397,46.63235854,9.229780347,41.17629741,0.254,0.780144365,#REF!,#REF!,#REF!,#REF!,#REF!
Sandy Leon,2017,5273,36.11886952,6.324151622,32.66874323,0.303685432,0.844905665,36.41012668,6.724181888,32.70347344,0.312197984,0.844863382,35.56690765,7.464571233,32.13018601,0.254,0.789071359,#REF!,#REF!,#REF!,#REF!,#REF!
Francisco Cervelli,2017,5275,49.4220218,1.403121119,32.19658061,0.276427138,0.720607035,51.0553077,1.886823609,32.27092344,0.280547396,0.721237691,48.32553957,2.660490754,34.75538497,0.254,0.75965785,#REF!,#REF!,#REF!,#REF!,#REF!
Aaron Hicks,2017,5297,36.21214198,6.58653124,33.93154458,0.226954345,0.648009231,35.71736315,6.545255168,33.14852931,0.221210159,0.648411317,34.43542765,6.625540556,31.85666612,0.254,0.706810708,#REF!,#REF!,#REF!,#REF!,#REF!
Alex Presley,2017,5305,27.90881201,2.955543384,24.80383562,0.222500153,0.627051522,26.71459686,3.040941792,24.94661719,0.215288378,0.627687806,25.77308798,4.181914496,24.59151539,0.254,0.700556879,#REF!,#REF!,#REF!,#REF!,#REF!
Brandon Crawford,2017,5343,66.52896093,18.99202035,65.37700543,0.276558407,0.769320139,68.74464819,18.4121178,64.95525073,0.28010112,0.769130785,71.58215269,17.79208945,65.6339887,0.254,0.7744302,#REF!,#REF!,#REF!,#REF!,#REF!
Yangervis Solarte,2017,5352,57.44032081,14.90863731,58.63827231,0.265498526,0.779678502,57.80105765,14.56969451,58.32494191,0.269038057,0.779508392,56.8128164,14.48358266,57.92029458,0.254,0.778715601,#REF!,#REF!,#REF!,#REF!,#REF!
Freddie Freeman,2017,5361,93.651693,27.68531069,90.92005138,0.306420107,0.91832056,91.54821864,27.16735079,91.19895684,0.321455295,0.916933907,88.64858778,30.63610944,91.20937889,0.254,0.859797244,#REF!,#REF!,#REF!,#REF!,#REF!
Juan Lagares,2017,5384,48.90820639,8.543230237,43.93546452,0.262345102,0.697744209,49.38343465,8.390530985,43.43878806,0.261218581,0.69813418,48.85024819,8.038154745,42.9358317,0.254,0.742410502,#REF!,#REF!,#REF!,#REF!,#REF!
Jake Smolinski,2017,5408,33.13187944,4.554826186,27.89721016,0.224501437,0.64400943,32.39184763,4.625112443,28.49740143,0.218610049,0.644546681,31.00748785,5.122897353,28.29361538,0.254,0.702904178,#REF!,#REF!,#REF!,#REF!,#REF!
Pablo Sandoval,2017,5409,58.92106441,12.9220497,57.00015444,0.256958436,0.711871324,58.40675826,12.61097776,56.23795742,0.256383054,0.711972632,57.13421965,12.44282643,55.35953875,0.254,0.754074608,#REF!,#REF!,#REF!,#REF!,#REF!
Jose Altuve,2017,5417,98.82125658,21.31356907,90.62556788,0.318366696,0.882722609,99.40335807,20.87724607,87.51139331,0.332984401,0.882052446,89.35156837,18.44587267,77.23922854,0.254,0.818564217,#REF!,#REF!,#REF!,#REF!,#REF!
Elian Herrera,2017,5432,26.30449029,7.990732912,31.7124715,0.240632558,0.684970289,26.3774834,7.813428164,30.32029493,0.23610117,0.685224736,28.37670874,7.358741983,29.04163583,0.254,0.735192453,#REF!,#REF!,#REF!,#REF!,#REF!
Daniel Nava,2017,5450,45.14163644,3.110808713,35.36957622,0.267541512,0.707042352,46.02447907,3.336064219,35.83318331,0.268981869,0.707584126,45.17677605,3.437635339,36.74427342,0.254,0.750399685,#REF!,#REF!,#REF!,#REF!,#REF!
Jimmy Paredes,2017,5481,44.18104547,10.15572105,40.44492768,0.281816996,0.725996438,43.07308547,10.21352211,41.12332805,0.282056579,0.726190096,43.12816164,11.20848708,40.30786889,0.254,0.757538164,#REF!,#REF!,#REF!,#REF!,#REF!
Abraham Almonte,2017,5486,35.81674022,7.726185579,31.81071713,0.244065015,0.690852591,34.96708997,7.658459913,32.21624445,0.241271955,0.691129449,32.72916161,7.747620884,30.82827801,0.254,0.742123438,#REF!,#REF!,#REF!,#REF!,#REF!
Marwin Gonzalez,2017,5497,51.51407283,11.69708191,50.37734574,0.26359088,0.716791048,50.29917575,11.50230317,49.93241872,0.262405378,0.716948389,49.31765619,12.26235082,48.81315038,0.254,0.75507017,#REF!,#REF!,#REF!,#REF!,#REF!
Ruben Tejada,2017,5519,46.16944983,6.44431871,42.54821177,0.25390065,0.694739587,46.94752836,6.530272669,40.62331917,0.253552183,0.695148342,45.4654587,6.40280941,39.66248866,0.254,0.74032067,#REF!,#REF!,#REF!,#REF!,#REF!
Jarrod Saltalamacchia,2017,5557,28.22655945,13.32344737,32.50261304,0.214683727,0.669701652,27.79871553,13.05143514,31.64713647,0.208801381,0.669638698,25.99825227,11.04187207,30.83673403,0.254,0.736138091,#REF!,#REF!,#REF!,#REF!,#REF!
Matt Kemp,2017,5631,77.29799525,28.52466217,98.7102059,0.275213992,0.793503245,76.98961076,27.56517995,93.55718583,0.278488561,0.792579773,82.92329742,30.32334966,91.74842593,0.254,0.785407652,#REF!,#REF!,#REF!,#REF!,#REF!
Devin Mesoraco,2017,5666,58.69589955,25.46137499,72.21703466,0.271973467,0.89302833,58.16508762,24.97898218,71.83258119,0.281714644,0.891815977,56.5680773,25.49273706,68.71085945,0.254,0.850895549,#REF!,#REF!,#REF!,#REF!,#REF!
Steven Souza Jr.,2017,5667,53.953205,16.21442251,51.6625208,0.267850645,0.713519618,51.13550118,16.11363741,51.74294258,0.26687329,0.713389293,49.04661451,16.95972174,52.13448164,0.254,0.759039161,#REF!,#REF!,#REF!,#REF!,#REF!
A.J. Ellis,2017,5677,37.87591832,7.548312136,35.33939629,0.232965069,0.693271183,37.78603719,7.661980968,34.40817023,0.231531165,0.693535419,34.58034025,7.708502942,32.44086141,0.254,0.74559586,#REF!,#REF!,#REF!,#REF!,#REF!
Hernan Perez,2017,5751,38.52631758,8.910828707,42.16487119,0.25677781,0.68617172,39.40235949,8.644993923,40.56215842,0.252987495,0.686454662,40.8324224,8.699878403,39.02156544,0.254,0.730372487,#REF!,#REF!,#REF!,#REF!,#REF!
Avisail Garcia,2017,5760,53.68083243,13.49972575,48.20525564,0.261171866,0.686613104,53.0211923,13.44511027,48.04590206,0.258924558,0.686842886,52.12947857,14.8693261,48.18698249,0.254,0.736557516,#REF!,#REF!,#REF!,#REF!,#REF!
Wilmer Flores,2017,5827,42.91537407,12.91509798,50.41000093,0.245416452,0.750080387,42.42572005,12.60788768,48.62431213,0.245115804,0.749941406,42.52405987,12.69521877,47.05936096,0.254,0.770607233,#REF!,#REF!,#REF!,#REF!,#REF!
John Jaso,2017,5887,43.80742556,8.132845231,36.96890795,0.268463548,0.787951962,43.7777484,8.345893786,38.69157049,0.273410561,0.788024405,42.38075076,8.337081297,38.36056228,0.254,0.779673203,#REF!,#REF!,#REF!,#REF!,#REF!
Nick Markakis,2017,5930,76.92384597,13.98957594,71.67369305,0.284113415,0.742364824,79.8370948,13.70809981,67.70928394,0.288471344,0.742575891,83.53563099,9.586570545,65.6493949,0.254,0.762984873,#REF!,#REF!,#REF!,#REF!,#REF!
Jean Segura,2017,5933,85.04351903,15.33228478,66.55082701,0.291078421,0.766786736,82.1978445,15.02838841,68.28052918,0.295704258,0.766658977,82.19455756,13.77028951,69.57057683,0.254,0.773591937,#REF!,#REF!,#REF!,#REF!,#REF!
Mike Aviles,2017,5986,39.51248595,7.033944517,38.61070088,0.234952096,0.657272605,39.8263501,6.907783512,36.40652381,0.230014515,0.657699296,39.54308238,7.097964095,35.70438997,0.254,0.715713696,#REF!,#REF!,#REF!,#REF!,#REF!
Didi Gregorius,2017,6012,63.49892336,14.42935651,65.76872877,0.261164108,0.722302444,63.18213011,13.93996008,63.37392672,0.260469666,0.722293566,63.62167367,13.50151095,63.28395685,0.254,0.756866634,#REF!,#REF!,#REF!,#REF!,#REF!
Cristhian Adames,2017,6013,23.21107932,1.032977731,14.7904796,0.214926971,0.606051803,24.48490135,1.294081576,16.37793757,0.206912707,0.60667445,29.65574509,2.766783823,19.74385005,0.254,0.675012719,#REF!,#REF!,#REF!,#REF!,#REF!
David Murphy,2017,6035,47.02589255,10.82635566,49.10077722,0.255396528,0.725650326,48.36844627,10.6504295,47.36089508,0.255483029,0.725797267,47.57246758,10.50908891,46.00758907,0.254,0.759046693,#REF!,#REF!,#REF!,#REF!,#REF!
Casey McGehee,2017,6086,48.80061804,8.667451787,44.32164968,0.249535914,0.667770442,50.30681816,8.528699685,43.64251842,0.247230219,0.668235799,49.31734225,7.714293501,43.14246832,0.254,0.724759041,#REF!,#REF!,#REF!,#REF!,#REF!
