,Name,Season,playerid,weightWRC,weightPA,weightH,weightAB,weightRBI,weightG,weight2B,runsPredicted,linearSVRRuns,svrRuns,BayesRidgeRuns,HuberRegressorRuns,RidgeRuns,ARDRegressionRuns
421,Jorge Soler,2019,14221,-0.7405605539505633,-1.276413082877258,-1.1507044578816323,-1.3366207957614815,-0.9502160635101325,-1.772200272651005,-0.5997283153607077,33.424985820927496,32.83317694406882,30.42681018119133,33.40791307598733,33.359599012936904,33.350611724364654,33.380530055565046
63,Nick Hundley,2019,3376,-0.8956529566772795,-0.9692212646747205,-0.8681598648215898,-0.8914866867219363,-0.7567367161740541,-0.8130418168458104,-0.4548315887087174,33.84481641719394,32.791496215057066,32.925239432542426,33.72058211202915,33.74362273842882,33.453169995878696,33.793420866183254
491,David Fletcher,2019,17992,-0.945000539363053,-0.9599724787503431,-0.6598430885824059,-0.8929704670854015,-1.1011299544322737,-1.3739936935261048,-0.32028462824615506,32.07175130731237,32.61274441351861,34.654994345973066,32.1776193866805,31.87062570570145,32.426017235003755,32.14535278749173
101,Brian McCann,2019,4810,-0.8815536473384872,-1.0161258218626348,-1.1004210980997604,-1.0636052088838939,-0.5903444774650267,-1.3774563594315388,-1.489808207651505,32.61461604298991,32.39734215069859,30.288125521159376,32.68361970021916,32.28507171182679,32.83134176809598,32.53309001331658
109,Luis Valbuena,2019,4969,-0.9872984673794301,-0.8258650828468697,-1.088448869580267,-0.8269422409112023,-0.39299554318222674,-0.622595192046945,-0.9826696643695391,32.207286671908065,31.824738196456327,32.46508405725395,32.22152875291595,32.242235572400446,32.26100218857938,32.21756588443422
146,Leury Garcia,2019,5913,-0.9344260573589587,-1.0702972822768457,-0.7723820366656432,-0.9923837514375666,-0.8186501073215993,-1.2528003868359177,-1.2103645205369524,31.51531380863147,31.38045948834362,30.429561879398886,31.524116854836414,31.026194673095787,31.561182266073185,31.42964504549613
186,Alex Avila,2019,7476,-0.9203267480201662,-1.1773189479732136,-1.3925434739753975,-1.3188154313998997,-0.9927815199240699,-1.121219082429429,-1.3449114809995146,31.72557617724698,31.313726352965027,27.068955519499248,31.798344700772315,31.787821352343602,31.936828610681214,31.73795995993664
417,Greg Bird,2019,14131,-0.980248812710034,-0.9335473761092645,-1.2345100575180856,-0.9819972888933105,-0.5980836513584699,-1.3047403754174265,-0.5272799520347126,31.612344167721062,31.271514400107247,30.929276545322285,31.657096708302753,31.747056170820187,31.744712846278606,31.64453500563802
350,Ryan Rua,2019,12409,-0.945000539363053,-1.2110109538405887,-1.0429544012061924,-1.2194021470477348,-1.2172175628339208,-0.7160871714936609,-1.3552612471889425,32.03228081404495,31.19371429201206,29.344838658999848,31.98175526126941,31.82424974398278,31.869358512704803,31.97926411685094
346,Kevan Smith,2019,12284,-0.945000539363053,-1.0458540623338481,-0.6598430885824059,-0.9523216816240075,-0.9076506070961953,-1.1316070801457307,-0.4237822901404338,30.349573212005506,31.146849786101004,32.927334009010195,30.441109469049582,30.240944219765577,30.673653163149748,30.445757493472744
430,Renato Nunez,2019,14503,-0.909752266016072,-1.2638611591227458,-1.066898858245179,-1.2490777543170377,-1.2172175628339208,-1.616380306906479,-0.73427527582327,32.35662683233623,31.080113784060014,28.95478775171135,32.24666892950633,32.04928776729965,31.987114527077445,32.23040612065404
