Season,Name,Team,Position,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wSB,UBR,wGDP,BB%+,LD+%,GB%+,FB%+,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerid
2016,Tyler Holt,Reds,RF,106,179,208,42,34,5,3,0,21,13,23,0,48,2,1,3,6,4,3,0.235,11.10%,23.10%,0.48,0.327,0.296,0.623,0.061,5.8,0.318,19,-5.9,0.283,71,-0.6,1.8,-0.6,128,108,116,74,0.00%,28.90%,36.30%,34.80%,13.30%,65.20%,21.50%,11391
2018,Aaron Altherr,Phillies,RF,105,243,285,44,24,11,1,8,28,38,36,0,91,4,2,0,13,3,2,0.181,12.60%,31.90%,0.4,0.295,0.333,0.628,0.152,3.8,0.247,26,-7.6,0.282,74,-0.4,0.7,-1.5,141,83,110,99,15.10%,38.30%,39.60%,22.10%,21.40%,41.60%,37.00%,11270
2016,Jason Heyward,Cubs,RF,142,530,592,122,87,27,1,7,61,49,54,0,93,5,2,1,12,11,4,0.23,9.10%,15.70%,0.58,0.306,0.325,0.631,0.094,4.2,0.266,52,-17.7,0.282,72,0.2,1.4,0.5,106,97,103,97,4.80%,40.70%,36.60%,22.70%,27.10%,46.60%,26.40%,4940
2018,Jon Jay,Diamondbacks,RF,84,289,320,68,51,10,5,2,46,22,14,0,56,15,1,1,7,1,1,0.235,4.40%,17.50%,0.25,0.304,0.325,0.629,0.09,5.6,0.284,29,-8.7,0.281,73,-0.4,1,-0.8,49,121,137,40,6.10%,31.50%,40.00%,28.50%,14.50%,49.40%,36.20%,5227
2016,Gregor Blanco,Giants,RF,106,241,274,54,39,10,4,1,28,18,29,4,51,1,1,1,5,6,3,0.224,10.60%,18.60%,0.57,0.309,0.311,0.62,0.087,6,0.279,22,-10.4,0.272,68,-0.2,0.8,-0.2,122,99,103,96,1.60%,39.10%,30.20%,30.70%,21.40%,58.90%,19.80%,3123
2016,Aaron Altherr,Phillies,RF,57,198,227,40,30,6,0,4,23,23,23,2,69,6,0,0,4,7,2,0.202,10.10%,30.40%,0.33,0.304,0.293,0.597,0.091,4.4,0.288,18,-9.1,0.27,64,0.5,-0.4,-0.3,117,124,115,66,13.80%,41.10%,38.80%,20.20%,19.40%,51.20%,29.50%,11270
2017,Michael Saunders,Phillies,RF,61,200,214,41,24,9,2,6,25,20,13,2,51,1,0,0,2,0,1,0.205,6.10%,23.80%,0.25,0.257,0.36,0.617,0.155,4.2,0.245,15,-10.7,0.262,56,-0.5,1.5,1.1,68,85,96,114,10.00%,43.00%,38.30%,18.80%,24.20%,48.30%,27.50%,9981
2018,Dexter Fowler,Cardinals,RF,90,289,334,52,34,10,0,8,40,31,38,0,75,3,4,0,2,5,2,0.18,11.40%,22.50%,0.51,0.278,0.298,0.576,0.118,4,0.21,24,-14.8,0.26,63,0,1.1,1.2,127,84,98,113,9.30%,43.10%,31.20%,25.70%,19.70%,46.30%,33.90%,4062
2018,Chris Owings,Diamondbacks,RF,106,281,309,58,39,15,0,4,34,22,24,4,75,2,2,0,4,11,4,0.206,7.80%,24.30%,0.32,0.272,0.302,0.574,0.096,4.9,0.265,20,-16.2,0.25,52,0.4,-0.4,0.2,87,102,91,110,5.10%,37.00%,33.20%,29.80%,17.80%,43.30%,38.90%,10030
2016,Ramon Flores,Brewers,RF,104,249,289,51,41,8,0,2,18,19,31,3,58,2,4,3,11,3,0,0.205,10.70%,20.10%,0.53,0.294,0.261,0.555,0.056,2.8,0.254,18,-16.2,0.25,49,0.4,0.1,-1.7,124,80,122,83,3.60%,38.40%,32.30%,29.30%,19.70%,54.00%,26.30%,11165
2018,Jarrod Dyson,Diamondbacks,RF,67,206,237,39,31,4,2,2,29,12,27,2,34,0,1,3,3,16,3,0.189,11.40%,14.30%,0.79,0.282,0.257,0.539,0.068,7.5,0.216,14,-13.6,0.244,48,1.8,1.7,0.3,127,103,107,90,4.00%,39.80%,36.90%,23.30%,21.00%,56.30%,22.70%,4866
