"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","wRC","wRAA","wOBA","Spd","wRC+","wSB","UBR","wGDP","FB%+","BB%+","LD+%","GB%+","Hard%","Med%","Soft%","Oppo%","Cent%","Pull%","HR/FB","playerid"
"2015","Kirk Nieuwenhuis","Mets","64","106","117","22","9","9","0","4","17","13","8","0","40","3","0","0","2","2","1",".208","6.8 %","34.2 %","0.20",".282",".406",".688",".198",".290","12","-1.2",".300","5.0","92","0.0","0.9","-0.2","107","86","108","91","43.9 %","39.4 %","16.7 %","24.2 %","25.8 %","50.0 %","17.4 %","6400"
"2016","Mallex Smith","Braves","72","189","215","45","31","7","4","3","28","22","20","0","48","2","1","3","3","16","8",".238","9.3 %","22.3 %","0.42",".316",".365",".681",".127",".302","22","-3.3",".300","8.1","84","-0.2","0.1","0.4","67","108","77","136","20.0 %","51.0 %","29.0 %","33.1 %","33.1 %","33.8 %","10.7 %","13608"
"2018","Keon Broxton","Brewers","51","78","89","14","6","2","2","4","15","11","11","0","28","0","0","0","0","5","1",".179","12.4 %","31.5 %","0.39",".281",".410",".691",".231",".217","9","-1.1",".299","9.0","84","0.6","-0.2","0.4","70","138","93","127","38.0 %","44.0 %","18.0 %","26.0 %","38.0 %","36.0 %","33.3 %","9253"
"2015","Shane Peterson","Brewers","93","201","226","52","40","7","3","2","22","16","20","1","55","0","1","3","3","0","1",".259","8.8 %","24.3 %","0.36",".324",".353",".678",".095",".345","23","-2.6",".299","3.9","85","-0.5","-0.4","0.6","64","111","124","115","30.0 %","53.3 %","16.7 %","26.7 %","47.3 %","26.0 %","6.5 %","7423"
"2015","Chris Heisey","Dodgers","33","55","72","10","6","2","0","2","8","9","15","2","17","0","2","0","1","0","1",".182","20.8 %","23.6 %","0.88",".347",".327",".674",".145",".211","7","-0.9",".298","1.8","90","-0.4","-0.7","0.1","202","262","60","45","30.0 %","47.5 %","22.5 %","22.5 %","25.0 %","52.5 %","7.7 %","3978"
"2018","Steven Duggar","Giants","41","141","152","36","22","11","1","2","20","17","10","1","44","0","1","0","0","5","1",".255","6.6 %","28.9 %","0.23",".303",".390",".693",".135",".354","16","-2.1",".297","6.7","88","0.5","1.3","0.7","99","73","105","99","29.6 %","51.0 %","19.4 %","30.6 %","33.7 %","35.7 %","6.1 %","17719"
"2019","Manuel Margot","Padres","151","398","441","93","59","19","3","12","59","37","38","1","88","2","0","3","6","20","4",".234","8.6 %","20.0 %","0.43",".304",".387",".691",".153",".272","46","-9.2",".296","6.7","82","2.0","2.0","1.0","114","97","76","101","33.6 %","46.3 %","20.1 %","20.1 %","35.1 %","44.7 %","9.8 %","14712"
"2017","Franchy Cordero","Padres","30","92","99","21","12","3","3","3","15","9","6","0","44","0","0","1","0","1","1",".228","6.1 %","44.4 %","0.14",".276",".424",".699",".196",".400","10","-2.1",".296","6.6","81","-0.3","1.4","0.3","95","67","91","108","38.8 %","49.0 %","12.2 %","22.5 %","36.7 %","40.8 %","18.8 %","14567"
"2016","Billy Hamilton","Reds","119","411","460","107","82","19","3","3","69","17","36","0","93","1","1","11","5","58","8",".260","7.8 %","20.2 %","0.39",".321",".343",".664",".083",".329","45","-9.2",".294","8.3","78","8.1","4.4","0.6","89","91","103","107","19.1 %","59.1 %","21.8 %","28.2 %","37.0 %","34.9 %","3.3 %","10199"
"2016","Juan Lagares","Mets","79","142","160","34","22","7","2","3","15","9","11","1","27","2","1","4","4","4","2",".239","6.9 %","16.9 %","0.41",".301",".380",".682",".141",".274","16","-3.2",".294","5.7","85","-0.1","0.5","0.2","104","80","106","95","21.7 %","50.8 %","27.5 %","36.7 %","35.8 %","27.5 %","7.3 %","5384"
"2017","Mike Tauchman","Rockies","31","27","32","6","5","0","1","0","2","2","5","0","10","0","0","0","1","1","2",".222","15.6 %","31.3 %","0.50",".344",".296",".640",".074",".353","3","-0.7",".294","5.0","63","-0.7","0.1","-0.1","67","174","57","146","23.5 %","47.1 %","29.4 %","47.1 %","35.3 %","17.7 %","0.0 %","15274"
"2019","Harrison Bader","Cardinals","128","347","406","71","42","14","3","12","54","39","46","4","117","10","2","1","3","11","3",".205","11.3 %","28.8 %","0.39",".314",".366",".680",".161",".268","42","-9.3",".293","6.5","81","0.7","-1.0","1.0","125","128","80","90","38.2 %","45.5 %","16.3 %","20.6 %","37.3 %","42.1 %","12.1 %","18030"
"2016","Travis Jankowski","Padres","131","335","383","82","65","13","2","2","53","12","42","0","100","2","0","3","5","30","12",".245","11.0 %","26.1 %","0.42",".332",".313",".646",".069",".343","37","-8.1",".293","6.9","81","0.8","1.9","0.7","46","127","123","131","24.0 %","52.5 %","23.5 %","39.1 %","37.4 %","23.5 %","5.9 %","13768"
"2019","Garrett Hampson","Rockies","105","299","327","74","53","9","4","8","40","27","24","1","88","0","2","2","2","15","3",".247","7.3 %","26.9 %","0.27",".302",".385",".686",".137",".322","33","-7.9",".292","7.4","63","1.5","1.9","0.8","106","83","89","101","30.2 %","47.4 %","22.3 %","31.2 %","34.9 %","34.0 %","10.5 %","19262"
"2018","Gorkys Hernandez","Giants","142","414","451","97","64","16","2","15","52","40","27","1","113","4","4","2","14","8","5",".234","6.0 %","25.1 %","0.24",".285",".391",".676",".157",".283","44","-8.5",".292","4.7","85","-0.7","0.6","-2.3","102","67","74","112","38.8 %","40.4 %","20.9 %","27.4 %","34.5 %","38.1 %","14.2 %","4146"
"2016","Michael Bourn","Diamondbacks","89","329","358","86","65","12","6","3","43","30","22","0","83","0","1","6","3","13","5",".261","6.1 %","23.2 %","0.27",".307",".362",".669",".100",".340","34","-7.8",".292","7.2","73","0.4","0.1","1.6","73","71","112","115","26.9 %","55.7 %","17.4 %","27.7 %","37.6 %","34.8 %","5.1 %","6387"
"2019","Roman Quinn","Phillies","44","108","122","23","15","3","1","4","18","11","12","0","34","1","0","1","2","8","0",".213","9.8 %","27.9 %","0.35",".298",".370",".668",".157",".271","12","-3.2",".289","8.4","75","1.5","0.3","0.4","102","111","76","111","32.0 %","50.7 %","17.3 %","20.0 %","34.7 %","45.3 %","18.2 %","13546"
"2019","Michael A. Taylor","Nationals","53","88","97","22","14","7","0","1","10","3","7","0","34","0","0","2","0","6","0",".250","7.2 %","35.1 %","0.21",".305",".364",".669",".114",".396","10","-2.6",".289","5.8","73","1.2","-0.1","0.5","92","81","97","108","48.2 %","33.9 %","17.9 %","12.5 %","39.3 %","48.2 %","5.9 %","11489"
"2014","Emilio Bonifacio","- - -","110","394","426","102","78","17","4","3","47","24","26","2","85","0","0","6","2","26","8",".259","6.1 %","20.0 %","0.31",".305",".345",".650",".086",".324","39","-6.7",".289","7.0","82","1.8","2.6","0.9","75","78","102","118","21.3 %","54.9 %","23.8 %","34.3 %","36.2 %","29.5 %","4.0 %","4054"
"2018","Manuel Margot","Padres","141","477","519","117","75","26","8","8","50","51","32","4","88","2","7","1","9","11","10",".245","6.2 %","17.0 %","0.36",".292",".384",".675",".138",".281","49","-11.3",".288","5.6","81","-2.1","0.9","-0.2","106","69","91","99","39.3 %","40.6 %","20.2 %","24.9 %","35.5 %","39.6 %","5.5 %","14712"
"2015","Juan Perez","Giants","22","39","40","11","8","3","0","0","5","2","1","0","6","0","0","0","1","1","0",".282","2.5 %","15.0 %","0.17",".300",".359",".659",".077",".333","4","-0.8",".288","5.3","83","0.2","-1.0","-0.2","64","31","99","126","18.2 %","54.6 %","27.3 %","33.3 %","33.3 %","33.3 %","0.0 %","5371"
"2017","Gorkys Hernandez","Giants","128","310","348","79","58","20","1","0","40","22","31","3","73","3","2","2","6","12","4",".255","8.9 %","21.0 %","0.42",".327",".326",".652",".071",".331","33","-9.8",".288","5.3","77","0.5","3.0","0.1","88","99","105","107","25.3 %","52.3 %","22.4 %","27.0 %","34.4 %","38.6 %","0.0 %","4146"
"2014","Billy Hamilton","Reds","152","563","611","141","102","25","8","6","72","48","34","0","117","1","4","9","1","56","23",".250","5.6 %","19.1 %","0.29",".292",".355",".648",".105",".304","55","-10.6",".287","7.7","79","2.0","3.7","1.6","109","71","101","93","20.5 %","57.7 %","21.8 %","32.5 %","37.3 %","30.3 %","3.9 %","10199"
"2014","Michael A. Taylor","Nationals","17","39","43","8","4","3","0","1","5","5","3","0","17","1","0","0","1","0","2",".205","7.0 %","39.5 %","0.18",".279",".359",".638",".154",".333","4","-0.8",".287","3.8","80","-0.8","0.1","-0.1","67","89","108","122","18.2 %","54.6 %","27.3 %","36.4 %","31.8 %","31.8 %","20.0 %","11489"
"2017","Juan Lagares","Mets","94","252","272","63","42","16","2","3","37","15","14","0","56","3","1","2","6","7","3",".250","5.1 %","20.6 %","0.25",".296",".365",".661",".115",".309","25","-7.8",".287","6.2","78","0.0","2.7","0.0","82","57","99","115","29.7 %","49.3 %","21.1 %","24.1 %","32.2 %","43.7 %","5.5 %","5384"
"2017","Ichiro Suzuki","Marlins","136","196","215","50","41","6","0","3","19","20","17","1","35","1","0","1","2","1","1",".255","7.9 %","16.3 %","0.49",".318",".332",".649",".077",".297","20","-6.2",".287","1.9","77","-0.4","-0.3","0.8","69","88","91","129","18.5 %","54.3 %","27.2 %","32.7 %","34.6 %","32.7 %","7.7 %","1101"
"2014","Peter Bourjos","Cardinals","119","264","294","61","43","9","5","4","32","24","20","1","78","4","1","5","5","9","3",".231","6.8 %","26.5 %","0.26",".294",".348",".643",".117",".311","26","-5.2",".287","7.1","81","0.4","1.3","0.6","78","87","95","119","29.2 %","49.0 %","21.9 %","22.4 %","40.6 %","37.0 %","8.5 %","2578"
"2019","Kristopher Negron","Dodgers","30","54","57","14","11","1","0","2","9","7","3","1","17","0","0","0","1","0","1",".259","5.3 %","29.8 %","0.18",".298",".389",".687",".130",".343","6","-1.6",".286","3.2","78","-0.5","0.8","0.0","78","59","102","117","35.1 %","56.8 %","8.1 %","29.7 %","46.0 %","24.3 %","20.0 %","5306"
"2014","Ryan Sweeney","Cubs","77","207","226","52","40","9","0","3","22","20","15","2","33","1","1","2","4","0","0",".251","6.6 %","14.6 %","0.45",".304",".338",".642",".087",".285","20","-4.3",".285","1.4","79","-0.2","1.4","-0.1","75","85","131","105","28.8 %","47.5 %","23.7 %","22.0 %","31.1 %","46.9 %","6.7 %","6352"
"2016","Tyler Holt","Reds","106","179","208","42","34","5","3","0","21","13","23","0","48","2","1","3","6","4","3",".235","11.1 %","23.1 %","0.48",".327",".296",".623",".061",".318","19","-5.9",".283","5.8","71","-0.6","1.8","-0.6","74","128","108","116","21.5 %","65.2 %","13.3 %","34.8 %","36.3 %","28.9 %","0.0 %","11391"
"2016","Michael A. Taylor","Nationals","76","221","237","51","33","11","0","7","28","16","14","0","77","1","1","0","2","14","3",".231","5.9 %","32.5 %","0.18",".278",".376",".654",".145",".319","21","-6.8",".283","5.6","71","1.5","0.4","0.4","87","68","126","98","31.7 %","49.7 %","18.6 %","16.6 %","33.1 %","50.3 %","16.7 %","11489"
"2014","Ryan Kalish","Cubs","57","121","130","30","22","4","4","0","13","5","8","1","28","0","0","1","3","3","2",".248","6.2 %","21.5 %","0.29",".295",".347",".642",".099",".323","11","-2.8",".282","6.3","77","-0.3","0.3","-0.3","59","79","90","136","22.3 %","56.4 %","21.3 %","29.8 %","37.2 %","33.0 %","0.0 %","6962"
"2016","Drew Stubbs","Braves","20","38","42","9","8","0","0","1","6","3","4","0","20","0","0","0","1","4","0",".237","9.5 %","47.6 %","0.20",".310",".316",".625",".079",".471","4","-1.3",".281","6.5","71","0.8","0.9","0.2","49","110","79","149","38.9 %","44.4 %","16.7 %","22.2 %","61.1 %","16.7 %","33.3 %","9328"
"2014","Chris Young","Mets","88","254","287","52","32","12","0","8","31","28","25","2","54","4","3","1","3","7","3",".205","8.7 %","18.8 %","0.46",".283",".346",".630",".142",".226","24","-6.4",".281","4.1","80","0.0","-0.7","0.9","154","111","82","67","27.9 %","50.5 %","21.6 %","20.6 %","26.5 %","52.9 %","7.5 %","3882"
"2019","Jarrod Dyson","Diamondbacks","130","400","452","92","72","11","2","7","65","27","47","0","86","2","2","1","1","30","4",".230","10.4 %","19.0 %","0.55",".313",".320",".633",".090",".275","42","-15.4",".281","7.1","69","4.0","3.7","1.2","90","117","87","115","29.3 %","48.9 %","21.8 %","23.7 %","37.9 %","38.5 %","7.2 %","4866"
"2015","Juan Lagares","Mets","143","441","465","114","87","16","5","6","47","41","16","2","87","4","3","1","6","7","3",".259","3.4 %","18.7 %","0.18",".289",".358",".647",".100",".308","40","-12.2",".280","5.3","79","0.0","-0.3","0.9","94","43","66","120","30.2 %","51.7 %","18.2 %","30.5 %","41.6 %","27.9 %","5.5 %","5384"
"2014","Matt Szczur","Cubs","33","62","66","14","10","2","0","2","6","5","4","0","11","0","0","0","1","0","0",".226","6.1 %","16.7 %","0.36",".273",".355",".628",".129",".245","6","-1.5",".280","1.1","76","-0.1","0.6","0.2","105","77","86","103","11.8 %","56.9 %","31.4 %","25.5 %","25.5 %","49.0 %","11.1 %","11255"
"2018","Michael A. Taylor","Nationals","134","353","385","80","49","22","3","6","46","28","29","2","116","1","0","2","9","24","6",".227","7.5 %","30.1 %","0.25",".287",".357",".644",".130",".320","34","-10.8",".280","7.3","71","2.2","3.7","-0.5","88","84","84","118","32.2 %","47.7 %","20.1 %","24.3 %","36.4 %","39.3 %","8.6 %","11489"
"2015","Angel Pagan","Giants","133","512","551","134","107","21","3","3","55","37","32","0","93","1","6","0","12","12","4",".262","5.8 %","16.9 %","0.34",".303",".332",".635",".070",".310","47","-14.6",".280","4.9","78","0.6","1.6","0.0","103","73","109","94","23.3 %","58.4 %","18.4 %","27.5 %","40.7 %","31.8 %","2.1 %","2918"
"2017","Harrison Bader","Cardinals","32","85","92","20","14","3","0","3","10","10","5","1","24","1","1","0","1","2","1",".235","5.4 %","26.1 %","0.21",".283",".376",".659",".141",".288","8","-3.2",".279","3.8","71","-0.1","1.2","0.5","112","60","80","100","33.9 %","48.4 %","17.7 %","24.2 %","37.1 %","38.7 %","12.5 %","18030"
"2017","Billy Hamilton","Reds","139","582","633","144","112","17","11","4","85","38","44","0","133","0","2","5","5","59","13",".247","7.0 %","21.0 %","0.33",".299",".335",".634",".088",".313","54","-22.9",".278","9.0","65","5.9","3.0","0.5","87","77","115","104","16.0 %","59.0 %","25.0 %","25.9 %","37.3 %","36.8 %","3.0 %","10199"
"2015","Jason Bourgeois","Reds","68","196","212","47","37","5","2","3","28","14","14","0","33","1","0","1","2","3","1",".240","6.6 %","15.6 %","0.42",".294",".332",".625",".092",".275","18","-6.0",".278","5.7","72","0.1","0.8","0.3","83","83","96","115","15.2 %","57.9 %","26.8 %","36.6 %","35.4 %","28.1 %","6.8 %","2225"
"2018","Billy Hamilton","Reds","153","504","556","119","90","16","9","4","74","29","46","0","132","1","4","1","1","34","10",".236","8.3 %","23.7 %","0.35",".299",".327",".626",".091",".309","48","-17.0",".277","8.3","69","2.4","4.4","1.6","101","92","123","88","19.1 %","54.1 %","26.8 %","31.8 %","33.4 %","34.8 %","3.1 %","10199"
"2014","Melvin Upton Jr.","Braves","141","519","582","108","72","19","5","12","67","35","57","5","173","1","2","3","6","20","7",".208","9.8 %","29.7 %","0.33",".287",".333",".620",".125",".286","48","-14.8",".277","6.4","74","0.9","0.8","1.0","114","125","86","96","32.8 %","50.4 %","16.8 %","26.2 %","32.8 %","41.0 %","9.0 %","5015"
"2016","Alejandro De Aza","Mets","130","234","267","48","33","9","0","6","31","25","26","1","67","5","1","1","5","4","3",".205","9.7 %","25.1 %","0.39",".297",".321",".618",".115",".259","22","-9.3",".276","3.5","73","-0.6","-0.6","0.0","111","113","132","76","43.8 %","43.8 %","12.4 %","21.3 %","39.1 %","39.6 %","9.7 %","3371"
"2014","Cameron Maybin","Padres","95","251","272","59","41","13","4","1","24","15","19","2","56","1","1","0","8","4","3",".235","7.0 %","20.6 %","0.34",".290",".331",".621",".096",".297","22","-7.2",".275","5.3","77","-0.6","0.9","-0.9","75","89","81","128","29.1 %","47.5 %","23.5 %","23.5 %","38.8 %","37.8 %","2.0 %","5223"
"2014","Will Venable","Padres","146","406","448","91","68","13","2","8","47","33","33","2","107","4","2","3","6","11","6",".224","7.4 %","23.9 %","0.31",".288",".325",".613",".101",".283","36","-12.0",".275","4.9","77","-0.5","1.2","0.7","98","94","90","107","24.3 %","55.9 %","19.7 %","22.7 %","31.9 %","45.4 %","8.2 %","211"
"2014","Arismendy Alcantara","Cubs","70","278","300","57","34","11","2","10","31","29","17","0","93","2","2","1","3","8","5",".205","5.7 %","31.0 %","0.18",".254",".367",".621",".162",".266","24","-8.1",".275","5.6","72","-0.5","2.5","0.8","108","72","57","114","25.5 %","54.3 %","20.2 %","22.3 %","27.7 %","50.0 %","14.7 %","10711"
"2018","Austin Jackson","- - -","116","347","375","85","64","17","1","3","29","32","26","2","133","1","1","0","8","3","3",".245","6.9 %","35.5 %","0.20",".299",".326",".624",".081",".387","32","-12.3",".275","2.9","74","-0.8","0.3","0.1","88","77","105","107","30.7 %","58.1 %","11.2 %","22.3 %","42.8 %","34.9 %","4.5 %","9848"
"2015","Logan Schafer","Brewers","69","122","143","27","19","6","1","1","17","6","12","0","29","2","1","6","3","1","0",".221","8.4 %","20.3 %","0.41",".299",".311",".611",".090",".280","12","-4.4",".275","5.4","68","0.1","1.0","-0.3","100","106","80","110","26.0 %","54.0 %","20.0 %","27.0 %","33.0 %","40.0 %","3.2 %","7937"
"2015","Michael A. Taylor","Nationals","138","472","511","108","77","15","2","14","49","63","35","9","158","1","2","1","5","16","3",".229","6.8 %","30.9 %","0.22",".282",".358",".640",".129",".311","42","-15.9",".274","5.3","69","1.8","-3.2","1.1","96","86","104","101","31.2 %","50.8 %","18.0 %","24.9 %","27.8 %","47.3 %","14.6 %","11489"
"2019","Odubel Herrera","Phillies","39","126","139","28","16","10","1","1","12","16","11","0","33","1","1","0","0","2","2",".222","7.9 %","23.7 %","0.33",".288",".341",".629",".119",".290","12","-5.7",".272","4.5","64","-0.5","0.2","0.8","99","89","113","94","30.9 %","44.7 %","24.5 %","25.5 %","28.7 %","45.7 %","3.0 %","11476"
"2016","Manuel Margot","Padres","10","37","37","9","4","4","1","0","4","3","0","0","7","0","0","0","0","2","0",".243","0.0 %","18.9 %","0.00",".243",".405",".649",".162",".300","3","-1.4",".272","9.6","67","0.4","-0.1","0.2","39","0","110","142","40.0 %","36.7 %","23.3 %","20.0 %","46.7 %","33.3 %","0.0 %","14712"
"2015","Peter Bourjos","Cardinals","117","195","225","39","24","8","3","4","32","13","19","4","59","6","1","4","2","5","8",".200","8.4 %","26.2 %","0.32",".290",".333",".623",".133",".263","18","-7.6",".271","7.0","70","-2.2","1.0","0.6","105","106","76","107","22.7 %","54.6 %","22.7 %","27.0 %","35.5 %","37.6 %","8.5 %","2578"
"2019","Albert Almora Jr.","Cubs","130","339","363","80","56","11","1","12","41","32","16","4","62","1","2","5","8","2","1",".236","4.4 %","17.1 %","0.26",".271",".381",".651",".145",".255","30","-15.4",".271","3.4","64","-0.2","0.2","-0.7","79","50","87","124","30.6 %","45.4 %","23.9 %","27.1 %","39.4 %","33.5 %","15.4 %","14109"
"2019","Carlos Gomez","Mets","34","86","99","17","11","3","0","3","10","10","7","0","30","3","1","2","3","4","1",".198","7.1 %","30.3 %","0.23",".278",".337",".616",".140",".259","8","-4.4",".268","5.0","67","0.3","0.2","-0.4","133","80","78","84","37.3 %","44.1 %","18.6 %","30.5 %","25.4 %","44.1 %","12.0 %","4881"
"2017","Rey Fuentes","Diamondbacks","64","136","145","32","26","1","2","3","19","9","8","0","35","0","0","1","0","4","1",".235","5.5 %","24.1 %","0.23",".278",".338",".616",".103",".296","11","-6.5",".268","7.2","55","0.3","-0.2","0.8","89","61","108","105","28.4 %","48.0 %","23.5 %","21.6 %","39.2 %","39.2 %","9.7 %","10329"
"2017","Brett Eibner","Dodgers","17","33","36","6","4","0","0","2","3","6","2","0","17","1","0","0","0","0","0",".182","5.6 %","47.2 %","0.12",".250",".364",".614",".182",".286","3","-1.7",".266","0.6","63","0.0","0.1","0.3","71","62","122","113","43.8 %","43.8 %","12.5 %","0.0 %","50.0 %","50.0 %","50.0 %","11369"
"2019","Steven Duggar","Giants","73","261","281","61","43","12","2","4","26","28","16","0","78","1","3","0","1","1","4",".234","5.7 %","27.8 %","0.21",".278",".341",".619",".107",".313","22","-13.2",".265","3.8","64","-1.7","-0.1","0.8","81","64","99","117","32.8 %","48.9 %","18.3 %","31.2 %","37.1 %","31.7 %","7.7 %","17719"
"2014","Joc Pederson","Dodgers","18","28","38","4","4","0","0","0","1","0","9","0","11","0","0","1","1","0","0",".143","23.7 %","28.9 %","0.82",".351",".143",".494",".000",".235","3","-1.3",".264","0.1","70","0.0","0.0","0.1","121","303","112","79","27.8 %","61.1 %","11.1 %","44.4 %","27.8 %","27.8 %","0.0 %","11899"
"2014","Junior Lake","Cubs","108","308","326","65","43","10","3","9","30","25","14","0","110","1","2","1","3","7","3",".211","4.3 %","33.7 %","0.13",".246",".351",".597",".140",".293","23","-11.6",".264","5.9","65","0.1","0.9","0.6","123","55","73","95","26.9 %","52.2 %","20.9 %","27.9 %","34.3 %","37.8 %","11.3 %","4672"
"2019","Rosell Herrera","Marlins","63","105","119","21","13","6","0","2","10","11","11","1","27","2","0","1","2","4","1",".200","9.2 %","22.7 %","0.41",".288",".314",".602",".114",".250","9","-5.8",".263","4.3","63","0.3","0.7","0.1","97","104","91","107","26.6 %","58.2 %","15.2 %","27.9 %","34.2 %","38.0 %","7.7 %","11611"
"2016","Matt den Dekker","Nationals","19","34","39","6","4","1","0","1","3","4","4","0","10","1","0","0","0","1","0",".176","10.3 %","25.6 %","0.40",".282",".294",".576",".118",".217","3","-1.8",".263","4.1","57","0.2","0.6","0.1","122","119","39","112","33.3 %","50.0 %","16.7 %","29.2 %","20.8 %","50.0 %","10.0 %","11385"
"2017","Leonys Martin","Cubs","15","13","16","2","1","1","0","0","2","1","3","0","4","0","0","0","0","1","0",".154","18.8 %","25.0 %","0.75",".313",".231",".543",".077",".222","1","-0.8",".262","6.2","56","0.2","0.0","0.1","106","208","61","113","33.3 %","22.2 %","44.4 %","11.1 %","44.4 %","44.4 %","0.0 %","11846"
"2018","Danny Santana","Braves","15","28","32","5","2","3","0","0","4","2","3","0","11","1","0","0","0","1","1",".179","9.4 %","34.4 %","0.27",".281",".286",".567",".107",".294","2","-1.5",".259","5.2","58","-0.2","0.0","0.2","101","104","135","82","35.3 %","35.3 %","29.4 %","23.5 %","35.3 %","41.2 %","0.0 %","10322"
"2015","Michael Bourn","Braves","46","136","156","30","26","3","1","0","10","11","17","0","31","0","2","1","3","4","2",".221","10.9 %","19.9 %","0.55",".303",".257",".561",".037",".280","11","-6.9",".258","4.3","59","-0.1","0.0","0.5","88","137","110","104","21.3 %","61.1 %","17.6 %","34.3 %","38.0 %","27.8 %","0.0 %","6387"
"2019","Juan Lagares","Mets","133","258","285","55","37","12","1","5","38","27","22","4","75","2","1","2","8","4","1",".213","7.7 %","26.3 %","0.29",".279",".326",".605",".112",".279","21","-15.4",".258","5.3","60","0.2","0.0","-0.7","99","87","84","109","24.2 %","57.5 %","18.3 %","30.7 %","40.9 %","28.5 %","7.9 %","5384"
"2015","Travis Jankowski","Padres","34","90","96","19","13","2","2","2","9","12","4","0","24","0","0","2","1","2","1",".211","4.2 %","25.0 %","0.17",".245",".344",".589",".133",".266","6","-4.4",".256","6.5","62","0.0","0.4","0.3","82","52","45","139","13.2 %","57.4 %","29.4 %","32.4 %","42.7 %","25.0 %","11.8 %","13768"
"2018","Gregor Blanco","Giants","68","189","203","41","29","7","3","2","19","12","12","0","58","0","1","1","2","6","2",".217","5.9 %","28.6 %","0.21",".262",".317",".580",".101",".300","14","-10.1",".254","6.9","59","0.3","0.7","0.3","87","66","125","98","29.3 %","51.9 %","18.8 %","36.1 %","33.1 %","30.8 %","5.1 %","3123"
"2015","Jon Jay","Cardinals","79","210","245","44","37","5","1","1","25","10","19","5","36","11","2","3","7","0","2",".210","7.8 %","14.7 %","0.53",".306",".257",".563",".048",".246","16","-11.7",".253","3.2","58","-0.9","1.0","-1.0","55","98","101","132","22.4 %","57.5 %","20.1 %","28.5 %","38.0 %","33.5 %","3.1 %","5227"
"2015","Billy Hamilton","Reds","114","412","454","93","78","8","3","4","56","28","28","0","75","1","4","9","5","57","8",".226","6.2 %","16.5 %","0.37",".274",".289",".563",".063",".264","29","-22.5",".251","8.1","53","8.1","3.8","1.4","114","78","91","94","19.4 %","58.0 %","22.6 %","28.6 %","42.0 %","29.4 %","3.4 %","10199"
"2016","Ramon Flores","Brewers","104","249","289","51","41","8","0","2","18","19","31","3","58","2","4","3","11","3","0",".205","10.7 %","20.1 %","0.53",".294",".261",".555",".056",".254","18","-16.2",".250","2.8","49","0.4","0.1","-1.7","83","124","80","122","26.3 %","54.0 %","19.7 %","29.3 %","32.3 %","38.4 %","3.6 %","11165"
"2019","J.T. Riddle","Marlins","51","132","139","25","13","6","0","6","15","12","5","1","42","2","0","0","3","0","0",".189","3.6 %","30.2 %","0.12",".230",".371",".601",".182",".226","9","-8.4",".250","1.9","54","0.0","0.1","-0.3","94","41","77","117","43.3 %","42.2 %","14.4 %","14.4 %","35.6 %","50.0 %","20.0 %","17642"
"2015","Darrell Ceciliani","Mets","39","68","75","14","11","2","0","1","5","3","4","0","25","2","0","0","0","5","1",".206","5.3 %","33.3 %","0.16",".270",".279",".550",".074",".310","5","-3.8",".249","5.0","57","0.6","-0.6","0.2","77","67","120","107","30.2 %","58.1 %","11.6 %","25.6 %","44.2 %","30.2 %","9.1 %","9954"
"2016","Raimel Tapia","Rockies","22","38","41","10","10","0","0","0","4","3","2","0","11","0","1","0","0","3","0",".263","4.9 %","26.8 %","0.18",".293",".263",".556",".000",".357","2","-2.4",".248","5.7","34","0.6","0.4","0.2","87","56","157","83","21.4 %","57.1 %","21.4 %","42.9 %","17.9 %","39.3 %","0.0 %","14350"
"2018","Lewis Brinson","Marlins","109","382","406","76","50","10","5","11","31","42","17","2","120","4","2","0","6","2","1",".199","4.2 %","29.6 %","0.14",".240",".338",".577",".139",".257","25","-22.1",".248","4.5","56","-0.2","0.5","0.8","90","47","77","120","38.6 %","42.4 %","18.9 %","18.6 %","36.7 %","44.7 %","13.4 %","14352"
"2016","Brandon Barnes","Rockies","48","100","109","22","14","6","2","0","10","8","3","0","30","1","0","5","0","1","2",".220","2.8 %","27.5 %","0.10",".250",".320",".570",".100",".314","6","-6.4",".247","5.9","33","-0.7","0.5","0.8","120","32","93","88","32.0 %","46.7 %","21.3 %","18.7 %","45.3 %","36.0 %","0.0 %","629"
"2014","Logan Schafer","Brewers","65","116","136","21","11","9","1","0","13","8","15","3","27","1","1","3","0","2","1",".181","11.0 %","19.9 %","0.56",".278",".276",".554",".095",".233","8","-6.7",".246","5.3","49","-0.1","0.4","0.7","111","141","85","99","26.9 %","48.4 %","24.7 %","26.9 %","38.7 %","34.4 %","0.0 %","7937"
"2016","Ben Revere","Nationals","103","350","375","76","58","9","7","2","44","24","18","0","34","3","2","2","12","14","5",".217","4.8 %","9.1 %","0.53",".260",".300",".560",".083",".234","22","-22.3",".246","7.7","46","0.6","2.4","-2.3","78","56","85","124","20.3 %","54.4 %","25.3 %","26.3 %","36.3 %","37.5 %","2.4 %","4712"
"2017","Kirk Nieuwenhuis","Brewers","16","26","31","3","1","1","0","1","3","1","4","0","15","1","0","0","0","0","0",".115","12.9 %","48.4 %","0.27",".258",".269",".527",".154",".200","2","-2.0",".245","1.6","44","0.0","0.0","0.1","129","143","89","82","54.6 %","36.4 %","9.1 %","18.2 %","63.6 %","18.2 %","20.0 %","6400"
