Name,Season,League,Position,playerid,runsPredicted,HRsPredicted,RBIsPredicted,AVGPredicted,opsPredicted,linearSvrRBI,linearSvrAVG,linearSvrHR,linearSvrOPS,linearSVRRuns,svrRBI,svrAVG,SvrHR,svrOPS,svrRuns,runsActual,HRsActual,RBIsActuals,AVGActuals,OpsActuals
Mike Trout,2019,AL,OF,10155,104.6924617,32.87182924,98.28650651,0.325524592,1.072881074,93.72743038,0.336995205,32.86677153,1.075141892,102.8990076,86.21098206,0.2565,28.35565911,0.993270249,45.81264612,110,45,104,0.291,1.083
Xander Bogaerts,2019,AL,SS,12161,78.46796871,23.28207468,75.02923527,0.283206806,0.833160279,75.03999483,0.2858055,23.00042871,0.833775404,79.67636429,78.71035009,0.2565,22.64976388,0.810119837,34.64703638,110,33,117,0.309,0.939
DJ LeMahieu,2019,AL,2B,9874,79.06264617,15.35682782,61.23699062,0.284507904,0.775448739,60.43847561,0.285551151,15.20840846,0.775440042,79.16072616,64.8217603,0.2565,13.89054053,0.791842888,47.5211959,109,26,102,0.327,0.893
Jorge Polanco,2019,AL,SS,13152,44.45434357,8.549349836,41.02761125,0.264813284,0.755705745,40.64058804,0.266516382,8.585974613,0.755740773,45.48096113,40.63854244,0.2565,7.601020597,0.787102126,31.12331978,107,22,79,0.295,0.841
Trey Mancini,2019,AL,OF,15149,79.68851966,22.91207896,76.6494465,0.266322042,0.748326395,77.14482094,0.264295038,22.65902191,0.7484839,75.96469984,77.09405994,0.2565,23.38101105,0.79377842,24.89032324,106,35,97,0.291,0.899
Whit Merrifield,2019,AL,2B,11281,86.04692056,15.86799413,70.23447548,0.294780959,0.789669389,70.03336311,0.294226111,15.67113782,0.789916283,85.4214534,71.97499083,0.2565,12.02725601,0.799044361,44.41472703,105,16,74,0.302,0.811
Matt Chapman,2019,AL,3B,16505,76.86786012,22.96451395,65.46026215,0.270833035,0.840246132,69.36818376,0.275055176,22.84681636,0.841161612,73.7706032,72.21804949,0.2565,23.14122966,0.817661608,24.68986576,102,36,91,0.249,0.848
Francisco Lindor,2019,AL,SS,12916,105.5953429,30.85251164,101.4105873,0.272479342,0.854448798,100.4998942,0.274134503,30.44194257,0.855366769,102.3241763,90.19065336,0.2565,30.26068261,0.819029614,37.80545279,101,32,74,0.284,0.854
Nicholas Castellanos,2019,AL,OF,11737,88.14820563,26.21958539,85.10129684,0.293316878,0.838058455,87.32205478,0.295872198,25.86612613,0.838772922,86.9172009,87.61540852,0.2565,25.42413579,0.81315479,37.95707472,100,27,73,0.289,0.863
J.D. Martinez,2019,AL,DH,6184,94.96194346,40.33824372,110.3093832,0.319174829,1.029050518,107.0277566,0.330154191,40.06052252,1.031015958,94.29206949,94.5475256,0.2565,30.09379989,0.976091925,59.87298466,98,36,105,0.304,0.939
Max Kepler,2019,AL,OF,12144,71.03292006,19.487308,63.7559226,0.234348692,0.73060869,65.05191573,0.232256608,19.23855117,0.730780439,68.93130958,66.68322918,0.2565,19.14357625,0.787800277,41.6287632,98,36,90,0.252,0.855
George Springer,2019,AL,OF,12856,87.8807763,24.59493527,76.54490857,0.272314007,0.816269411,76.12711596,0.272225857,24.35691584,0.816991131,85.93756195,82.75342095,0.2565,25.47288838,0.810251002,33.00410368,96,39,96,0.292,0.974
Gleyber Torres,2019,AL,SS,16997,61.99669057,21.99422851,71.50073989,0.274682168,0.819967081,68.42830541,0.276570887,21.84024789,0.820619967,61.85840385,68.04609434,0.2565,22.71934311,0.809929365,24.02546998,96,38,90,0.278,0.871
Jorge Soler,2019,AL,DH,14221,33.42498582,10.66881882,34.57387529,0.256466618,0.804704408,33.24496341,0.26158041,10.94622721,0.805221869,32.83317694,31.46859936,0.2565,9.428812514,0.80425475,26.32588008,95,48,117,0.265,0.922
Shin-Soo Choo,2019,AL,DH,3174,84.61648597,20.895216,68.86710509,0.273532262,0.796209601,68.60081424,0.276712544,20.73060554,0.796690487,83.13093693,72.75207321,0.2565,20.48306339,0.803796126,82.49123562,93,24,61,0.265,0.826
Leury Garcia,2019,AL,OF,5913,31.51531381,5.426975438,26.87219811,0.260684412,0.696994053,27.48087389,0.263535178,5.550223878,0.696703393,31.38045949,24.97185633,0.2565,6.775806882,0.757922731,59.9695142,93,8,40,0.279,0.688
Kole Calhoun,2019,AL,OF,11200,67.45784571,18.52163185,62.06586285,0.23843186,0.687312168,60.5981231,0.233662996,18.25003109,0.687201145,66.19998935,62.55241234,0.2565,19.11490581,0.766345985,47.70104993,92,33,74,0.232,0.792
Eddie Rosario,2019,AL,OF,12155,74.02409785,21.22655271,76.76333611,0.279044841,0.803283525,75.04412314,0.279025192,21.0259184,0.80369867,72.32465962,78.64663216,0.2565,21.59229775,0.804997195,40.62055951,91,32,109,0.276,0.8
Jose Altuve,2019,AL,2B,5417,93.91227177,18.70898309,75.12468968,0.316058575,0.881895456,74.78016638,0.317642959,18.59165741,0.882766535,93.53696249,78.41354711,0.2565,16.32060905,0.81774643,65.10016004,89,31,74,0.298,0.903
Michael Brantley,2019,AL,OF,4106,73.15344111,16.0247355,66.15342508,0.285796899,0.822678742,64.06287577,0.286692206,15.92347217,0.823105893,74.01164988,66.38677758,0.2565,14.27426429,0.805631203,74.27356862,88,22,90,0.311,0.875
Brett Gardner,2019,AL,OF,9927,80.02116669,15.03959043,53.46343274,0.255822643,0.718716574,55.09564083,0.252215972,14.87156179,0.718714148,77.86401083,59.51786193,0.2565,13.80228644,0.777168642,47.42745487,86,28,74,0.251,0.829
Jose Abreu,2019,AL,1B,15676,79.50830439,26.37066184,87.1977443,0.277227458,0.832630314,85.0047964,0.278322137,26.06312934,0.833339068,79.01895044,86.67029436,0.2565,27.60099185,0.812466282,27.24620031,85,33,123,0.284,0.834
Yuli Gurriel,2019,AL,1B,19198,66.10544148,17.15924,68.6778735,0.275394276,0.771073265,66.78976936,0.272151246,16.9056751,0.771225981,67.8223497,66.89403546,0.2565,15.00281748,0.795317563,24.48769401,85,31,104,0.298,0.884
Yoan Moncada,2019,AL,3B,17232,64.7239469,16.42886669,51.55325362,0.264445918,0.725504225,54.85570834,0.265830706,16.29868493,0.725642254,62.27909033,55.29217775,0.2565,16.65195828,0.783371784,27.74978104,83,25,79,0.315,0.915
David Fletcher,2019,AL,3B,17992,32.07175131,-0.752140748,24.07791741,0.246135132,0.678983219,23.60583955,0.246692238,-0.603009251,0.678542245,32.61274441,25.45698751,0.2565,1.241237158,0.746534675,26.12714668,83,6,49,0.29,0.734
Edwin Encarnacion,2019,AL,DH,2151,81.43353055,32.02372917,91.24718004,0.256759742,0.838866177,88.30468087,0.258787671,31.58365481,0.839782918,81.65520129,86.2081656,0.2565,33.42649111,0.816188702,85.13917887,81,34,86,0.244,0.875
Nelson Cruz,2019,AL,DH,2434,86.58883454,33.84153174,100.8857728,0.270353853,0.879220329,97.57215618,0.27219772,33.45432372,0.880428527,85.19552558,90.95451464,0.2565,35.38242254,0.83456297,78.72739461,81,41,108,0.311,1.031
Elvis Andrus,2019,AL,SS,8709,62.93422026,11.85473192,50.55173485,0.262385428,0.727539948,51.81441816,0.262426529,11.74512398,0.727368299,62.24037593,52.95702104,0.2565,10.05190798,0.773631975,51.90935014,81,12,72,0.275,0.707
Danny Santana,2019,AL,OF,10322,23.6792199,-0.109348767,16.79466182,0.22870667,0.605005787,16.78833429,0.23185291,0.002233254,0.604225399,22.91793116,18.94247911,0.2565,1.854714954,0.664183374,47.42804859,81,28,81,0.283,0.857
Tim Anderson,2019,AL,SS,15172,67.56743215,17.8728165,61.80600688,0.261166711,0.689427293,63.54717355,0.256754517,17.6390828,0.689170812,64.44187422,63.8402283,0.2565,18.90559898,0.761830189,25.73596841,81,18,56,0.335,0.865
Mark Canha,2019,AL,DH,11445,52.25294052,16.87913445,50.53672846,0.246019357,0.776978768,50.90891952,0.246853032,16.86737483,0.777451896,50.97441649,52.75707372,0.2565,17.39013482,0.801334592,41.22993384,80,26,58,0.273,0.913
Tommy Pham,2019,AL,OF,2967,82.29724543,22.74285626,60.85280249,0.294624445,0.860943559,63.23844393,0.298626884,22.69913519,0.861845169,80.43023917,69.33124999,0.2565,24.07935897,0.818749675,75.50992836,77,21,68,0.273,0.818
Alex Gordon,2019,AL,OF,5209,61.78053332,12.56440543,53.53563765,0.246223299,0.668038558,52.80742406,0.242947038,12.38527459,0.667685149,60.80157514,52.4929192,0.2565,12.09371735,0.741063115,66.96039514,77,13,76,0.266,0.741
Rougned Odor,2019,AL,2B,12282,68.24245602,20.96782499,67.89395869,0.248086745,0.724565637,67.42045637,0.247069877,20.70442756,0.724532718,66.06743501,69.9241364,0.2565,22.58289677,0.782974562,39.38321122,77,30,93,0.205,0.721
Miguel Sano,2019,AL,3B,12164,45.08374206,20.91519005,49.73162721,0.247984077,0.743202805,49.43258178,0.25236922,20.83615305,0.743554763,43.85412059,50.37764656,0.2565,19.81298683,0.794694912,33.95814295,76,34,79,0.247,0.923
Randal Grichuk,2019,AL,OF,10243,59.13090072,24.17632054,66.56039693,0.24391092,0.786106438,67.8774078,0.246099367,24.01407707,0.786669645,56.00529635,65.40408262,0.2565,24.21523731,0.804637565,43.16698959,75,31,80,0.232,0.738
Hunter Dozier,2019,AL,3B,15117,44.94485865,12.56369092,38.76021761,0.233359893,0.673041387,42.52326207,0.234426169,12.49479637,0.672835319,41.94140605,41.0989974,0.2565,11.15936802,0.750223104,32.5206085,75,26,84,0.279,0.87
Aaron Judge,2019,AL,OF,15640,89.23521499,33.11337281,88.30305758,0.306875691,0.958552344,85.72456632,0.316896303,33.01895646,0.960205571,87.247098,84.19986226,0.2565,31.23250108,0.904466715,26.32815022,75,27,55,0.272,0.921
Matt Olson,2019,AL,1B,14344,72.03333308,28.20834327,74.04021374,0.257194785,0.852470738,74.6504648,0.257468384,28.06130329,0.853481841,69.41576668,75.6176164,0.2565,29.64255744,0.823582771,28.14285602,73,36,91,0.267,0.896
Renato Nunez,2019,AL,DH,14503,32.35662683,6.255548663,30.88847849,0.246711086,0.741024353,30.3234735,0.250763128,6.473705064,0.741115207,31.08011378,27.6758252,0.2565,6.523030907,0.785204009,27.82754289,72,31,90,0.244,0.771
Andrew Benintendi,2019,AL,OF,17901,84.41014154,21.47549891,72.81386567,0.285396535,0.814453548,71.55067233,0.28667696,21.16862701,0.814931848,86.26069325,77.25928966,0.2565,19.13250449,0.805506665,25.57730985,72,13,68,0.266,0.774
Mallex Smith,2019,AL,OF,13608,56.2093152,3.859107067,30.47729323,0.279746194,0.737071211,33.92554513,0.281310096,3.961030432,0.737017021,55.52068295,38.00893053,0.2565,3.532010002,0.781718825,28.67905668,70,6,37,0.227,0.635
Mitch Garver,2019,AL,C,15161,37.83961328,7.680227803,34.061629,0.261461171,0.748991563,34.88461788,0.264644972,7.767424708,0.749066052,38.64617751,34.08136087,0.2565,7.401733489,0.786039562,28.60344133,70,31,67,0.273,0.995
Asdrubal Cabrera,2019,AL,2B,4962,73.55397828,20.04608002,73.68537754,0.264957768,0.780894837,73.52175942,0.264234132,19.82388918,0.781279259,72.02777879,73.6559462,0.2565,19.49957481,0.801295819,67.05221711,69,18,91,0.26,0.783
Jackie Bradley Jr.,2019,AL,OF,12984,64.97310361,18.04832485,55.76219164,0.254098513,0.731209141,57.45361183,0.254781322,17.84686697,0.731270742,64.13596098,59.04338895,0.2565,18.56797606,0.782851714,34.47088337,69,21,62,0.225,0.738
Nomar Mazara,2019,AL,OF,14553,64.99835446,21.89274649,69.1781527,0.260154376,0.749238283,68.45232911,0.260253876,21.59979338,0.749308463,65.29208622,68.21694539,0.2565,23.05849503,0.789961372,26.79783413,69,19,66,0.268,0.786
Willy Adames,2019,AL,SS,15986,39.55199678,6.998778453,35.31848246,0.285517554,0.753971546,33.05686231,0.289229974,7.222571992,0.754043986,39.25473614,33.60991055,0.2565,9.001432784,0.788205334,24.6724883,69,20,52,0.254,0.735
Jose Ramirez,2019,AL,3B,13510,102.4456975,32.34297603,101.1226167,0.278384146,0.932852683,99.70807146,0.284375397,31.99584758,0.934269747,101.0528143,93.01291472,0.2565,32.30984181,0.869909025,29.34483866,68,23,83,0.255,0.806
Freddy Galvis,2019,AL,SS,6609,72.59914034,15.79404204,64.33435041,0.262735716,0.682027234,64.88722747,0.256879891,15.47583007,0.681645806,71.60014889,62.76832518,0.2565,13.28688641,0.748056051,59.35761297,67,23,70,0.26,0.734
Christian Vazquez,2019,AL,C,9774,28.73722112,1.859526906,22.58033562,0.216553877,0.598224066,23.09166596,0.217595984,1.882281612,0.597429454,27.84286018,21.92605632,0.2565,2.283978715,0.654482763,48.1219341,66,23,72,0.276,0.798
Jurickson Profar,2019,AL,2B,10815,64.32980158,17.06206632,53.27109357,0.242703158,0.752832498,56.17451551,0.244708857,16.9094851,0.753054145,63.09793965,57.68107779,0.2565,16.88195506,0.792183009,47.87187466,65,20,67,0.218,0.711
Domingo Santana,2019,AL,OF,10348,46.37298194,13.66321832,46.06121345,0.282294791,0.785979427,44.65820292,0.289877541,13.79028757,0.786296055,45.70040128,44.25254918,0.2565,13.01982672,0.798874086,47.6605802,63,21,69,0.253,0.77
Omar Narvaez,2019,AL,C,13338,41.34767519,3.881949203,34.2739944,0.264876595,0.770399916,33.58515078,0.267733197,4.150369617,0.77059387,40.66480633,30.77556355,0.2565,6.185452843,0.79428502,32.46508406,63,22,55,0.278,0.813
Gary Sanchez,2019,AL,C,11442,50.50706428,24.01332372,56.90722736,0.2253771,0.784305625,56.4138026,0.225985829,23.91243677,0.784955185,49.13660067,58.33635216,0.2565,24.34740699,0.805392312,49.29319347,62,34,77,0.232,0.841
James McCann,2019,AL,C,12859,43.26776254,9.473637082,42.03473158,0.235647289,0.63153779,42.07209858,0.233332308,9.340965399,0.630957559,42.25641861,40.86039485,0.2565,8.87244859,0.698735262,33.12497717,62,18,60,0.273,0.789
Avisail Garcia,2019,AL,OF,5760,55.83632547,18.86580025,55.68174753,0.264390061,0.766368743,55.55435121,0.264778333,18.78377499,0.766640858,54.48939343,56.77127127,0.2565,19.70480006,0.797227691,60.25237251,61,20,72,0.282,0.796
Khris Davis,2019,AL,DH,9112,89.31067452,39.97910773,110.3751348,0.255034786,0.867238846,107.748401,0.257579051,39.4470594,0.868519895,86.82657745,92.04949708,0.2565,37.31263345,0.827390825,50.7077621,61,23,73,0.22,0.679
Jonathan Schoop,2019,AL,2B,11265,67.4400684,23.17151898,75.63925697,0.252934011,0.736727062,74.1165405,0.251010396,22.85772689,0.736837282,65.64810299,75.22878721,0.2565,25.08210499,0.791135849,43.65192735,61,23,59,0.256,0.777
Niko Goodrum,2019,AL,SS,12092,62.08271896,18.35710556,56.13785747,0.254550958,0.747007626,59.12003506,0.256211452,18.22529744,0.747262407,59.73668907,58.22601948,0.2565,18.58364361,0.792597836,38.14346996,61,12,45,0.248,0.743
Kevin Kiermaier,2019,AL,OF,11038,46.69325759,11.21197518,33.90204687,0.242985435,0.701679849,36.69429559,0.243072641,11.23025336,0.701626595,44.44876678,37.16528082,0.2565,11.04015294,0.768621762,44.80387964,60,14,55,0.228,0.676
Eric Sogard,2019,AL,2B,7927,39.96236035,-1.478252766,24.85435555,0.258883915,0.771012234,25.01106501,0.262989912,-1.12245503,0.771070415,39.72380047,25.80964084,0.2565,2.948571572,0.794240335,54.5582316,59,13,40,0.29,0.81
Yolmer Sanchez,2019,AL,2B,11602,72.4383757,14.27126759,52.17598479,0.261650587,0.694215077,56.95762177,0.257557732,14.02184736,0.69397848,70.86414207,56.47254344,0.2565,11.3660147,0.757803029,41.93910252,59,2,43,0.252,0.638
Teoscar Hernandez,2019,AL,OF,13066,69.70101579,23.1260122,62.27433799,0.254308249,0.770008125,67.50315445,0.256774435,22.93406845,0.7705123,65.34379219,67.94624745,0.2565,23.55717038,0.8020769,39.23985985,58,26,65,0.23,0.778
Adalberto Mondesi,2019,AL,SS,13769,38.23228834,15.3900648,37.30643956,0.262217464,0.804032309,38.28972965,0.266526484,15.57352579,0.804505607,36.25654256,38.91520964,0.2565,14.11130174,0.80539559,28.82233739,58,9,62,0.263,0.715
Robinson Chirinos,2019,AL,C,3142,49.58165157,18.55355659,48.76984436,0.248088895,0.789751446,49.44391265,0.253367927,18.53264766,0.790298126,48.89539721,50.78765424,0.2565,18.52806001,0.80360837,76.66462905,57,17,58,0.238,0.79
Josh Reddick,2019,AL,OF,3892,61.27373778,13.87200841,56.18137144,0.260487366,0.759856952,53.78094175,0.258517614,13.78903198,0.76003655,61.16342341,55.43300371,0.2565,12.82923931,0.792663528,69.05384393,57,14,56,0.275,0.728
Robbie Grossman,2019,AL,OF,5254,55.7736401,7.83107567,43.5550459,0.264478906,0.755803605,42.44734057,0.26626544,7.861059728,0.755946529,57.03705162,44.6208045,0.2565,6.440188593,0.790192472,62.55115595,57,6,38,0.24,0.682
Albert Pujols,2019,AL,DH,1177,58.66252431,19.26889222,70.40262821,0.240681484,0.699607923,67.70979352,0.234239938,18.93128031,0.699445579,58.50898881,65.8932138,0.2565,19.53578046,0.771650494,94.25253526,55,23,93,0.244,0.734
Kyle Seager,2019,AL,3B,9785,73.11280288,23.32603544,81.4061534,0.242483747,0.721493027,80.37248751,0.237996462,22.90299852,0.72158208,71.78513987,78.43419255,0.2565,22.71473656,0.786701469,47.98416946,55,23,63,0.239,0.789
Ji-Man Choi,2019,AL,DH,5452,29.02429024,13.27240915,32.38473759,0.262752569,0.86196059,31.60292766,0.267161633,13.63665095,0.862831222,28.83927852,30.7660947,0.2565,11.80097249,0.819013287,65.33482357,54,19,63,0.261,0.822
Justin Smoak,2019,AL,1B,9054,80.4247802,26.35255762,82.43962256,0.25898463,0.819867922,82.17060834,0.261980728,26.07445096,0.820699954,78.30342119,82.63595186,0.2565,27.35429827,0.81247037,49.03073518,54,22,61,0.208,0.748
Joey Gallo,2019,AL,DH,14128,78.6563326,37.08779536,86.80352893,0.229908632,0.828017397,89.41156248,0.235072787,36.7209117,0.829069039,73.86665678,81.05413166,0.2565,33.71891444,0.813810609,27.51290977,54,22,49,0.253,0.986
Hunter Pence,2019,AL,DH,8252,36.2672864,8.152620042,34.04486896,0.238366113,0.644774243,34.05700378,0.238183479,8.085076568,0.644282772,36.19985551,31.65975576,0.2565,8.018797176,0.713948663,53.10842712,53,18,59,0.297,0.91
Marwin Gonzalez,2019,AL,OF,5497,66.01937377,19.52148064,65.70816004,0.269813608,0.781265485,64.96907007,0.26998479,19.32511474,0.781652765,66.25320923,64.98453399,0.2565,19.78367681,0.800536196,61.99369975,52,15,55,0.264,0.736
Travis d'Arnaud,2019,AL,C,7739,43.19859893,10.78213383,43.76518939,0.242121528,0.710355206,42.37285206,0.242446673,10.77075911,0.710247626,42.63583121,41.28501157,0.2565,10.59045666,0.769793168,53.62777393,52,16,69,0.251,0.745
Jason Kipnis,2019,AL,2B,9776,62.48319808,17.49040075,61.47379169,0.236907391,0.715129905,60.77423467,0.235798883,17.24374094,0.715130612,61.93138179,60.36036439,0.2565,16.73242769,0.777423977,48.44502923,52,17,65,0.245,0.715
Lourdes Gurriel Jr.,2019,AL,SS,19238,30.31533787,9.596669187,35.39466204,0.258807284,0.755000436,33.30338421,0.261618001,9.791256565,0.755069746,29.79524868,30.81857216,0.2565,9.249057215,0.790402057,24.75800571,52,20,50,0.277,0.869
C.J. Cron,2019,AL,1B,12546,63.55764761,23.13759131,71.497927,0.254826681,0.791385814,70.0799065,0.255851032,22.95600068,0.79196061,61.76882636,69.27513495,0.2565,24.15152093,0.805643169,35.94209589,51,25,78,0.253,0.78
Shohei Ohtani,2019,AL,DH,19755,54.27187264,25.25568903,57.84044624,0.287056398,0.924961481,58.35838296,0.293281887,25.41449625,0.926273039,52.91210918,59.60013587,0.2565,22.69144269,0.867323735,27.86555752,51,18,62,0.286,0.848
Mitch Moreland,2019,AL,1B,3086,58.30486656,19.74381369,59.94953751,0.24946814,0.75749072,59.44761983,0.250606992,19.54752621,0.757716831,58.5125824,59.71022754,0.2565,20.8429771,0.793709837,79.22480004,48,19,58,0.252,0.835
Cameron Maybin,2019,AL,OF,5223,46.81048955,5.16080637,32.78879441,0.248642058,0.682206492,33.95209794,0.247935515,5.209880449,0.681925484,46.03693168,34.29380904,0.2565,5.481306455,0.751131264,63.70375141,48,11,32,0.285,0.858
Byron Buxton,2019,AL,OF,14161,51.7841009,15.10340592,46.84157966,0.258716051,0.732877062,46.92525896,0.260846346,15.04645787,0.732939134,50.68682191,48.09108679,0.2565,15.43596567,0.783605788,30.55431319,48,10,46,0.262,0.827
Didi Gregorius,2019,AL,SS,6012,72.6470727,23.78011222,77.83935952,0.260476025,0.811269627,75.15964666,0.25896039,23.51056501,0.811815705,72.22534244,79.26075551,0.2565,24.76418924,0.807542728,60.36937893,47,16,61,0.238,0.718
Andrelton Simmons,2019,AL,SS,10847,71.50129085,14.06037371,61.7191206,0.273904725,0.746982407,61.34896539,0.268928188,13.83973272,0.746954256,72.35718531,61.07212108,0.2565,10.98285195,0.784718029,41.81538384,47,7,40,0.264,0.673
Roberto Perez,2019,AL,C,2900,16.84128772,6.25194702,20.10848906,0.192895637,0.562522577,17.79861413,0.196815217,6.174734805,0.561871814,17.84296325,22.46951724,0.2565,5.293167495,0.627731772,83.10022931,46,24,63,0.239,0.774
Martin Maldonado,2019,AL,C,6887,41.61153244,10.53166157,41.5435249,0.226682659,0.637723095,40.70425372,0.224584349,10.4204401,0.637283832,40.68868387,39.55431708,0.2565,9.838471749,0.712733441,56.01797291,46,12,27,0.213,0.671
Jake Marisnick,2019,AL,OF,11339,27.76405063,13.8141508,28.4070418,0.232749187,0.707682402,28.12291578,0.236014271,13.91257386,0.707807724,26.58677277,29.14369946,0.2565,11.65863153,0.780072532,42.911781,46,10,34,0.233,0.7
Stephen Piscotty,2019,AL,OF,13367,70.0405041,21.81173335,72.2457011,0.255608652,0.785890623,71.43655963,0.256243109,21.58470557,0.786407245,69.35868449,71.7194015,0.2565,22.70455785,0.803710528,30.92927655,46,13,44,0.249,0.72
Mitch Haniger,2019,AL,OF,14274,84.48487053,24.5323881,79.13263358,0.288022047,0.85413171,79.2255835,0.291084032,24.30225202,0.855044293,83.631876,83.79135126,0.2565,24.88924728,0.819289348,27.35305767,46,15,32,0.22,0.778
Curtis Granderson,2019,AL,OF,4747,62.08675567,18.50942082,53.37465512,0.244576325,0.781577831,54.70895816,0.246659253,18.47285925,0.78214071,59.69699635,57.31719035,0.2565,18.85243118,0.802977461,67.26562846,44,12,34,0.183,0.637
Melky Cabrera,2019,AL,OF,4022,48.79064006,11.04655719,50.60572922,0.263522361,0.757095421,47.89253099,0.26335023,11.02512589,0.757090177,50.28772599,47.49110866,0.2565,10.78540814,0.786821053,73.64606913,43,7,47,0.28,0.713
Jay Bruce,2019,AL,DH,9892,55.70670504,18.15971064,59.69886479,0.237734427,0.739072707,59.7690856,0.237760168,17.97323145,0.739321751,54.43487206,59.36513073,0.2565,17.93418924,0.791690409,50.99477195,43,26,59,0.216,0.784
Brandon Drury,2019,AL,3B,11615,58.3553247,16.06268185,59.21340266,0.264551144,0.765884606,58.35028143,0.266813385,15.97596733,0.766021765,57.7314401,57.01641291,0.2565,15.90627739,0.793011045,43.3411452,43,15,41,0.218,0.642
Delino DeShields,2019,AL,OF,11379,41.46727397,1.88079743,26.54975981,0.235873384,0.627672432,23.45396025,0.237456902,1.945098368,0.627025284,41.74519142,28.68517046,0.2565,3.511711852,0.705009627,44.44391233,42,4,32,0.249,0.672
Carlos Correa,2019,AL,SS,14162,59.3430462,19.72055164,62.84388399,0.269778505,0.80022662,58.67701616,0.270886659,19.59858335,0.80071695,61.02783616,60.57053235,0.2565,21.35287594,0.804217816,27.50550971,42,21,59,0.279,0.926
Miguel Cabrera,2019,AL,1B,1744,71.6825955,20.85102424,75.31535149,0.274619764,0.805721791,71.76696306,0.276286825,20.66774953,0.806203514,71.3354994,72.74869111,0.2565,21.04817347,0.805397138,89.6486326,41,12,59,0.282,0.744
Aaron Hicks,2019,AL,OF,5297,66.12816314,20.84289289,61.13343076,0.250297834,0.815564116,59.57538875,0.25197178,20.74642703,0.816293309,65.74379042,63.41565952,0.2565,22.32785094,0.809698523,63.06933257,41,12,36,0.235,0.769
Billy Hamilton,2019,AL,OF,10199,63.66698732,5.723488005,30.53146516,0.258800281,0.632254759,35.00521767,0.253971909,5.646067979,0.631508741,61.22798581,42.67895854,0.2565,5.147761777,0.696056776,42.83594125,41,0,15,0.218,0.564
Tim Beckham,2019,AL,SS,7949,52.65127479,13.86858801,47.96547444,0.25302307,0.704621561,48.63218534,0.253373855,13.81697021,0.704535391,50.19022858,48.82783747,0.2565,14.06342838,0.770731569,53.29566707,39,15,47,0.237,0.753
Jason Castro,2019,AL,C,8722,49.55903621,13.32634335,44.63547875,0.248683589,0.722078896,44.92861125,0.250347575,13.29216297,0.722137344,48.69603057,45.28236421,0.2565,13.49967895,0.778846502,51.93799526,39,13,30,0.232,0.767
Jesus Aguilar,2019,AL,DH,11342,64.81435949,28.95220427,80.71534733,0.275248629,0.874459748,76.35539014,0.280711211,28.75667067,0.875458378,65.45796491,75.67725541,0.2565,30.99135057,0.828395599,44.47154542,39,12,50,0.236,0.714
JaCoby Jones,2019,AL,OF,14818,51.54826459,13.53734295,37.7844436,0.224405543,0.630046824,42.82262922,0.223024231,13.3891696,0.629630297,47.89118523,44.24225964,0.2565,12.85310267,0.707402521,31.75475935,39,11,26,0.235,0.74
Logan Forsythe,2019,AL,2B,7185,48.18599385,4.010457803,34.10122999,0.240442044,0.64353311,34.09258116,0.238972891,3.991037269,0.643065445,47.89453051,35.48461973,0.2565,3.869771916,0.726923122,58.44161844,38,7,39,0.227,0.678
Brock Holt,2019,AL,OF,9345,41.70856395,7.685458756,35.14336053,0.262525478,0.752606979,34.97582944,0.265932461,7.81306925,0.75264785,42.53494798,34.60464422,0.2565,8.636034431,0.785819882,45.50894688,38,3,31,0.297,0.771
Pedro Severino,2019,AL,C,14523,15.20653834,1.740529327,15.23741761,0.175486245,0.500922304,14.28837734,0.177179174,1.637296806,0.499854476,15.15354493,23.01738263,0.2565,3.796201891,0.580663371,26.18153462,37,13,44,0.249,0.74
Dee Gordon,2019,AL,2B,8203,68.57725609,4.894406418,39.13198875,0.280111014,0.661010348,40.55228615,0.271635009,4.838946325,0.660314835,66.80572288,46.62732415,0.2565,4.429851675,0.726437226,55.00583515,36,3,34,0.275,0.663
Aledmys Diaz,2019,AL,1B,15937,49.08150625,13.05865634,52.56156456,0.24546382,0.746088244,50.8281028,0.245304494,13.04343495,0.746163449,47.83905983,50.43796354,0.2565,12.38846117,0.788611312,24.75923276,36,9,40,0.271,0.823
Yonder Alonso,2019,AL,DH,2530,68.3485335,20.98294379,71.55870253,0.259263889,0.770897036,69.77955617,0.25853786,20.74437125,0.771236193,67.63013854,70.9020215,0.2565,21.88062276,0.799498971,84.671319,34,10,37,0.199,0.641
Justin Upton,2019,AL,OF,5222,84.28677906,29.93591933,87.97001786,0.277650356,0.831966766,86.86258406,0.280615091,29.59441645,0.832842774,82.77445005,90.47100327,0.2565,32.44949758,0.815008152,63.98827024,34,12,40,0.215,0.724
Tyler Naquin,2019,AL,OF,13359,52.95460001,16.01058018,46.6849433,0.314086519,0.885944194,46.8645374,0.323028676,16.26956717,0.88673633,51.90314519,48.43598862,0.2565,15.52254359,0.821614043,27.06895552,34,10,34,0.288,0.792
Leonys Martin,2019,AL,OF,11846,51.50870759,10.99697331,42.32904804,0.253153079,0.728807976,42.65728054,0.253214054,11.02500148,0.728840696,49.62314634,44.04248318,0.2565,10.86201882,0.780960831,44.22833959,32,9,19,0.199,0.619
