Season,Name,Team,Position,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,OPS,ISO,Spd,BABIP,wRC,wRAA,wOBA,wRC+,wSB,UBR,wGDP,BB%+,LD+%,GB%+,FB%+,HR/FB,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerid
2017,Jayson Werth,Nationals,LF,70,252,289,57,36,10,1,10,35,29,35,1,69,1,1,0,4,4,3,0.226,12.10%,23.90%,0.51,0.322,0.393,0.715,0.167,3.8,0.27,33,-2.5,0.311,86,-0.6,1.2,0.4,135,87,90,120,12.80%,45.10%,31.50%,23.40%,22.30%,45.10%,32.60%,1327
2016,Ryan Raburn,Rockies,LF,113,223,256,49,28,10,2,9,30,30,28,0,80,2,3,0,6,0,0,0.22,10.90%,31.30%,0.35,0.309,0.404,0.712,0.184,3.2,0.292,28,-2,0.309,75,-0.1,1.1,-0.2,127,74,103,112,16.10%,38.40%,34.90%,26.70%,15.10%,46.60%,38.40%,2218
2017,Gregor Blanco,Diamondbacks,LF,90,224,256,55,39,10,3,3,43,13,31,0,59,0,0,1,2,15,1,0.246,12.10%,23.00%,0.53,0.337,0.357,0.694,0.112,8.4,0.321,28,-2.7,0.308,82,2.4,1.9,0.7,135,107,97,100,5.40%,33.70%,38.60%,27.70%,18.10%,53.60%,28.30%,3123
2016,Matt Szczur,Cubs,LF,107,185,200,48,33,9,1,5,30,24,13,2,39,1,0,1,2,2,4,0.259,6.50%,19.50%,0.33,0.312,0.4,0.712,0.141,4.5,0.305,21,-2.1,0.305,87,-1.3,-0.2,0.5,75,92,95,111,9.30%,38.10%,36.10%,25.90%,25.20%,52.40%,22.50%,11255
2017,Ian Desmond,Rockies,LF,95,339,373,93,74,11,1,7,47,40,24,1,87,4,4,2,13,15,4,0.274,6.40%,23.30%,0.28,0.326,0.375,0.701,0.1,5.6,0.345,40,-5.2,0.305,70,1.1,1,-1.4,72,80,142,59,13.20%,36.10%,38.80%,25.20%,24.80%,48.10%,27.10%,6885
2018,Cameron Maybin,Marlins,LF,99,251,287,63,47,12,1,3,20,20,32,1,55,2,2,0,3,8,5,0.251,11.10%,19.20%,0.58,0.338,0.343,0.681,0.092,3.6,0.308,31,-2.6,0.303,93,-0.6,-1.3,1.2,124,110,111,80,5.50%,40.40%,39.90%,19.70%,18.20%,47.50%,34.30%,5223
2016,Howie Kendrick,Dodgers,LF,146,487,543,124,88,26,2,8,65,40,50,2,96,3,3,0,20,10,2,0.255,9.20%,17.70%,0.52,0.326,0.366,0.691,0.111,4.8,0.301,57,-6.6,0.303,90,0.9,4,-2.5,107,91,136,58,10.40%,25.90%,36.60%,37.60%,15.20%,51.00%,33.80%,4229
2018,Travis Jankowski,Padres,LF,117,347,387,90,71,12,3,4,45,17,37,0,73,1,0,2,7,24,7,0.259,9.60%,18.90%,0.51,0.332,0.346,0.678,0.086,6.5,0.319,41,-3.8,0.303,91,1.7,1.4,-0.5,107,100,135,57,7.70%,34.40%,33.70%,31.90%,21.40%,52.90%,25.70%,13768
2016,Mallex Smith,Braves,LF,72,189,215,45,31,7,4,3,28,22,20,0,48,2,1,3,3,16,8,0.238,9.30%,22.30%,0.42,0.316,0.365,0.681,0.127,8.1,0.302,22,-3.3,0.3,84,-0.2,0.1,0.4,108,77,136,67,10.70%,33.80%,33.10%,33.10%,29.00%,51.00%,20.00%,13608
2017,Hernan Perez,Brewers,LF,136,432,458,112,76,19,3,14,47,51,20,1,79,0,4,2,8,13,4,0.259,4.40%,17.20%,0.25,0.289,0.414,0.704,0.155,5.3,0.286,47,-8.9,0.298,79,0.7,1.3,0.3,49,89,109,95,11.90%,39.30%,35.70%,25.10%,21.20%,48.50%,30.40%,5751
2018,Gorkys Hernandez,Giants,LF,142,414,451,97,64,16,2,15,52,40,27,1,113,4,4,2,14,8,5,0.234,6.00%,25.10%,0.24,0.285,0.391,0.676,0.157,4.7,0.283,44,-8.5,0.292,85,-0.7,0.6,-2.3,67,74,112,102,14.20%,38.10%,34.50%,27.40%,20.90%,40.40%,38.80%,4146
2016,Jeff Francoeur,Braves,LF,125,307,331,78,55,15,1,7,33,34,20,2,90,0,3,1,5,2,2,0.254,6.00%,27.20%,0.22,0.297,0.378,0.675,0.124,3.1,0.333,31,-7.7,0.29,78,-0.6,0.9,0.5,70,88,109,96,9.70%,40.30%,34.40%,25.30%,20.40%,50.20%,29.40%,4792
2017,Gorkys Hernandez,Giants,LF,128,310,348,79,58,20,1,0,40,22,31,3,73,3,2,2,6,12,4,0.255,8.90%,21.00%,0.42,0.327,0.326,0.652,0.071,5.3,0.331,33,-9.8,0.288,77,0.5,3,0.1,99,105,107,88,0.00%,38.60%,34.40%,27.00%,22.40%,52.30%,25.30%,4146
2018,Austin Slater,Giants,LF,74,199,225,50,42,6,1,1,21,23,20,2,69,5,1,0,5,7,0,0.251,8.90%,30.70%,0.29,0.333,0.307,0.64,0.055,5.6,0.377,21,-5,0.287,82,1.2,-0.1,-0.3,99,95,146,46,4.80%,29.00%,35.10%,35.90%,20.60%,42.00%,37.40%,16153
2017,Ichiro Suzuki,Marlins,LF,136,196,215,50,41,6,0,3,19,20,17,1,35,1,0,1,2,1,1,0.255,7.90%,16.30%,0.49,0.318,0.332,0.649,0.077,1.9,0.297,20,-6.2,0.287,77,-0.4,-0.3,0.8,88,91,129,69,7.70%,32.70%,34.60%,32.70%,27.20%,54.30%,18.50%,1101
2016,Gerardo Parra,Rockies,LF,102,368,381,93,56,27,3,7,45,39,9,1,73,1,2,1,16,6,4,0.253,2.40%,19.20%,0.12,0.271,0.399,0.671,0.147,5.3,0.297,34,-10.6,0.284,58,-0.6,-1.3,-1.8,27,91,122,77,9.20%,37.90%,36.90%,25.20%,16.80%,51.30%,31.90%,8553
2016,Tyler Holt,Reds,LF,106,179,208,42,34,5,3,0,21,13,23,0,48,2,1,3,6,4,3,0.235,11.10%,23.10%,0.48,0.327,0.296,0.623,0.061,5.8,0.318,19,-5.9,0.283,71,-0.6,1.8,-0.6,128,108,116,74,0.00%,28.90%,36.30%,34.80%,13.30%,65.20%,21.50%,11391
2018,Jose Pirela,Padres,LF,146,438,473,109,79,23,2,5,54,32,30,1,89,3,2,0,10,6,3,0.249,6.30%,18.80%,0.34,0.3,0.345,0.645,0.096,4.6,0.301,43,-12.2,0.283,78,-0.3,-3.8,-0.5,71,95,124,74,5.60%,32.50%,40.50%,27.10%,23.70%,41.90%,34.50%,5485
2017,Jace Peterson,Braves,LF,89,186,215,40,27,9,2,2,15,17,27,3,48,1,0,1,4,3,0,0.215,12.60%,22.30%,0.56,0.318,0.317,0.635,0.102,4.9,0.279,19,-7.3,0.28,67,0.5,0.5,0.5,140,60,130,85,4.90%,43.20%,30.90%,25.90%,15.80%,54.70%,29.50%,12325
2016,Cody Asche,Phillies,LF,71,197,218,42,23,15,0,4,22,18,18,0,54,2,1,0,1,3,1,0.213,8.30%,24.80%,0.33,0.284,0.35,0.635,0.137,3.6,0.271,19,-7.1,0.279,70,0.1,0.2,0.7,96,102,88,115,7.10%,42.40%,36.10%,21.50%,24.30%,42.40%,33.30%,11997
2018,Adam Duvall,Reds,LF,138,384,427,75,40,20,0,15,48,61,37,3,117,5,1,0,9,2,2,0.195,8.70%,27.40%,0.32,0.274,0.365,0.639,0.169,2.6,0.237,37,-12.9,0.277,69,-0.6,1.5,1.6,97,101,70,137,11.70%,47.00%,33.20%,19.80%,18.30%,45.20%,36.60%,10950
2016,Alejandro De Aza,Mets,LF,130,234,267,48,33,9,0,6,31,25,26,1,67,5,1,1,5,4,3,0.205,9.70%,25.10%,0.39,0.297,0.321,0.618,0.115,3.5,0.259,22,-9.3,0.276,73,-0.6,-0.6,0,113,132,76,111,9.70%,39.60%,39.10%,21.30%,12.40%,43.80%,43.80%,3371
2016,Gregor Blanco,Giants,LF,106,241,274,54,39,10,4,1,28,18,29,4,51,1,1,1,5,6,3,0.224,10.60%,18.60%,0.57,0.309,0.311,0.62,0.087,6,0.279,22,-10.4,0.272,68,-0.2,0.8,-0.2,122,99,103,96,1.60%,39.10%,30.20%,30.70%,21.40%,58.90%,19.80%,3123
2017,Chris Herrmann,Diamondbacks,LF,106,226,256,41,24,7,0,10,35,27,29,0,67,0,1,0,1,5,0,0.181,11.30%,26.20%,0.43,0.273,0.345,0.619,0.164,5,0.207,21,-10.6,0.272,58,0.9,0.4,1.2,126,86,100,109,16.40%,34.40%,39.40%,26.30%,16.30%,49.40%,34.40%,9284
2016,Aaron Altherr,Phillies,LF,57,198,227,40,30,6,0,4,23,23,23,2,69,6,0,0,4,7,2,0.202,10.10%,30.40%,0.33,0.304,0.293,0.597,0.091,4.4,0.288,18,-9.1,0.27,64,0.5,-0.4,-0.3,117,124,115,66,13.80%,41.10%,38.80%,20.20%,19.40%,51.20%,29.50%,11270
2016,Enrique Hernandez,Dodgers,LF,109,216,244,41,26,8,0,7,25,18,28,1,64,0,0,0,3,2,0,0.19,11.50%,26.20%,0.44,0.283,0.324,0.607,0.134,3.2,0.234,19,-9.8,0.27,67,0.3,-0.3,0.4,133,81,91,123,10.90%,46.70%,32.90%,20.40%,20.40%,52.00%,27.60%,10472
2017,Allen Cordoba,Padres,LF,100,202,227,42,34,2,2,4,17,15,18,1,54,4,3,0,2,2,2,0.208,7.90%,23.80%,0.33,0.282,0.297,0.579,0.089,3.9,0.259,15,-12.3,0.256,55,-0.6,-0.5,0.5,88,71,120,92,8.50%,36.70%,39.30%,24.00%,24.70%,52.00%,23.30%,15722
2018,Hunter Pence,Giants,LF,97,235,248,53,37,11,1,4,19,24,11,1,59,0,2,0,1,5,1,0.226,4.40%,23.80%,0.19,0.258,0.332,0.59,0.106,4.7,0.282,17,-12.2,0.254,60,0.5,1.4,0.6,49,95,116,84,7.70%,33.20%,36.50%,30.30%,24.70%,44.90%,30.30%,8252
2018,Gregor Blanco,Giants,LF,68,189,203,41,29,7,3,2,19,12,12,0,58,0,1,1,2,6,2,0.217,5.90%,28.60%,0.21,0.262,0.317,0.58,0.101,6.9,0.3,14,-10.1,0.254,59,0.3,0.7,0.3,66,125,98,87,5.10%,30.80%,33.10%,36.10%,18.80%,51.90%,29.30%,3123
2016,Ben Revere,Nationals,LF,103,350,375,76,58,9,7,2,44,24,18,0,34,3,2,2,12,14,5,0.217,4.80%,9.10%,0.53,0.26,0.3,0.56,0.083,7.7,0.234,22,-22.3,0.246,46,0.6,2.4,-2.3,56,85,124,78,2.40%,37.50%,36.30%,26.30%,25.30%,54.40%,20.30%,4712
2016,Tyler Goeddel,Phillies,LF,92,213,234,41,31,3,3,4,17,16,17,0,52,2,1,1,4,3,0,0.192,7.30%,22.20%,0.33,0.258,0.291,0.549,0.099,5.7,0.234,13,-14.3,0.244,47,0.5,1.3,-0.3,84,80,120,86,8.50%,32.50%,42.30%,25.20%,25.20%,49.70%,25.20%,13180
