"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","Spd","BABIP","wRC","wRAA","wOBA","wRC+","wSB","UBR","wGDP","BB%+","LD+%","GB%+","FB%+","HR/FB","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"2018","Julio Teheran","Braves","31","40","54","7","6","0","0","1","2","4","1","0","8","0","1","12","0","0","0",".175","1.9 %","14.8 %","0.13",".190",".250",".440",".075","0.4",".188","1","-5.5",".190","12","0.0","","","21","55","126","96","9.1 %","24.4 %","55.6 %","20.0 %","20.0 %","60.0 %","20.0 %","6797"
"2016","Jeremy Hellickson","Phillies","32","54","66","9","8","1","0","0","3","4","4","0","24","0","0","8","1","0","0",".167","6.1 %","36.4 %","0.17",".224",".185",".409",".019","1.0",".300","1","-7.0",".190","11","0.0","","","70","101","160","21","0.0 %","26.3 %","34.2 %","39.5 %","31.6 %","65.8 %","2.6 %","4371"
"2017","Carlos Martinez","Cardinals","34","62","69","11","8","3","0","0","5","11","1","0","19","1","0","5","1","0","0",".177","1.4 %","27.5 %","0.05",".203",".226",".429",".048","2.1",".256","1","-7.7",".189","12","0.0","","","16","100","162","22","0.0 %","31.3 %","50.0 %","18.8 %","45.8 %","39.6 %","14.6 %","11682"
"2017","Mike Leake","Cardinals","27","47","55","8","7","1","0","0","2","4","3","0","15","0","0","5","2","0","0",".170","5.5 %","27.3 %","0.20",".220",".191",".411",".021","0.7",".250","1","-6.1",".189","12","0.0","","","61","114","113","76","0.0 %","37.8 %","40.5 %","21.6 %","24.3 %","56.8 %","18.9 %","10130"
"2018","Steven Matz","Mets","30","46","53","5","2","1","0","2","2","4","3","0","13","0","0","4","1","0","0",".109","5.7 %","24.5 %","0.23",".163",".261",".424",".152","0.1",".097","1","-5.5",".186","16","0.0","","","63","111","112","78","22.2 %","21.6 %","37.8 %","40.5 %","27.0 %","59.5 %","13.5 %","13361"
"2016","Max Scherzer","Nationals","34","70","85","13","12","1","0","0","4","12","2","0","30","0","0","13","1","0","0",".186","2.4 %","35.3 %","0.07",".208",".200",".408",".014","1.2",".325","1","-9.5",".183","3","0.0","","","27","83","157","37","0.0 %","24.5 %","41.5 %","34.0 %","22.6 %","54.7 %","22.6 %","3137"
"2018","Zack Wheeler","Mets","29","56","60","11","9","2","0","0","4","4","0","0","21","0","1","3","1","0","0",".196","0.0 %","35.0 %","0.00",".193",".232",".425",".036","1.8",".306","1","-6.5",".183","13","0.0","","","0","118","106","82","0.0 %","38.5 %","33.3 %","28.2 %","15.4 %","74.4 %","10.3 %","10310"
"2018","Miles Mikolas","Cardinals","34","63","71","9","6","1","0","2","4","6","2","0","33","0","1","5","0","0","0",".143","2.8 %","46.5 %","0.06",".167",".254",".421",".111","0.9",".241","1","-7.7",".181","10","0.0","","","31","98","107","92","22.2 %","33.3 %","30.6 %","36.1 %","25.0 %","52.8 %","22.2 %","9803"
"2018","Jacob deGrom","Mets","32","67","74","11","10","1","0","0","1","5","4","0","25","0","0","3","1","0","0",".164","5.4 %","33.8 %","0.16",".211",".179",".390",".015","0.1",".262","1","-8.1",".180","12","0.0","","","60","106","119","73","0.0 %","26.7 %","26.7 %","46.7 %","20.0 %","73.3 %","6.7 %","10954"
"2017","Gerrit Cole","Pirates","34","55","68","9","7","1","0","1","3","3","1","0","21","0","0","12","1","0","0",".164","1.5 %","30.9 %","0.05",".179",".236",".415",".073","0.9",".242","0","-8.1",".179","4","0.0","","","16","47","146","73","12.5 %","21.7 %","41.3 %","37.0 %","21.7 %","63.0 %","15.2 %","13125"
"2018","Jake Arrieta","Phillies","31","45","50","6","5","0","0","1","3","3","3","0","27","0","0","2","1","0","0",".133","6.0 %","54.0 %","0.11",".188",".200",".388",".067","1.1",".294","0","-5.6",".177","4","0.0","","","67","122","77","115","16.7 %","40.0 %","40.0 %","20.0 %","10.0 %","65.0 %","25.0 %","4153"
"2017","Patrick Corbin","Diamondbacks","35","56","70","7","6","0","1","0","6","0","6","0","28","0","0","8","0","0","0",".125","8.6 %","40.0 %","0.21",".210",".161",".370",".036","4.9",".250","0","-8.5",".177","-5","0.0","","","95","56","174","33","0.0 %","25.0 %","44.4 %","30.6 %","36.1 %","41.7 %","22.2 %","9323"
"2018","Jhoulys Chacin","Brewers","36","56","68","9","8","1","0","0","2","1","3","0","17","0","0","9","0","0","0",".161","4.4 %","25.0 %","0.18",".203",".179",".382",".018","0.6",".231","0","-7.7",".175","2","0.0","","","49","59","148","66","0.0 %","43.8 %","20.8 %","35.4 %","22.9 %","47.9 %","29.2 %","2608"
"2017","Stephen Strasburg","Nationals","28","54","60","7","5","0","0","2","5","3","2","0","14","0","0","4","0","0","0",".130","3.3 %","23.3 %","0.14",".161",".241",".401",".111","2.2",".132","0","-7.5",".174","-4","0.0","","","37","87","145","51","28.6 %","25.0 %","43.2 %","31.8 %","36.4 %","45.5 %","18.2 %","10131"
"2017","Luis Perdomo","Padres","29","46","53","5","0","1","4","0","3","3","1","0","20","0","0","6","1","0","0",".109","1.9 %","37.7 %","0.05",".128",".304",".432",".196","5.1",".192","0","-6.6",".173","1","0.0","","","21","78","127","79","0.0 %","25.0 %","37.5 %","37.5 %","37.5 %","46.9 %","15.6 %","14682"
"2017","Kyle Freeland","Rockies","35","52","56","8","6","1","0","1","3","2","1","0","30","0","0","3","0","0","0",".154","1.8 %","53.6 %","0.03",".170",".231",".401",".077","1.1",".333","0","-7.0",".173","-16","0.0","","","20","51","167","45","33.3 %","40.0 %","28.0 %","32.0 %","28.0 %","40.0 %","32.0 %","16256"
"2016","Clayton Kershaw","Dodgers","23","46","50","8","7","1","0","0","2","3","1","0","12","0","0","3","0","0","0",".174","2.0 %","24.0 %","0.08",".191",".196",".387",".022","0.9",".235","0","-6.0",".172","2","0.0","","","23","42","178","34","0.0 %","32.4 %","43.2 %","24.3 %","32.4 %","59.5 %","8.1 %","2036"
"2017","German Marquez","Rockies","29","45","53","8","6","2","0","0","4","5","0","0","18","0","0","8","1","0","0",".178","0.0 %","34.0 %","0.00",".178",".222",".400",".044","2.6",".296","0","-6.7",".172","-17","0.0","","","0","72","184","11","0.0 %","34.3 %","42.9 %","22.9 %","34.3 %","51.4 %","14.3 %","15038"
"2016","Jacob deGrom","Mets","27","42","50","6","5","1","0","0","6","2","3","0","12","0","0","5","1","0","0",".143","6.0 %","24.0 %","0.25",".200",".167",".367",".024","2.6",".200","0","-6.1",".171","3","0.0","","","69","51","160","52","0.0 %","40.0 %","45.7 %","14.3 %","25.7 %","57.1 %","17.1 %","10954"
"2016","Jaime Garcia","Cardinals","32","41","51","7","7","0","0","0","3","4","2","0","17","0","1","7","0","0","0",".171","3.9 %","33.3 %","0.12",".205",".171",".375",".000","1.6",".280","0","-6.2",".171","-1","0.0","","","45","98","140","49","0.0 %","34.4 %","31.3 %","34.4 %","21.9 %","56.3 %","21.9 %","8137"
"2016","Jeff Samardzija","Giants","34","64","69","10","5","5","0","0","4","9","1","0","28","0","2","2","3","0","0",".156","1.4 %","40.6 %","0.04",".164",".234",".399",".078","1.8",".263","0","-8.5",".169","-1","0.0","","","17","148","90","84","0.0 %","30.0 %","45.0 %","25.0 %","22.5 %","52.5 %","25.0 %","3254"
"2016","Jon Gray","Rockies","29","47","55","7","5","2","0","0","2","4","2","0","30","0","0","6","0","0","0",".149","3.6 %","54.5 %","0.07",".184",".191",".375",".043","0.9",".412","0","-6.8",".169","-19","0.0","","","42","177","126","18","0.0 %","22.7 %","31.8 %","45.5 %","22.7 %","45.5 %","31.8 %","14916"
"2016","Mike Leake","Cardinals","34","49","55","7","6","1","0","0","3","4","3","0","19","0","0","3","3","0","0",".143","5.5 %","34.5 %","0.16",".192",".163",".356",".020","1.4",".233","0","-6.9",".165","-5","0.0","","","63","98","85","121","0.0 %","30.3 %","42.4 %","27.3 %","18.2 %","60.6 %","21.2 %","10130"
"2017","Clayton Richard","Padres","32","57","68","7","5","1","0","1","2","4","1","0","31","2","0","8","0","0","0",".123","1.5 %","45.6 %","0.03",".167",".193",".360",".070","0.4",".240","-1","-9.1",".162","-6","0.0","","","16","58","118","102","11.1 %","47.1 %","32.4 %","20.6 %","35.3 %","52.9 %","11.8 %","3551"
"2016","Jon Lester","Cubs","33","59","75","6","3","3","0","0","3","6","6","0","18","0","0","10","3","0","0",".102","8.0 %","24.0 %","0.33",".185",".153",".337",".051","1.1",".146","-1","-9.7",".162","-9","0.0","","","93","59","145","66","0.0 %","23.5 %","60.8 %","15.7 %","23.5 %","49.0 %","27.5 %","4930"
"2018","Clayton Richard","Padres","28","42","51","4","2","1","0","1","3","3","2","0","24","1","0","6","0","0","0",".095","3.9 %","47.1 %","0.08",".156",".190",".346",".095","2.0",".176","-1","-6.5",".159","-6","0.0","","","44","135","122","51","33.3 %","41.7 %","33.3 %","25.0 %","29.2 %","58.3 %","12.5 %","3551"
"2016","Tanner Roark","Nationals","34","64","75","8","7","1","0","0","1","3","5","0","25","0","0","6","0","0","0",".125","6.7 %","33.3 %","0.20",".188",".141",".329",".016","0.1",".205","-1","-10.0",".157","-14","0.0","","","77","62","118","100","0.0 %","31.1 %","42.2 %","26.7 %","28.9 %","62.2 %","8.9 %","8753"
"2018","Jack Flaherty","Cardinals","31","46","52","7","7","0","0","0","2","0","2","0","20","0","0","4","0","0","0",".152","3.8 %","38.5 %","0.10",".188",".152",".340",".000","0.9",".269","-1","-6.7",".157","-6","0.0","","","43","92","166","23","0.0 %","26.7 %","33.3 %","40.0 %","20.0 %","56.7 %","23.3 %","17479"
"2017","John Lackey","Cubs","32","53","61","7","6","1","0","0","2","1","3","0","23","0","0","5","0","1","1",".132","4.9 %","37.7 %","0.13",".179",".151",".330",".019","2.7",".233","-1","-8.6",".153","-15","-0.2","","","55","97","158","28","0.0 %","28.6 %","42.9 %","28.6 %","28.6 %","57.1 %","14.3 %","1507"
"2017","Jake Arrieta","Cubs","32","61","64","8","6","0","1","1","2","5","1","0","32","0","0","2","0","0","0",".131","1.6 %","50.0 %","0.03",".145",".213",".358",".082","2.8",".250","-1","-9.1",".153","-15","0.0","","","17","67","109","108","9.1 %","45.2 %","29.0 %","25.8 %","25.8 %","48.4 %","25.8 %","4153"
"2016","Brandon Finnegan","Reds","33","53","61","6","4","2","0","0","4","2","3","0","18","0","0","5","2","0","0",".113","4.9 %","29.5 %","0.17",".161",".151",".312",".038","2.3",".171","-2","-8.8",".144","-23","0.0","","","57","76","152","47","0.0 %","32.5 %","47.5 %","20.0 %","30.0 %","50.0 %","20.0 %","16208"
"2016","Kenta Maeda","Dodgers","35","57","66","7","5","1","0","1","5","4","1","0","16","0","0","8","1","0","0",".123","1.5 %","24.2 %","0.06",".138",".193",".331",".070","2.6",".150","-2","-9.5",".144","-17","0.0","","","18","74","106","108","7.1 %","28.6 %","38.8 %","32.7 %","34.7 %","57.1 %","8.2 %","18498"
"2016","Matt Wisler","Braves","29","46","53","7","7","0","0","0","2","2","1","0","21","0","1","5","2","0","0",".152","1.9 %","39.6 %","0.05",".167",".152",".319",".000","1.1",".269","-1","-7.7",".142","-21","0.0","","","22","79","177","12","0.0 %","25.8 %","38.7 %","35.5 %","32.3 %","54.8 %","12.9 %","12804"
"2016","Jerad Eickhoff","Phillies","33","61","62","8","5","3","0","0","4","5","1","0","12","0","0","0","3","0","0",".131","1.6 %","19.4 %","0.08",".145",".180",".325",".049","2.3",".163","-2","-9.0",".142","-22","0.0","","","19","79","131","73","0.0 %","44.9 %","28.6 %","26.5 %","26.5 %","65.3 %","8.2 %","12664"
"2016","Gio Gonzalez","Nationals","32","52","59","7","5","2","0","0","1","2","0","0","24","1","1","5","0","0","0",".135","0.0 %","40.7 %","0.00",".148",".173",".321",".038","0.4",".241","-2","-8.6",".141","-25","0.0","","","0","127","103","79","0.0 %","41.2 %","32.4 %","26.5 %","23.5 %","55.9 %","20.6 %","7448"
"2016","Kyle Hendricks","Cubs","32","58","68","8","8","0","0","0","1","2","1","0","29","1","0","8","0","0","0",".138","1.5 %","42.6 %","0.03",".167",".138",".305",".000","0.2",".276","-2","-10.0",".141","-23","0.0","","","17","140","116","54","0.0 %","35.1 %","24.3 %","40.5 %","35.1 %","59.5 %","5.4 %","12049"
