"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","Spd","BABIP","wRC","wRAA","wOBA","wRC+","wSB","UBR","wGDP","BB%+","LD+%","GB%+","FB%+","HR/FB","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","playerid"
"2017","Brian McCann","Astros","97","349","399","84","53","12","1","18","47","62","38","3","58","7","5","0","9","1","0",".241","9.5 %","14.5 %","0.66",".323",".436",".759",".195","2.6",".237","49","0.6",".323","103","0.0","-2.2","0.4","113","84","96","114","14.8 %","46.3 %","33.1 %","20.6 %","19.3 %","51.4 %","29.4 %","4810"
"2016","Russell Martin","Blue Jays","137","455","535","105","69","16","0","20","62","74","64","1","148","10","5","1","12","2","1",".231","12.0 %","27.7 %","0.43",".335",".398",".733",".167","2.2",".291","65","1.6",".322","101","-0.3","-1.5","0.0","149","88","106","100","18.0 %","37.4 %","36.7 %","25.9 %","18.9 %","47.6 %","33.6 %","4616"
"2017","Omar Narvaez","White Sox","90","253","295","70","58","10","0","2","23","14","38","1","45","1","0","3","8","0","0",".277","12.9 %","15.3 %","0.84",".373",".340",".713",".063","0.8",".330","36","0.1",".321","101","-0.2","-0.2","-0.5","153","136","101","79","3.4 %","34.1 %","33.2 %","32.7 %","20.4 %","60.2 %","19.4 %","13338"
"2016","Cameron Rupp","Phillies","105","389","419","98","55","26","1","16","36","54","24","0","114","5","1","0","11","1","0",".252","5.7 %","27.2 %","0.21",".303",".447",".750",".195","2.1",".315","50","1.1",".321","98","0.0","-1.3","-1.4","66","82","108","101","16.8 %","33.3 %","38.4 %","28.3 %","16.7 %","48.9 %","34.4 %","11146"
"2016","Carlos Ruiz","- - -","62","201","233","53","42","8","0","3","21","15","27","1","33","5","0","0","4","3","1",".264","11.6 %","14.2 %","0.82",".365",".348",".713",".085","2.8",".303","28","0.5",".321","99","0.0","-0.4","0.3","134","101","103","96","5.5 %","35.7 %","35.1 %","29.2 %","17.9 %","48.2 %","33.9 %","2579"
"2018","Willson Contreras","Cubs","138","474","544","118","76","27","5","10","50","54","53","2","121","13","2","2","14","4","1",".249","9.7 %","22.2 %","0.44",".339",".390",".730",".141","4.3",".313","66","2.7",".321","100","0.1","-4.6","-0.5","109","79","120","88","9.3 %","42.0 %","31.4 %","26.6 %","22.4 %","48.7 %","28.9 %","11609"
"2017","Andrew Knapp","Phillies","56","171","204","44","32","8","1","3","26","13","31","4","56","0","2","0","5","1","0",".257","15.2 %","27.5 %","0.55",".368",".368",".736",".111","4.1",".360","25","-0.1",".321","94","0.1","0.6","-0.4","169","83","133","68","10.7 %","41.9 %","34.2 %","23.9 %","15.4 %","46.2 %","38.5 %","14942"
"2018","Chris Iannetta","Rockies","110","299","360","67","42","13","1","11","36","36","50","5","87","7","3","1","13","0","0",".224","13.9 %","24.2 %","0.57",".345",".385",".730",".161","1.7",".275","44","1.4",".320","85","-0.2","-1.1","-2.2","155","104","88","112","13.1 %","42.1 %","31.0 %","26.9 %","13.9 %","47.2 %","38.9 %","8267"
"2016","Welington Castillo","Diamondbacks","113","416","457","110","72","24","0","14","41","68","33","3","121","4","4","0","5","2","0",".264","7.2 %","26.5 %","0.27",".322",".423",".745",".159","2.1",".337","54","0.4",".319","91","0.2","-5.1","1.6","84","120","94","96","14.3 %","45.5 %","32.4 %","22.1 %","13.0 %","47.2 %","39.8 %","3256"
"2016","Francisco Cervelli","Pirates","101","326","393","86","70","14","1","1","42","33","56","1","72","6","5","0","14","6","2",".264","14.2 %","18.3 %","0.78",".377",".322",".699",".058","4.0",".329","46","0.1",".318","98","0.1","0.9","-1.5","165","94","125","71","1.6 %","42.5 %","34.0 %","23.6 %","18.5 %","54.4 %","27.0 %","5275"
"2017","Christian Vazquez","Red Sox","99","324","345","94","69","18","2","5","43","32","17","0","64","3","1","0","14","7","2",".290","4.9 %","18.6 %","0.27",".330",".404",".735",".114","5.1",".348","41","-0.9",".318","92","0.3","-1.1","-1.6","59","123","109","77","6.8 %","29.1 %","37.6 %","33.3 %","21.5 %","52.1 %","26.4 %","9774"
"2017","Tucker Barnhart","Reds","121","370","423","100","67","24","2","7","26","44","42","11","68","3","3","5","12","4","0",".270","9.9 %","16.1 %","0.62",".347",".403",".750",".132","3.4",".312","50","-1.5",".317","90","0.5","-4.4","0.4","110","127","104","79","8.3 %","40.3 %","38.7 %","21.0 %","16.5 %","50.3 %","33.2 %","10200"
"2017","James McCann","Tigers","106","352","391","89","60","14","2","13","39","49","26","0","89","9","3","1","8","1","0",".253","6.6 %","22.8 %","0.29",".318",".415",".733",".162","3.3",".300","46","-1.6",".316","94","0.0","-1.4","-0.4","79","139","87","94","14.3 %","43.8 %","27.7 %","28.5 %","15.7 %","46.1 %","38.2 %","12859"
"2017","Yadier Molina","Cardinals","136","501","543","137","91","27","1","18","60","82","28","4","74","4","9","1","14","9","4",".273","5.2 %","13.6 %","0.38",".312",".439",".751",".166","3.9",".285","64","-2.5",".316","95","-0.2","-3.9","-1.0","57","99","95","106","11.0 %","42.6 %","32.5 %","24.9 %","16.5 %","47.1 %","36.4 %","7007"
"2017","Francisco Cervelli","Pirates","81","265","304","66","46","13","2","5","31","31","32","0","65","6","1","0","7","0","2",".249","10.5 %","21.4 %","0.49",".342",".370",".712",".121","2.9",".311","36","-1.4",".315","93","-1.1","0.0","0.0","117","100","118","77","9.3 %","42.3 %","31.8 %","25.9 %","12.9 %","54.2 %","32.8 %","5275"
"2017","Jason Castro","Twins","110","356","407","86","54","22","0","10","49","47","45","1","108","4","1","1","10","0","0",".242","11.1 %","26.5 %","0.42",".333",".388",".720",".146","1.5",".318","48","-2.0",".315","94","-0.3","-1.7","-0.4","131","121","97","92","12.0 %","34.4 %","37.2 %","28.4 %","14.0 %","50.0 %","36.0 %","8722"
"2018","Tyler Flowers","Braves","82","251","296","57","40","9","0","8","34","30","35","0","76","9","1","0","6","0","0",".227","11.8 %","25.7 %","0.46",".341",".359",".700",".131","1.5",".292","35","0.1",".315","95","-0.2","-0.3","-0.1","132","96","96","107","12.1 %","45.5 %","34.1 %","20.5 %","12.5 %","38.6 %","48.9 %","9134"
"2018","Jorge Alfaro","Phillies","108","344","377","90","62","16","2","10","35","37","18","6","138","14","1","0","2","3","0",".262","4.8 %","36.6 %","0.13",".324",".407",".731",".145","4.2",".406","44","-0.4",".314","95","0.4","-1.1","1.6","53","106","111","83","16.7 %","28.0 %","40.1 %","31.9 %","14.5 %","47.8 %","37.7 %","12180"
"2018","Max Stassi","Astros","88","221","250","50","29","13","0","8","28","27","23","0","74","6","0","0","6","0","0",".226","9.2 %","29.6 %","0.31",".316",".394",".710",".167","1.4",".302","29","-0.4",".313","100","-0.1","-1.4","-0.2","111","83","122","84","17.8 %","45.6 %","37.4 %","17.0 %","21.1 %","42.9 %","36.1 %","10059"
"2016","Tony Wolters","Rockies","71","205","230","53","33","15","2","3","27","30","21","2","53","0","0","4","1","4","1",".259","9.1 %","23.0 %","0.40",".327",".395",".723",".137","5.7",".336","26","-1.1",".312","77","0.3","0.7","1.0","106","111","107","85","7.1 %","39.7 %","32.1 %","28.2 %","16.7 %","62.2 %","21.2 %","11470"
"2017","Jonathan Lucroy","- - -","123","423","481","112","82","21","3","6","45","40","46","6","51","8","4","0","16","1","0",".265","9.6 %","10.6 %","0.90",".345",".371",".716",".106","3.1",".286","55","-3.7",".311","80","-0.1","0.2","-2.9","109","91","123","78","5.7 %","30.3 %","38.8 %","30.9 %","20.5 %","57.2 %","22.3 %","7870"
"2018","John Hicks","Tigers","81","288","312","75","53","12","1","9","35","32","22","0","84","0","1","1","9","0","1",".260","7.1 %","26.9 %","0.26",".312",".403",".715",".142","2.4",".337","35","-1.0",".311","94","-0.6","-0.7","-1.0","85","91","101","104","11.7 %","35.4 %","35.9 %","28.6 %","20.4 %","42.7 %","36.9 %","12547"
"2017","Rene Rivera","- - -","74","218","237","55","36","9","0","10","23","35","14","3","70","3","1","1","4","0","1",".252","5.9 %","29.5 %","0.20",".305",".431",".736",".179","1.3",".324","27","-2.2",".310","92","-0.5","-2.4","0.0","66","122","81","111","17.2 %","48.0 %","25.3 %","26.7 %","13.3 %","50.7 %","36.0 %","3648"
"2018","Luke Maile","Blue Jays","68","202","231","50","33","13","1","3","22","27","25","0","67","2","2","0","4","2","0",".248","10.8 %","29.0 %","0.37",".333",".366",".700",".119","4.0",".351","26","-0.9",".310","95","0.3","0.0","0.0","130","93","109","94","6.4 %","43.1 %","33.6 %","23.4 %","17.5 %","48.2 %","34.3 %","13355"
"2017","Travis d'Arnaud","Mets","112","348","376","85","49","19","1","16","39","57","23","3","59","2","3","0","12","0","0",".244","6.1 %","15.7 %","0.39",".293",".443",".735",".198","1.6",".250","42","-4.1",".308","92","-0.2","-0.2","-1.7","68","82","95","117","13.3 %","35.3 %","36.3 %","28.4 %","15.4 %","52.1 %","32.5 %","7739"
"2018","Matt Wieters","Nationals","76","235","271","56","40","8","0","8","24","30","30","3","45","3","2","1","5","0","1",".238","11.1 %","16.6 %","0.67",".330",".374",".704",".136","1.1",".261","30","-1.5",".308","89","-0.6","-0.9","0.3","123","95","78","130","9.2 %","39.4 %","36.8 %","23.8 %","19.7 %","46.1 %","34.2 %","4298"
"2016","Salvador Perez","Royals","139","514","546","127","75","28","2","22","57","64","22","3","119","8","2","0","12","0","0",".247","4.0 %","21.8 %","0.18",".288",".438",".725",".191","2.0",".280","60","-4.7",".308","89","-0.2","-3.7","-0.4","50","90","78","132","11.8 %","47.4 %","32.0 %","20.7 %","22.2 %","44.1 %","33.8 %","7304"
"2018","Tucker Barnhart","Reds","138","460","522","114","80","21","3","10","50","46","54","2","96","2","3","3","13","0","4",".248","10.3 %","18.4 %","0.56",".328",".372",".699",".124","2.8",".291","58","-3.1",".307","89","-2.0","-1.3","-0.9","115","112","104","88","9.0 %","44.3 %","31.9 %","23.8 %","13.2 %","48.4 %","38.4 %","10200"
"2017","Yan Gomes","Indians","105","341","383","79","50","15","0","14","43","56","31","0","99","8","2","1","9","0","0",".232","8.1 %","25.8 %","0.31",".309",".399",".708",".167","1.4",".283","42","-4.5",".307","85","-0.2","0.8","-0.4","96","86","94","115","13.9 %","43.9 %","32.4 %","23.8 %","21.7 %","49.2 %","29.1 %","9627"
"2018","Austin Romine","Yankees","77","242","265","59","37","12","0","10","30","42","17","0","67","2","3","1","10","1","0",".244","6.4 %","25.3 %","0.25",".295",".417",".713",".174","2.6",".292","29","-1.7",".307","93","0.1","-1.1","-1.6","77","90","115","88","17.5 %","27.4 %","39.7 %","33.0 %","17.9 %","46.4 %","35.8 %","5491"
"2016","Matt Wieters","Orioles","124","423","464","103","68","17","1","17","48","66","32","1","85","5","3","1","10","1","0",".243","6.9 %","18.3 %","0.38",".302",".409",".711",".165","2.5",".265","50","-4.4",".307","90","0.0","-0.6","-0.1","86","118","82","111","12.7 %","37.4 %","35.1 %","27.5 %","20.2 %","46.8 %","33.0 %","4298"
"2017","Wilson Ramos","Rays","64","208","224","54","37","6","0","11","19","35","10","2","36","0","3","0","11","0","0",".260","4.5 %","16.1 %","0.28",".290",".447",".737",".188","0.5",".262","25","-2.7",".307","93","-0.1","-1.0","-2.0","53","87","120","83","20.8 %","46.3 %","32.6 %","21.1 %","22.3 %","44.6 %","33.1 %","1433"
"2018","Russell Martin","Blue Jays","90","289","352","56","38","8","0","10","37","25","56","0","82","7","0","0","7","0","3",".194","15.9 %","23.3 %","0.68",".338",".325",".663",".131","1.7",".234","38","-2.8",".305","91","-1.5","-2.6","-0.4","192","66","121","95","13.9 %","40.6 %","39.6 %","19.8 %","22.7 %","47.3 %","30.0 %","4616"
"2016","Stephen Vogt","Athletics","137","490","532","123","77","30","2","14","54","56","35","3","83","4","3","0","6","0","0",".251","6.6 %","15.6 %","0.42",".305",".406",".711",".155","2.0",".275","57","-5.8",".305","91","-0.3","0.1","0.8","82","114","69","131","7.4 %","36.6 %","34.6 %","28.8 %","21.0 %","52.2 %","26.8 %","5000"
"2017","Cameron Rupp","Phillies","88","295","331","64","33","17","0","14","35","34","34","3","114","1","1","0","5","1","0",".217","10.3 %","34.4 %","0.30",".299",".417",".716",".200","2.1",".298","36","-4.6",".304","84","0.0","-2.5","-0.1","114","78","109","101","21.5 %","36.3 %","40.7 %","23.1 %","19.8 %","49.5 %","30.8 %","11146"
"2018","Salvador Perez","Royals","129","510","544","120","70","23","0","27","52","80","17","0","108","12","5","0","19","1","1",".235","3.1 %","19.9 %","0.16",".274",".439",".713",".204","1.6",".245","59","-4.7",".304","89","-0.4","-3.3","-1.5","38","96","82","123","14.8 %","46.7 %","33.4 %","19.9 %","12.0 %","42.0 %","46.0 %","7304"
"2018","Gary Sanchez","Yankees","89","323","374","60","25","17","0","18","51","53","46","0","94","3","2","0","10","1","0",".186","12.3 %","25.1 %","0.49",".291",".406",".697",".220","2.8",".197","40","-3.3",".304","91","0.0","0.5","-0.8","148","67","101","118","18.2 %","51.1 %","30.7 %","18.2 %","19.5 %","45.0 %","35.5 %","11442"
"2018","Nick Hundley","Giants","96","282","305","68","43","13","2","10","34","31","22","2","85","1","0","0","8","2","1",".241","7.2 %","27.9 %","0.26",".298",".408",".706",".167","4.2",".310","33","-2.7",".304","93","-0.2","-1.6","-0.7","80","123","83","106","13.7 %","46.7 %","32.5 %","20.8 %","18.8 %","38.1 %","43.2 %","3376"
"2016","Kurt Suzuki","Twins","106","345","373","89","56","24","1","8","34","49","18","0","48","5","4","1","9","0","0",".258","4.8 %","12.9 %","0.38",".301",".403",".704",".145","1.7",".276","39","-4.6",".303","86","-0.2","-4.1","-0.1","60","104","91","108","7.0 %","44.7 %","32.8 %","22.5 %","17.6 %","53.0 %","29.5 %","8259"
"2018","Devin Mesoraco","- - -","84","244","274","54","33","10","0","11","24","33","25","3","52","4","1","0","9","0","0",".221","9.1 %","19.0 %","0.48",".303",".398",".700",".176","0.7",".236","29","-2.8",".302","92","-0.1","-0.5","-1.1","102","81","83","134","12.2 %","51.8 %","26.9 %","21.2 %","21.8 %","46.1 %","32.1 %","5666"
"2018","Kevin Plawecki","Mets","79","238","277","50","28","13","2","7","33","30","28","2","65","9","1","1","12","0","1",".210","10.1 %","23.5 %","0.43",".315",".370",".685",".160","3.6",".257","29","-3.0",".302","93","-0.6","-2.0","-2.2","113","66","110","109","10.6 %","46.3 %","34.9 %","18.9 %","19.4 %","45.1 %","35.4 %","13807"
"2018","Austin Hedges","Padres","91","303","326","70","40","14","2","14","29","37","21","3","90","1","1","0","9","3","0",".231","6.4 %","27.6 %","0.23",".282",".429",".711",".198","4.0",".280","35","-3.5",".301","90","0.5","-1.3","-0.8","72","84","88","125","15.1 %","48.1 %","33.2 %","18.7 %","25.2 %","37.9 %","36.9 %","12976"
"2018","Manny Pina","Brewers","98","306","337","77","53","13","2","9","39","28","21","3","62","5","4","1","13","2","0",".252","6.2 %","18.4 %","0.34",".307",".395",".702",".144","4.4",".285","36","-3.7",".301","86","0.2","-2.0","-1.7","69","118","93","97","10.7 %","42.6 %","28.5 %","28.9 %","23.3 %","43.0 %","33.7 %","2829"
"2018","Isiah Kiner-Falefa","Rangers","111","356","396","93","69","18","2","4","43","34","28","1","62","6","1","5","14","7","5",".261","7.1 %","15.7 %","0.45",".325",".357",".682",".096","4.4",".306","42","-4.5",".301","79","-0.9","1.9","-2.2","85","119","121","65","5.8 %","38.7 %","31.7 %","29.7 %","18.3 %","52.3 %","29.3 %","16512"
"2016","Jason Castro","Astros","113","329","376","69","39","16","3","11","41","32","45","0","123","1","0","1","9","2","1",".210","12.0 %","32.7 %","0.37",".307",".377",".684",".167","4.2",".297","39","-5.4",".301","90","-0.2","-2.7","-0.4","149","99","104","96","15.9 %","43.0 %","29.0 %","28.0 %","15.0 %","49.8 %","35.3 %","8722"
"2016","Tucker Barnhart","Reds","115","377","420","97","66","23","1","7","34","51","36","8","72","2","3","2","12","1","0",".257","8.6 %","17.1 %","0.50",".323",".379",".702",".122","2.2",".299","43","-6.3",".300","82","0.0","-5.4","-1.0","99","117","106","81","8.3 %","40.0 %","38.1 %","21.9 %","14.8 %","57.1 %","28.1 %","10200"
"2017","Kevan Smith","White Sox","87","276","294","78","57","17","0","4","23","30","9","0","46","3","3","2","9","0","0",".283","3.1 %","15.6 %","0.20",".309",".388",".697",".105","0.9",".323","31","-5.2",".300","86","-0.2","-1.7","-0.7","36","96","132","64","7.4 %","33.2 %","32.8 %","34.0 %","21.3 %","56.2 %","22.6 %","12284"
"2017","Stephen Vogt","- - -","99","279","303","65","37","15","1","12","25","40","21","1","56","0","2","1","2","0","1",".233","6.9 %","18.5 %","0.38",".285",".423",".708",".190","1.7",".249","31","-5.5",".299","84","-0.6","-3.2","1.4","81","92","86","122","12.2 %","40.3 %","33.2 %","26.6 %","25.2 %","42.0 %","32.7 %","5000"
"2016","Miguel Montero","Cubs","86","241","284","52","35","8","1","8","33","33","38","5","58","3","2","0","8","1","0",".216","13.4 %","20.4 %","0.66",".327",".357",".684",".141","3.3",".249","29","-4.6",".299","83","0.0","-1.6","-0.1","155","79","112","97","13.1 %","42.2 %","30.3 %","27.6 %","18.9 %","54.1 %","27.0 %","3364"
"2017","Caleb Joseph","Orioles","89","254","266","65","42","14","1","8","31","28","10","0","72","1","0","1","7","0","0",".256","3.8 %","27.1 %","0.14",".287",".413",".700",".157","2.4",".328","27","-5.0",".299","82","-0.1","0.1","-0.3","45","119","107","81","14.8 %","36.6 %","38.3 %","25.1 %","21.3 %","50.3 %","28.4 %","7087"
"2017","Bruce Maxwell","Athletics","76","219","253","52","37","12","0","3","21","22","31","0","63","0","2","1","10","0","0",".237","12.3 %","24.9 %","0.49",".329",".333",".663",".096","0.9",".316","26","-5.3",".296","85","-0.2","-1.4","-1.5","145","100","110","89","5.9 %","35.9 %","35.9 %","28.3 %","17.0 %","47.8 %","35.2 %","13866"
"2016","Martin Maldonado","Brewers","76","208","253","42","27","7","0","8","21","21","35","9","56","6","1","3","6","1","0",".202","13.8 %","22.1 %","0.63",".332",".351",".683",".149","1.9",".234","25","-5.1",".294","78","0.1","0.0","-0.4","160","84","99","111","14.0 %","37.2 %","35.3 %","27.6 %","21.2 %","50.6 %","28.2 %","6887"
"2017","Roberto Perez","Indians","73","217","248","45","25","12","0","8","22","38","26","0","71","0","1","4","4","0","1",".207","10.5 %","28.6 %","0.37",".291",".373",".664",".166","1.3",".266","24","-6.6",".289","73","-0.6","-1.5","0.6","124","85","116","89","17.0 %","45.7 %","38.4 %","15.9 %","25.2 %","43.1 %","31.8 %","2900"
"2016","Jett Bandy","Angels","70","209","231","49","32","9","0","8","23","25","11","0","38","4","4","3","5","1","0",".234","4.8 %","16.5 %","0.29",".281",".392",".673",".158","2.6",".246","22","-5.6",".289","81","0.1","-2.9","-0.1","59","101","62","146","8.8 %","43.3 %","32.6 %","24.2 %","21.4 %","51.1 %","27.5 %","12508"
"2017","Nick Hundley","Giants","101","287","303","70","38","23","0","9","27","35","12","2","81","0","2","2","6","0","0",".244","4.0 %","26.7 %","0.15",".272",".418",".691",".174","1.1",".307","29","-8.2",".289","78","-0.1","-1.4","0.6","44","94","96","109","11.3 %","37.6 %","36.7 %","25.7 %","18.1 %","48.1 %","33.8 %","3376"
"2017","Miguel Montero","- - -","76","185","213","40","28","6","0","6","24","16","23","1","47","3","2","0","6","1","0",".216","10.8 %","22.1 %","0.49",".310",".346",".656",".130","2.8",".254","20","-5.7",".289","75","0.1","-0.7","-1.0","124","77","96","118","10.2 %","34.3 %","40.7 %","25.0 %","17.1 %","52.1 %","30.7 %","3364"
"2018","Mike Zunino","Mariners","113","373","405","75","37","18","0","20","37","44","24","0","150","6","2","0","7","0","0",".201","5.9 %","37.0 %","0.16",".259",".410",".669",".209","0.9",".268","38","-9.0",".288","83","-0.2","-2.5","0.4","71","88","88","121","20.2 %","58.7 %","21.8 %","19.6 %","17.8 %","42.7 %","39.6 %","13265"
"2018","Brian McCann","Astros","63","189","216","40","30","3","0","7","22","23","19","0","40","6","2","0","7","0","1",".212","8.8 %","18.5 %","0.48",".301",".339",".640",".127","1.7",".229","20","-5.1",".286","81","-0.5","-1.0","-0.6","106","104","66","137","9.3 %","43.1 %","30.5 %","26.5 %","21.2 %","53.0 %","25.8 %","4810"
"2016","Chris Iannetta","Mariners","94","295","338","62","41","14","0","7","23","24","38","0","83","2","2","1","4","0","0",".210","11.2 %","24.6 %","0.46",".303",".329",".631",".119","0.6",".266","30","-9.9",".282","78","-0.2","-1.9","1.1","140","110","93","102","9.0 %","41.9 %","34.0 %","24.2 %","19.5 %","45.6 %","34.9 %","8267"
"2018","Austin Barnes","Dodgers","100","200","238","41","32","5","0","4","32","14","31","4","67","6","0","1","7","4","3",".205","13.0 %","28.2 %","0.46",".329",".290",".619",".085","3.8",".287","21","-6.6",".281","77","-0.6","0.8","-0.8","145","92","124","75","11.8 %","45.5 %","33.6 %","20.9 %","22.4 %","46.3 %","31.3 %","12158"
"2017","Sandy Leon","Red Sox","85","271","301","61","40","14","0","7","32","39","25","1","74","1","3","1","5","0","0",".225","8.3 %","24.6 %","0.34",".290",".354",".644",".129","1.5",".280","26","-10.5",".279","66","-0.2","-4.0","0.5","99","125","84","105","9.3 %","37.8 %","34.8 %","27.4 %","24.4 %","45.8 %","29.9 %","5273"
"2017","Martin Maldonado","Angels","138","429","471","95","61","19","1","14","43","38","15","1","119","18","1","8","12","0","2",".221","3.2 %","25.3 %","0.13",".276",".368",".645",".147","2.3",".273","41","-16.7",".279","73","-1.1","-0.7","-0.9","38","73","112","101","12.6 %","41.7 %","31.7 %","26.7 %","21.6 %","51.7 %","26.7 %","6887"
"2016","Travis d'Arnaud","Mets","75","251","276","62","51","7","0","4","27","15","19","1","50","3","1","2","7","0","0",".247","6.9 %","18.1 %","0.38",".307",".323",".629",".076","1.4",".293","24","-8.9",".279","75","-0.2","-0.3","0.0","80","80","117","90","6.5 %","39.2 %","40.2 %","20.6 %","22.6 %","45.1 %","32.4 %","7739"
"2017","Austin Hedges","Padres","120","387","417","83","48","17","0","18","36","55","23","3","122","3","3","1","10","4","1",".214","5.5 %","29.3 %","0.19",".262",".398",".660",".183","2.7",".260","36","-15.2",".278","69","0.2","-0.7","-0.5","61","86","83","130","14.9 %","39.0 %","34.9 %","26.0 %","22.3 %","44.6 %","33.1 %","12976"
"2018","Erik Kratz","Brewers","67","203","219","48","36","6","0","6","18","23","6","0","40","7","2","1","8","1","0",".236","2.7 %","18.3 %","0.15",".280",".355",".634",".118","2.4",".264","19","-6.6",".278","70","0.1","-0.5","-0.8","31","86","101","108","9.7 %","39.8 %","34.9 %","25.3 %","12.1 %","41.6 %","46.4 %","4403"
"2016","Jarrod Saltalamacchia","Tigers","92","246","292","42","24","5","1","12","30","38","41","1","104","0","5","0","1","0","0",".171","14.0 %","35.6 %","0.39",".284",".346",".630",".175","2.1",".222","25","-9.9",".277","70","-0.1","-0.6","1.6","175","73","71","151","15.2 %","46.3 %","32.7 %","21.1 %","9.5 %","53.1 %","37.4 %","5557"
"2018","Martin Maldonado","- - -","119","373","404","84","56","18","1","9","39","44","16","0","98","11","2","2","8","0","1",".225","4.0 %","24.3 %","0.16",".276",".351",".627",".126","2.4",".280","34","-13.1",".275","73","-0.6","-2.5","-0.1","48","100","97","104","8.7 %","44.8 %","29.0 %","26.2 %","16.5 %","52.0 %","31.5 %","6887"
